BCF-ch U14,Rhyl,1969.??.??,?,"Speelman, Jonathan S","Fletcher, John",,,C57,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Bc4', 'Nc6'], ['Ng5', 'd5'], ['exd5', 'Nxd5'], ['Nxf7', 'Kxf7'], ['Qf3+', 'Ke6'], ['Nc3', 'Nb4\n'], ['d4', 'c6'], ['Qe4', 'Kf7'], ['a3', 'Qa5'], ['axb4', 'Qxa1'], ['Nxd5', 'Qxc1+'], ['Ke2', 'Qxh1'], ['Nc7+', 'Ke7\n'], ['Qxe5+', 'Kd7'], ['Nxa8', 'Qxg2'], ['Qc7+', '']]",1-0
Dortmund,Dortmund,1981.??.??,?,"Kindermann, Stefan","Speelman, Jonathan S",,,B24,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'e6'], ['Be3', 'b6'], ['Nh3', 'Nge7'], ['Qd2', 'h6\n'], ['f4', 'd5'], ['Bf2', 'dxe4'], ['dxe4', 'Qxd2+'], ['Kxd2', 'Bb7'], ['e5', 'O-O-O+'], ['Kc1', 'f6'], ['exf6', 'Bxf6\n'], ['Ne4', 'Bd4'], ['c3', 'Bxf2'], ['Nhxf2', 'e5'], ['fxe5', 'Nxe5'], ['Re1', 'Nf5'], ['Nd6+', 'Nxd6'], ['Bxb7+', 'Kxb7\n'], ['Rxe5', 'Rhf8'], ['Re2', 'Ne4'], ['Nd1', 'Rf1'], ['Kc2', 'Nd6'], ['Rc1', 'Re8'], ['Rxe8', 'Nxe8'], ['Kd2', 'Nd6\n'], ['Ke2', 'Rh1'], ['h4', 'Nf5'], ['g4', 'Nxh4'], ['Rc2', 'Ng2'], ['Nf2', 'Re1+'], ['Kf3', 'Nh4+'], ['Kg3', 'g5\n'], ['Kh2', 'Kc6'], ['Nh1', 'Re3'], ['Rf2', 'Nf3+'], ['Kg2', 'Ne5'], ['Rf6+', 'Kd5'], ['Nf2', 'Re2']]",0-1
Dortmund,Dortmund,1981.??.??,?,"Campora, Daniel H","Speelman, Jonathan S",,,B18,"[['e4', 'c6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Bf5'], ['Ng3', 'Bg6'], ['h4', 'h6'], ['Nh3', 'e6'], ['Nf4', 'Bh7\n'], ['Bc4', 'Na6'], ['Qe2', 'Nc7'], ['c3', 'Nf6'], ['Bd3', 'Bxd3'], ['Nxd3', 'Qd5'], ['Bf4', 'O-O-O'], ['Bxc7', 'Kxc7\n'], ['Ne5', 'Bd6'], ['Nxf7', 'Qxg2'], ['Nxd8', 'Rxd8'], ['Rf1', 'Re8'], ['Qe3', 'Qd5'], ['f4', 'g5'], ['hxg5', 'hxg5\n'], ['Ne2', 'g4'], ['Qd3', 'Rh8'], ['Qg6', 'Be7'], ['O-O-O', 'Rh2'], ['Rde1', 'Qc4'], ['Qc2', 'Qxa2'], ['Rh1', 'Rf2\n'], ['Rhf1', 'Rh2'], ['Rh1', 'Rf2'], ['Qd3', 'Nd5'], ['Rh7', 'b5'], ['Qb1', 'Qa4'], ['Qc2', 'Qa2'], ['Qb1', 'Qa4\n'], ['Kd2', 'Kb6'], ['Rf1', 'Rf3'], ['Rxf3', 'gxf3'], ['Nc1', 'Qb3'], ['Nd3', 'Nxc3']]",1/2-1/2
Dortmund,Dortmund,1981.??.??,?,"Borik, Otto","Speelman, Jonathan S",,,E13,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['Nc3', 'Bb4'], ['Bg5', 'h6'], ['Bh4', 'Bb7'], ['e3', 'Qe7'], ['Bd3', 'Bxc3+\n'], ['bxc3', 'd6'], ['O-O', 'Nbd7'], ['Nd2', 'g5'], ['Bg3', 'h5'], ['f3', 'h4'], ['Bf2', 'O-O-O'], ['h3', 'Rdg8\n'], ['Be2', 'Nh5'], ['Qa4', 'Kb8'], ['c5', 'dxc5'], ['Ba6', 'Ba8'], ['Nb3', 'c4'], ['Bxc4', 'f5'], ['Be2', 'g4\n'], ['fxg4', 'fxg4'], ['Bxg4', 'Nhf6'], ['Nc5', 'Nxc5'], ['dxc5', 'Nxg4'], ['hxg4', 'Qxc5'], ['Rfd1', 'h3\n'], ['e4', 'h2+']]",0-1
WchT U26,Graz,1981.??.??,?,"Speelman, Jonathan S","Kasparov, Gary",,,A30,"[['Nf3', 'Nf6'], ['c4', 'c5'], ['Nc3', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'Be7'], ['b3', 'O-O'], ['Bb2', 'd6\n'], ['e3', 'Nbd7'], ['d4', 'a6'], ['Rc1', 'b5'], ['d5', 'exd5'], ['Nxd5', 'Nxd5'], ['cxd5', 'Bf6'], ['Bxf6', 'Nxf6\n'], ['Nh4', 'a5'], ['e4', 'Re8'], ['Re1', 'g6'], ['Qd2', 'b4'], ['a3', 'bxa3'], ['Ra1', 'Qe7'], ['h3', 'Qe5'], ['Rxa3', 'Qd4\n'], ['Qxd4', 'cxd4'], ['Ra4', 'd3'], ['Rd1', 'Nd7'], ['b4', 'axb4'], ['Rxb4', 'Nc5'], ['Nf3', 'Ra2'], ['e5', 'dxe5\n'], ['Rc1', 'Rc2'], ['Rxc2', 'dxc2'], ['Rc4', 'Nb3'], ['Rxc2', 'Bxd5'], ['Rc7', 'e4'], ['Ne1', 'Nd4'], ['Rd7', 'Re5\n'], ['Nd3', 'exd3'], ['Bxd5', 'Kf8'], ['Bc4', 'd2'], ['Rxd4', 'Re1+'], ['Kg2', 'd1=Q'], ['Rxd1', 'Rxd1'], ['h4', 'Rc1\n'], ['Bd5', 'Rc5'], ['Bb3', 'Ke7'], ['Ba2', 'h6'], ['Bb3', 'Rc7'], ['Ba2', 'Kd6'], ['Kh3', 'Ke5'], ['Kg4', 'Ra7\n'], ['Bb3', 'Rb7'], ['Bd1', 'Rb2'], ['Kf3', 'Kd4'], ['Be2', 'Rb3+'], ['Kg2', 'Kc3'], ['Bf3', 'Rb5'], ['Bc6', 'Rc5\n'], ['Be8', 'Rc7'], ['Kf1', 'Kd2'], ['Ba4', 'Rc1+'], ['Kg2', 'Ke1'], ['Bb3', 'Rc7'], ['f4', 'Ke2'], ['Bd5', 'Ke3\n'], ['Ba8', 'f6'], ['Kg1', 'Rg7'], ['Kg2', 'g5'], ['hxg5', 'hxg5'], ['fxg5', 'Rxg5']]",0-1
WchT U26,Graz,1981.??.??,?,"Speelman, Jonathan S","Franzoni, Giancarlo",,,E05,"[['Nf3', 'd5'], ['g3', 'Nf6'], ['Bg2', 'e6'], ['O-O', 'Be7'], ['d4', 'O-O'], ['c4', 'dxc4'], ['Qc2', 'a6'], ['Qxc4', 'b5\n'], ['Qc2', 'Bb7'], ['Bd2', 'Be4'], ['Qc1', 'b4'], ['Bg5', 'h6'], ['Bxf6', 'Bxf6'], ['Nbd2', 'Bd5'], ['Qc2', 'Nd7\n'], ['e4', 'Bb7'], ['Nc4', 'a5'], ['e5', 'Be7'], ['Ng5', 'hxg5'], ['Bxb7', 'Ra7'], ['Bc6', 'Nb8'], ['Be4', 'c5\n'], ['dxc5', 'Bxc5'], ['Kg2', 'Nd7'], ['Rad1', 'Qc7'], ['Qe2', 'g6'], ['Bf3', 'Nb6'], ['Nd6', 'Bxd6'], ['Rxd6', 'Nc8\n'], ['Rc6', 'Qb8'], ['Qe3', 'Ne7'], ['Rc5', 'Nf5'], ['Qxg5', 'Rc7'], ['Rxc7', 'Qxc7'], ['Rc1', 'Qxe5'], ['g4', 'Nh4+\n'], ['Qxh4', 'Qxb2'], ['Qg5', 'Qxa2'], ['Be4', 'a4'], ['Rc5', 'Qb2'], ['Bxg6', 'fxg6']]",1-0
WchT U26,Graz,1981.??.??,?,"Speelman, Jonathan S","Van der Wiel, John TH",,,A46,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'c5'], ['Bg2', 'Nc6'], ['O-O', 'Qb6'], ['dxc5', 'Bxc5'], ['c4', 'Qa6'], ['b3', 'd5\n'], ['cxd5', 'Nxd5'], ['Bb2', 'O-O'], ['a3', 'Rd8'], ['Qc2', 'Be7'], ['Nc3', 'Nxc3'], ['Bxc3', 'Bd7'], ['b4', 'Qb6\n'], ['Rfb1', 'Rac8'], ['Qb2', 'f6'], ['a4', 'e5'], ['Qb3+', 'Kf8'], ['a5', 'Qb5'], ['Bf1', 'Nb8'], ['Be1', 'Bg4\n'], ['e3', 'Qd7'], ['Nd2', 'Be6'], ['Qb2', 'Na6'], ['Ne4', 'Bd5'], ['Nc3', 'Bc4'], ['Rd1', 'Qe6'], ['Bxc4', 'Qxc4\n'], ['Nd5', 'Rxd5'], ['Rdc1', 'Qg4']]",0-1
WchT U26,Graz,1981.??.??,?,"Speelman, Jonathan S","Sunye Neto, Jaime",,,B20,"[['e4', 'c5'], ['g3', 'd5'], ['exd5', 'Qxd5'], ['Nf3', 'Bg4'], ['Bg2', 'Qe6+'], ['Kf1', 'Nc6'], ['h3', 'Bh5'], ['Nc3', 'Nf6\n'], ['d3', 'Qd7'], ['g4', 'Bg6'], ['Bf4', 'e6'], ['g5', 'Ng8'], ['Qe1', 'Nge7'], ['h4', 'Bh5'], ['Ne5', 'Nxe5\n'], ['Bxe5', 'Nc6'], ['a4', 'Rc8'], ['Nb5', 'Nd4'], ['Nxd4', 'cxd4'], ['Qd2', 'Bg6'], ['h5', 'Bf5'], ['Rh4', 'f6\n'], ['gxf6', 'gxf6'], ['Bxf6', 'Rg8'], ['Rxd4', 'Qf7'], ['Qc3', 'Qxf6'], ['Qxc8+', 'Kf7'], ['Rd7+', 'Be7\n'], ['Qxb7', 'Rg7'], ['Rxe7+', 'Qxe7'], ['Qxe7+', 'Kxe7'], ['Bf3', 'Rf7']]",1-0
WchT U26,Graz,1981.??.??,?,"Speelman, Jonathan S","Kuligowski, Adam",,,B34,"[['Nf3', 'c5'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['g3', 'g6'], ['e4', 'Bg7'], ['Ne2', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'Nf6\n'], ['Nbc3', 'a6'], ['Nf4', 'd6'], ['Ncd5', 'O-O'], ['Nd3', 'Nd7'], ['h4', 'e6'], ['Ne3', 'Rc8'], ['c3', 'Nce5\n'], ['Nc2', 'Nxd3'], ['Qxd3', 'Nc5'], ['Qe2', 'Rc7'], ['Be3', 'Na4'], ['Rab1', 'Qa8'], ['Qd3', 'Rd8'], ['Rfe1', 'Rdd7\n'], ['Bd2', 'Rc4'], ['Qe2', 'f5'], ['f3', 'fxe4'], ['fxe4', 'Nc5'], ['Ne3', 'Rxe4'], ['b4', 'Na4'], ['Bxe4', 'Bxe4\n'], ['Ng4', 'd5'], ['Rbc1', 'h5'], ['Nf2', 'Bf5'], ['Nd3', 'Rc7'], ['Nf4', 'e5'], ['Nxh5', 'gxh5'], ['Qxh5', 'Be4\n'], ['Bh6', 'Bxh6'], ['Qxh6', 'Qa7+'], ['Re3', 'Rg7'], ['Kh2', 'Rg6']]",0-1
WchT U26,Graz,1981.??.??,?,"Speelman, Jonathan S","Kouatly, Bachar",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['O-O', 'Bg7'], ['Re1', 'e5'], ['Bxc6', 'dxc6'], ['d3', 'Qe7'], ['Bd2', 'Nf6\n'], ['Bc3', 'Nh5'], ['Nbd2', 'O-O'], ['a4', 'b6'], ['Nc4', 'f6'], ['b3', 'Nf4'], ['Kh1', 'Bg4'], ['Ne3', 'Qe6\n'], ['Nxg4', 'Qxg4'], ['g3', 'Nh3'], ['Rf1', 'f5'], ['Nxe5', 'Qxd1'], ['Raxd1', 'fxe4'], ['Kg2', 'Rae8'], ['Nxg6', 'Rxf2+\n'], ['Rxf2', 'Nxf2'], ['Kxf2', 'Bxc3'], ['Nf4', 'Bd4+'], ['Ke2', 'exd3+'], ['Kxd3', 'Re3+'], ['Kd2', 'c4\n'], ['bxc4', '']]",1/2-1/2
WchT U26,Graz,1981.??.??,?,"Speelman, Jonathan S","Klaric, Zlatko",,,A12,"[['Nf3', 'd5'], ['c4', 'c6'], ['b3', 'dxc4'], ['bxc4', 'e5'], ['Nc3', 'Qa5'], ['e3', 'Nf6'], ['Be2', 'e4'], ['Nd4', 'Qe5\n'], ['g3', 'Nbd7'], ['f3', 'h5'], ['Qc2', 'Nc5'], ['Bb2', 'h4'], ['O-O-O', '']]",1/2-1/2
WchT U26,Graz,1981.??.??,?,"Schussler, Harry","Speelman, Jonathan S",,,E16,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb4+'], ['Bd2', 'a5'], ['Bg2', 'O-O'], ['O-O', 'Bb7'], ['Bg5', 'Be7\n'], ['Bxf6', 'Bxf6'], ['Nc3', 'd6'], ['e4', 'Nd7'], ['Qc2', 'g6'], ['Rad1', 'Bg7'], ['Rfe1', 'Qe7'], ['Nb5', 'c6\n'], ['Nc3', 'Ba6'], ['Bf1', 'Rfc8'], ['Qd2', 'Qf8'], ['b3', 'Rd8']]",1/2-1/2
WchT U26,Graz,1981.??.??,?,"Fedorowicz, John P","Speelman, Jonathan S",,,E10,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['d5', 'b5'], ['Bg5', 'Qa5+'], ['Nbd2', 'bxc4'], ['Bxf6', 'gxf6'], ['e4', 'Rg8\n'], ['g3', 'f5'], ['dxe6', 'fxe6'], ['exf5', 'Bb7'], ['Bg2', 'Nc6'], ['O-O', 'O-O-O'], ['Nxc4', 'Qc7'], ['fxe6', 'd5\n'], ['Ncd2', 'Be7'], ['Re1', '']]",1/2-1/2
WchT U26,Graz,1981.??.??,?,"Groszpeter, Attila","Speelman, Jonathan S",,,E61,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['e3', 'd6'], ['Nge2', 'Nf6'], ['O-O', 'O-O'], ['d4', 'exd4\n'], ['Nxd4', 'Nxd4'], ['exd4', 'c6'], ['h3', 'Re8'], ['Be3', 'Bf5'], ['g4', 'Be4'], ['Nxe4', 'Nxe4'], ['Qd3', 'Nf6\n'], ['Bf4', 'd5'], ['Be5', 'dxc4'], ['Qxc4', 'Nd5'], ['Bxg7', 'Kxg7'], ['Bxd5', 'cxd5'], ['Qb3', 'h5'], ['gxh5', 'Qg5+\n'], ['Qg3', 'Qxh5'], ['Rfe1', 'Rac8'], ['Kg2', 'Re4'], ['Rxe4', 'dxe4'], ['Re1', 'Re8'], ['Re3', 'Qd5'], ['Qc7', 'Qxd4\n'], ['Qxb7', 'Re5'], ['h4', 'a5'], ['Qb3', 'Rh5'], ['Qc3', 'Qxc3'], ['Rxc3', 'Rxh4'], ['Rc4', 'Kf6'], ['Ra4', 'Rg4+\n'], ['Kf1', 'Rg5'], ['Rxe4', 'Rb5'], ['b3', 'Rb4'], ['Re8', '']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,1,"Speelman, Jonathan S","Mestel, A Jonathan",,,A57,"[['d4', 'Nf6'], ['Nf3', 'c5'], ['d5', 'b5'], ['c4', 'Bb7'], ['Qc2', 'bxc4'], ['e4', 'e6'], ['dxe6', 'fxe6'], ['e5', 'Nd5\n'], ['Nbd2', 'Be7'], ['Bxc4', 'O-O'], ['Bd3', 'h6'], ['a3', 'Nc6'], ['O-O', 'Rc8'], ['Re1', 'Nd4'], ['Nxd4', 'cxd4\n'], ['Qd1', 'Qb6'], ['Qg4', 'Nf4'], ['Nc4', 'Qc6'], ['Bxf4', 'Rxf4'], ['Qg6', 'Bg5'], ['f3', 'Rg4'], ['Qh7+', 'Kf8\n'], ['Re2', 'Qxf3'], ['Rf1', 'Be3+'], ['Nxe3', 'Rc1'], ['Rxc1', '']]",1-0
Hastings8182,Hastings,1981.??.??,2,"Speelman, Jonathan S","Rivas Pastor, Manuel",,,A12,"[['Nf3', 'd5'], ['c4', 'c6'], ['b3', 'Nf6'], ['Bb2', 'Bf5'], ['g3', 'e6'], ['Bg2', 'Nbd7'], ['O-O', 'h6'], ['d3', 'Bc5\n'], ['a3', 'a5'], ['Nbd2', 'O-O'], ['cxd5', 'exd5'], ['Nd4', 'Bg6'], ['N2f3', 'Qb6'], ['Bc3', 'Rfe8'], ['Qc2', 'Bxd4\n'], ['Bxd4', '']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,3,"Smyslov, Vassily","Speelman, Jonathan S",,,B58,"[['e4', 'c5'], ['Ne2', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'e5'], ['Nf3', 'h6'], ['O-O', 'Be6\n'], ['b3', 'Be7'], ['Bb2', 'O-O'], ['a3', 'Rc8'], ['Re1', 'Re8'], ['h3', 'Bf8'], ['Bd3', 'a6'], ['Qe2', 'g6'], ['Rad1', 'Bg7\n'], ['Nb1', 'Nh5'], ['Qe3', 'b5'], ['Bf1', 'Qc7'], ['Nc3', 'Ne7'], ['Rd2', 'Nf6'], ['Bxb5', 'axb5'], ['Nxb5', 'Qb8\n'], ['Nxd6', 'Nc6'], ['Red1', 'Nh5'], ['Nxe8', 'Rxe8'], ['Qc5', 'Rc8'], ['Qd6', 'Qb5'], ['a4', 'Qa5'], ['Qd3', 'Nf4\n'], ['Qb5', 'Qc7'], ['Ba3', 'Nd4'], ['Nxd4', 'exd4'], ['Bb2', 'd3'], ['Bxg7', 'Ne2+'], ['Rxe2', 'dxe2'], ['Qxe2', 'Kxg7\n'], ['c4', 'Qe5'], ['Qe3', 'Rb8'], ['f4', 'Qb2'], ['Rd3', 'Kh7'], ['Kh2', 'Re8'], ['Qd4', 'Qe2'], ['Rg3', 'Rg8\n'], ['a5', 'Bc8'], ['f5', 'Bb7'], ['Qd7', 'Bxe4'], ['Qxf7+', 'Rg7'], ['fxg6+', 'Bxg6'], ['Qf6', 'Qe4'], ['a6', 'h5\n'], ['c5', 'Qd5'], ['b4', 'Qc4'], ['a7', 'Qe4'], ['c6', 'Rxa7'], ['b5', 'Rc7'], ['Qd6', 'Rg7'], ['b6', '']]",1-0
Hastings8182,Hastings,1981.??.??,4,"Speelman, Jonathan S","Andersson, Ulf",,,D73,"[['g3', 'd5'], ['Nf3', 'Nf6'], ['Bg2', 'g6'], ['O-O', 'Bg7'], ['c4', 'c6'], ['cxd5', 'cxd5'], ['d4', 'Ne4'], ['Ng5', 'Nxg5\n'], ['Bxg5', 'h6'], ['Be3', 'O-O'], ['Nc3', 'e6'], ['Qd2', '']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,5,"Littlewood, Paul E","Speelman, Jonathan S",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bf4', 'O-O'], ['e3', 'c5'], ['dxc5', 'Bxc5'], ['Qc2', 'Nc6\n'], ['Rd1', 'Qa5'], ['Nd2', 'Bb4'], ['Nb3', 'Qb6'], ['Bd3', 'e5'], ['Bg5', 'd4'], ['Bxf6', 'gxf6'], ['c5', 'Qc7\n'], ['a3', 'Kg7'], ['O-O', 'dxc3'], ['axb4', 'Nxb4'], ['Qxc3', 'Nxd3'], ['Rxd3', 'Bf5'], ['Rd2', 'Rad8'], ['f4', 'Rxd2\n'], ['Nxd2', 'Rd8'], ['e4', 'Bg4'], ['h3', 'Be2'], ['Rf2', 'Ba6'], ['Qg3+', 'Kf8'], ['b4', 'exf4'], ['Qh4', 'Qe5\n'], ['Nf3', 'Qxe4'], ['Qxf6', 'Rd1+'], ['Kh2', 'Qe3'], ['c6', '']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,6,"Speelman, Jonathan S","Short, Nigel D",,,A44,"[['d4', 'c5'], ['d5', 'e5'], ['e4', 'd6'], ['Nf3', 'g6'], ['Be2', 'Bh6'], ['Bxh6', 'Nxh6'], ['h4', 'Kf8'], ['Nc3', 'Kg7\n'], ['Nd2', 'a6'], ['a4', 'Nd7'], ['Nc4', 'Qe7'], ['Qd2', 'b6'], ['Qg5', 'f6'], ['Qg3', 'Rb8'], ['Ne3', 'Nf8'], ['Kd2', 'Qd7\n'], ['f4', 'exf4'], ['Qxf4', 'Qe7'], ['h5', 'g5'], ['Qg3', 'Nd7'], ['Nc4', 'Ne5'], ['Nxe5', '']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,7,"Kupreichik, Viktor D","Speelman, Jonathan S",,,B17,"[['e4', 'c6'], ['Nc3', 'd5'], ['d4', 'dxe4'], ['Nxe4', 'Nd7'], ['Bc4', 'Ngf6'], ['Ng5', 'e6'], ['Qe2', 'Nb6'], ['Bb3', 'h6\n'], ['N5f3', 'c5'], ['Bf4', 'Nfd5'], ['Bg3', 'c4'], ['Bxc4', 'Nxc4'], ['Qxc4', 'Qa5+'], ['c3', 'Bd7'], ['Qd3', 'Rc8\n'], ['Ne2', 'Bb5'], ['Qd2', 'Qa6'], ['Ne5', 'Bd6'], ['f3', 'O-O'], ['Kf2', 'Bxe5'], ['Bxe5', 'f6'], ['Bg3', 'Rfd8\n'], ['Rhe1', 'e5'], ['Kg1', 'Bxe2'], ['Rxe2', 'exd4'], ['cxd4', 'Rc6'], ['a3', 'Rdc8'], ['Rae1', 'Kf7'], ['h3', 'Qb5\n'], ['Rf2', 'h5'], ['Qd1', 'Ne3'], ['Qb1', 'Nc2'], ['Qa2+', 'Qc4'], ['b3', 'Qd5'], ['Re4', 'Nxd4'], ['Kh2', 'Rd8\n'], ['b4', 'Qxa2'], ['Rxa2', 'a6'], ['Bf2', 'Nb5'], ['Re3', 'Nc3']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,8,"Speelman, Jonathan S","Christiansen, Larry Mark",,,B81,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['g4', 'h6'], ['h4', 'Be7'], ['Rh3', 'h5\n'], ['g5', 'Ng4'], ['f3', 'Ne5'], ['Be3', 'Nbc6'], ['Qe2', 'O-O'], ['O-O-O', 'g6'], ['Kb1', 'Re8'], ['Nb3', 'Bd7\n'], ['Bg1', 'a5'], ['f4', 'Ng4'], ['e5', 'd5'], ['Nc5', 'Nb4'], ['Nxd7', 'Qxd7'], ['Qb5', 'Qxb5'], ['Bxb5', 'Rec8\n'], ['a3', 'Na6'], ['Na4', 'Rab8'], ['Rd2', 'Nc7'], ['Rb3', 'Nxb5'], ['Rxb5', 'Bd8'], ['Ba7', 'Ra8'], ['Bd4', 'Rab8\n'], ['Ba7', 'Ra8'], ['Nb6', 'Bxb6'], ['Bxb6', 'Rc4'], ['Rd4', 'Ne3'], ['Rxc4', 'Nxc4'], ['Bd4', 'b6'], ['a4', 'Rc8\n'], ['Kc1', 'Kf8'], ['c3', 'Ke7'], ['b3', 'Ne3'], ['Bxe3', 'Rxc3+'], ['Kd2', 'd4'], ['Bxd4', '']]",1-0
Hastings8182,Hastings,1981.??.??,9,"Lein, Anatoly","Speelman, Jonathan S",,,D41,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'c5'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['d4', 'Nc6\n'], ['Nxd5', 'exd5'], ['dxc5', 'Bxc5'], ['Ne1', 'Bg4'], ['Nd3', 'Bb6'], ['Nf4', 'd4'], ['h3', 'Bf5'], ['g4', 'Bg6\n'], ['Re1', 'Rc8'], ['Bd2', 'Re8']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,10,"Speelman, Jonathan S","Szabo, Laszlo",,,D78,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'c6'], ['Nbd2', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'Nbd7'], ['Qc2', 'Nb6\n'], ['c5', 'Nbd7'], ['b3', 'Ne4'], ['Nxe4', 'dxe4'], ['Qxe4', 'Nxc5'], ['Qh4', 'Ne6'], ['Rd1', 'Bf6'], ['Ng5', 'Nxg5\n'], ['Bxg5', 'Bxg5'], ['Qxg5', 'Be6'], ['Rac1', 'Qd6'], ['h4', 'Kg7'], ['h5', 'f6'], ['h6+', 'Kf7'], ['Qa5', 'Rfd8\n'], ['Bf3', 'Qd7'], ['Rd2', 'Bg4'], ['Bg2', 'Qf5'], ['Qb4', 'Qd7'], ['d5', 'Rac8'], ['Rc4', 'Bf5'], ['e4', 'Bh3\n'], ['Bxh3', 'Qxh3'], ['Qxb7', 'cxd5'], ['Rxd5', 'Rb8'], ['Qxa7', 'Qxh6'], ['Rc7', 'Re8'], ['Rdd7', 'Qf8\n'], ['Qc5', 'Rbd8'], ['e5', 'fxe5'], ['Qxe5', 'Rxd7'], ['Rxd7', 'Qh6'], ['a4', 'Qc1+'], ['Kg2', 'h5']]",1-0
Hastings8182,Hastings,1981.??.??,11,"Taulbut, Shaun M","Speelman, Jonathan S",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Ng3', 'e6'], ['Bd3', 'c5'], ['c3', 'cxd4\n'], ['Nxd4', 'Bc5'], ['O-O', 'O-O'], ['Bc2', 'Re8'], ['Bg5', 'a6'], ['Qf3', 'Bxd4'], ['cxd4', 'Qa5'], ['Be3', 'Qd5\n'], ['Qe2', 'b6'], ['Bb3', 'Qd6'], ['Qf3', 'Ra7'], ['Ne4', 'Nxe4'], ['Qxe4', 'Bb7'], ['Qf4', 'Qxf4'], ['Bxf4', 'Nf6\n'], ['Be5', 'Nd5'], ['Rfc1', 'Raa8'], ['Bxd5', 'Bxd5'], ['Bc7', 'Ra7'], ['b3', 'Rb7'], ['Rc3', 'f6'], ['Rac1', 'Kf7\n'], ['Bd6', 'Rd8']]",1/2-1/2
Hastings8182,Hastings,1981.??.??,12,"Speelman, Jonathan S","Chandler, Murray G",,,D37,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'Be7'], ['Bf4', 'O-O'], ['e3', 'c5'], ['dxc5', 'Bxc5'], ['cxd5', 'Nxd5\n'], ['Nxd5', 'exd5'], ['a3', 'Bf5'], ['Bd3', 'Bxd3'], ['Qxd3', 'Qa5+'], ['Ke2', 'Qb6'], ['b4', 'Bd6'], ['Bg3', 'Na6\n'], ['Rac1', 'Nc7'], ['Nd4', 'g6'], ['Rc2', 'Rfd8'], ['Rhc1', 'Bxg3'], ['hxg3', 'Ne8'], ['Rc5', 'a6'], ['Nf3', 'Qe6\n'], ['Qd4', 'Rd6'], ['Ng5', 'Qf5'], ['Qf4', 'Qd7'], ['Rc8', 'Rxc8'], ['Rxc8', 'h6'], ['Rxe8+', 'Qxe8'], ['Qxd6', 'Qb5+\n'], ['Kf3', 'hxg5'], ['Qd8+', 'Kh7'], ['Qf6', 'Kg8'], ['Kg4', 'Qf1'], ['Kxg5', 'Qxg2'], ['g4', 'Qe4'], ['Qd4', 'Qxd4\n'], ['exd4', 'Kg7'], ['a4', 'b6'], ['b5', 'a5'], ['f3', 'f6+'], ['Kf4', 'g5+']]",1/2-1/2
