WchT U26,Dresden,1969.??.??,?,"Aijala, Jouko","Ljubojevic, Ljubomir",,,B79,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'Bd7'], ['Bb3', 'g6'], ['f3', 'Bg7\n'], ['Be3', 'Qa5'], ['Qd2', 'O-O'], ['O-O-O', 'Rfc8'], ['h4', 'Ne5'], ['g4', 'b5'], ['h5', 'Nc4'], ['Bxc4', 'bxc4\n'], ['hxg6', 'fxg6'], ['Qh2', 'Rab8'], ['Nd5', 'c3'], ['Nxf6+', 'exf6'], ['Qxh7+', 'Kf7'], ['Nf5', 'gxf5\n'], ['Rxd6', 'cxb2+'], ['Kb1', 'Qa4'], ['Rd2', 'Rh8']]",0-1
JUG-ch,Novi Sad,1975.??.??,?,"Velimirovic, Dragoljub","Ljubojevic, Ljubomir",,,B94,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'Nf6'], ['Nc3', 'cxd4'], ['Nxd4', 'a6'], ['Bg5', 'Nbd7'], ['f4', 'Qb6'], ['Qd2', 'e6\n'], ['O-O-O', 'Be7'], ['Bc4', 'h6'], ['h4', 'Nc5'], ['Bxf6', 'Bxf6'], ['g4', 'Bd7'], ['Kb1', 'O-O-O'], ['Bb3', 'Kb8\n'], ['h5', 'Rhg8'], ['Rhe1', 'g6'], ['e5', 'dxe5'], ['fxe5', 'Bh4'], ['Rf1', 'Bg5'], ['Qe2', 'gxh5'], ['gxh5', 'Be8\n'], ['Nf3', 'Rxd1+'], ['Rxd1', 'Bc6'], ['Nd4', 'Bf4'], ['Qf2', 'Bxe5'], ['Qxf7', 'Rg7'], ['Qf2', 'Nxb3'], ['Nxc6+', 'Qxc6\n'], ['axb3', 'Rc7'], ['Qf8+', 'Rc8'], ['Qxh6', 'Bxc3'], ['bxc3', 'Qxc3'], ['Qd2', 'Qh3'], ['Qg5', 'Ka7'], ['Qg1+', 'Ka8\n'], ['Qh1', 'Qf5'], ['Rd3', 'e5'], ['Qh3', 'Qf8'], ['h6', 'e4'], ['Rd2', 'Qh8'], ['Rd7', 'Rg8'], ['Qh1', 'Qe5\n'], ['h7', 'Rh8'], ['Qh4', 'Ka7'], ['Qe7', 'Qxe7'], ['Rxe7', 'a5'], ['Kc1', 'Ka6'], ['c4', 'e3'], ['Kc2', 'b5\n'], ['cxb5+', 'Kxb5'], ['Kd3', 'Rd8+'], ['Kxe3', 'Kb4'], ['Rg7', 'Rh8'], ['Rb7+', 'Kc3'], ['Ke4', 'Rf8'], ['Rg7', 'Rh8\n'], ['Rg3+', 'Kb4'], ['Rh3', 'Ka3'], ['Kf5', 'Kb4'], ['Kg6', 'Rc8'], ['Rf3', 'Rb8'], ['Kg7', 'Rb7+'], ['Rf7', 'Rb8\n'], ['h8=Q', 'Rxh8'], ['Rb7+', '']]",1-0
JUG-ch,Novi Sad,1975.??.??,?,"Ciric, Dragoljub M","Ljubojevic, Ljubomir",,,B54,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Nc3', 'd6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'Nd7\n'], ['Re1', 'Ne7'], ['a3', 'g6'], ['Nb3', 'Qc7'], ['Be3', 'Ne5'], ['Bd4', 'Rg8'], ['f4', 'Nc4'], ['Qe2', 'g5'], ['f5', 'Nc6\n'], ['fxe6', 'fxe6'], ['Bf2', 'N6e5'], ['Nd4', 'Rg6'], ['Nd1', 'g4'], ['b3', 'Nb6'], ['Nb2', 'Bg7'], ['Nd3', 'Nf3+\n'], ['Bxf3', 'gxf3'], ['Qxf3', 'O-O-O'], ['Rad1', 'Rf8'], ['Qe3', 'Bh6'], ['Qe2', 'Nd7'], ['c4', 'bxc4'], ['bxc4', 'Rgf6\n'], ['Be3', 'Bxe3+'], ['Qxe3', 'e5'], ['Nb3', 'Rf3'], ['Qe2', 'Qb6+']]",0-1
Rovinj/Zagreb,Zagreb,1975.??.??,1,"Ljubojevic, Ljubomir","Hulak, Krunoslav",,,A08,"[['e4', 'e6'], ['d3', 'c5'], ['Nf3', 'Nc6'], ['g3', 'd5'], ['Nbd2', 'Nge7'], ['Bg2', 'g6'], ['O-O', 'Bg7'], ['Re1', 'O-O\n'], ['c3', 'Qc7'], ['exd5', 'Nxd5'], ['Nc4', 'b6'], ['Ng5', 'Bb7'], ['Qg4', 'Rad8'], ['Rxe6', 'h6'], ['Nxf7', 'Qxf7\n'], ['Qe2', 'Nxc3'], ['bxc3', 'Bxc3'], ['Bxc6', 'Bxc6'], ['Bb2', 'Rde8'], ['Bxc3', 'Rxe6'], ['Ne5', 'Bf3\n'], ['Qf1', 'Qf5'], ['Re1', 'Rfe8'], ['d4', 'cxd4'], ['Qc4', 'dxc3'], ['Nxf3', 'Qc5'], ['Qb3', 'Kf7'], ['Rd1', 'Kf8\n'], ['Rd5', 'Qc7'], ['Nd4', 'Re4'], ['Nb5', 'Qc4'], ['Nxc3', 'Re1+'], ['Kg2', 'Qf1+'], ['Kf3', 'R1e3+'], ['Kg4', 'Qxf2\n'], ['Qb4+', 'Kg8'], ['Qc4', 'Qf3+'], ['Kh3', 'Rxc3'], ['Qh4', 'Qf1+'], ['Kg4', 'Rc4+']]",0-1
Rovinj/Zagreb,Zagreb,1975.??.??,2,"Marovic, Drazen","Ljubojevic, Ljubomir",,,A64,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'c5'], ['d5', 'exd5'], ['cxd5', 'g6'], ['Nf3', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6\n'], ['O-O', 'a6'], ['a4', 'Nbd7'], ['Nd2', 'Re8'], ['h3', 'Rb8'], ['Nc4', 'Nb6'], ['Ne3', 'Bd7'], ['Bd2', 'Re7\n'], ['Qc2', 'Qe8'], ['Rfe1', 'Rd8'], ['a5', 'Nc8'], ['Nc4', 'Bb5'], ['b3', 'Qd7'], ['e4', 'Rde8'], ['Rad1', 'Qd8\n'], ['Na4', 'Nd7'], ['Bc3', 'Bxc3'], ['Qxc3', 'h5'], ['f4', 'Kh7'], ['Nab2', 'f6'], ['Nd3', 'Rg7'], ['Kh2', 'Bxc4\n'], ['bxc4', 'Ne7'], ['Rb1', 'Qc7'], ['h4', 'Ng8'], ['Bh3', 'Rge7'], ['Nf2', 'Nf8'], ['Rb6', 'Nd7'], ['Bxd7', 'Rxd7\n'], ['e5', 'dxe5'], ['fxe5', 'fxe5'], ['Ne4', 'Kg7'], ['Ng5', 'Nf6'], ['Ne6+', 'Rxe6'], ['Rxe6', 'Ng4+'], ['Kg1', 'Rf7\n'], ['d6', 'Qc6'], ['R1xe5', 'Nxe5'], ['Qxe5+', 'Kh7'], ['Re8', 'Rg7'], ['Re7', 'Rxe7'], ['Qxe7+', 'Kh6\n'], ['d7', 'Qc7'], ['Qg5+', '']]",1-0
Rovinj/Zagreb,Zagreb,1975.??.??,3,"Ljubojevic, Ljubomir","Minic, Dragoljub",,,B97,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bg5', 'e6'], ['f4', 'Qb6'], ['Qd2', 'Qxb2\n'], ['Nb3', 'Nc6'], ['Bxf6', 'gxf6'], ['Be2', 'd5'], ['Nd1', 'Qa3'], ['exd5', 'exd5'], ['O-O', 'd4'], ['Re1', 'Be7\n'], ['Bc4', 'O-O'], ['c3', 'Rd8'], ['Nf2', 'b5'], ['Bd3', 'f5'], ['Qc2', 'Qd6'], ['Bxf5', 'Bxf5'], ['Qxf5', 'dxc3\n'], ['Re3', 'Qf6'], ['Qe4', 'Qe6'], ['Qf3', 'Qd5'], ['Qg3+', 'Kh8'], ['Rxe7', 'Nxe7'], ['Qxc3+', 'Kg8'], ['Ng4', 'Qc6\n'], ['Nf6+', 'Kh8'], ['Qb2', 'Ng8'], ['Nh5+', 'f6'], ['g4', 'Rac8'], ['g5', 'Qf3'], ['gxf6', 'Rd1+']]",0-1
Rovinj/Zagreb,Zagreb,1975.??.??,4,"Andersson, Ulf","Ljubojevic, Ljubomir",,,A30,"[['Nf3', 'Nf6'], ['c4', 'c5'], ['b3', 'e6'], ['Bb2', 'Be7'], ['e3', 'O-O'], ['Be2', 'b6'], ['O-O', 'Bb7'], ['Nc3', 'd5\n'], ['cxd5', 'Nxd5'], ['d4', 'Nd7'], ['Rc1', 'N7f6'], ['Nxd5', 'Qxd5'], ['dxc5', 'Bxc5'], ['Qxd5', 'Nxd5']]",1/2-1/2
Rovinj/Zagreb,Zagreb,1975.??.??,5,"Ljubojevic, Ljubomir","Kovacevic, Vlatko",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['O-O', 'Be7'], ['h3', 'Bh5'], ['c4', 'Nb6\n'], ['Nc3', 'O-O'], ['Be3', 'd5'], ['b3', 'Nc6'], ['c5', 'Nd7'], ['b4', 'a6'], ['Qb3', 'f6'], ['Nxd5', 'fxe5'], ['Nxe7+', 'Qxe7\n'], ['dxe5', 'Bxf3'], ['Bxf3', 'Rxf3'], ['gxf3', 'Ndxe5'], ['f4', 'Nf3+'], ['Kg2', 'Nh4+'], ['Kh2', 'Rf8\n'], ['Rad1', 'Kh8'], ['f3', 'e5'], ['Qc4', 'h6'], ['Kh1', 'Rf5'], ['fxe5', 'Nxe5'], ['Qe4', 'Rh5'], ['f4', 'Nf5\n'], ['Bf2', 'Nc6'], ['Qf3', 'Qf7'], ['a3', 'Nfe7'], ['Rfe1', 'Nd5'], ['Re4', 'Nce7'], ['Qg4', 'c6'], ['Rde1', 'Ng8\n'], ['Bd4', 'Ngf6'], ['Bxf6', 'Nxf6'], ['Qc8+', 'Kh7'], ['Re5', 'Qg6'], ['R5e3', 'Qf7'], ['Rg1', 'Qd5+'], ['Rg2', 'Rh4\n'], ['Qe6', 'Rxf4'], ['Qe7', 'Nh5'], ['Kh2', 'Rd4'], ['Ree2', 'Rd3'], ['Re4', 'Qb3'], ['Rh4', 'Ng3'], ['Rg4', 'Qc3\n'], ['R4xg3', 'Rxg3'], ['Qe4+', '']]",1-0
Rovinj/Zagreb,Zagreb,1975.??.??,6,"Nikolac, Juraj","Ljubojevic, Ljubomir",,,A65,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'c5'], ['d5', 'exd5'], ['cxd5', 'g6'], ['e4', 'd6'], ['Bd3', 'Bg7'], ['Nge2', 'O-O\n'], ['O-O', 'Re8'], ['h3', 'c4'], ['Bc2', 'Bd7'], ['a4', 'Na6'], ['Bg5', 'Nc5'], ['f4', 'b5'], ['Bxf6', 'Bxf6\n'], ['axb5', 'Qb6'], ['Kh1', 'Bxb5'], ['Ng3', 'Bd7'], ['Rb1', 'Rab8'], ['Qf3', 'Rf8'], ['Qe2', 'Nb3'], ['Bxb3', 'cxb3\n'], ['e5', 'Rfe8'], ['Nce4', 'dxe5'], ['f5', 'Bg7'], ['Qg4', 'f6'], ['d6', 'Rbc8'], ['Qh4', 'g5'], ['Qh5', 'Rc4\n'], ['Qf3', 'Qb4'], ['Rfe1', 'Bc6'], ['Rbd1', 'Rd8'], ['Re3', 'Qa4'], ['Qe2', 'Rc2'], ['Qg4', 'Kh8'], ['h4', 'gxh4\n'], ['Nh5', 'Rg8'], ['d7', 'Bxd7'], ['Nd6', 'Be8'], ['Qxa4', 'Bxh5'], ['Rde1', 'Bh6'], ['Rxb3', 'Bf4'], ['Qe4', 'Rd2\n'], ['Qc6', 'Rd8'], ['Ne4', 'Rd1'], ['Qxf6+', 'Kg8'], ['Qxd8+', 'Rxd8'], ['Nf6+', '']]",1-0
Rovinj/Zagreb,Zagreb,1975.??.??,7,"Ljubojevic, Ljubomir","Sax, Gyula",,,B80,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['Be3', 'Be7'], ['Qf3', 'Nbd7'], ['O-O-O', 'a6\n'], ['Be2', 'Qc7'], ['g4', 'Ne5'], ['Qh3', 'b5'], ['g5', 'Nfd7'], ['f4', 'b4'], ['Nb1', 'Ng6'], ['f5', 'exf5'], ['exf5', 'Nc5\n'], ['Bf3', 'Rb8'], ['Bc6+', 'Kf8'], ['Nd2', 'Ne5'], ['Bd5', 'a5'], ['Kb1', 'a4'], ['Qh5', 'b3'], ['axb3', 'axb3\n'], ['N2xb3', 'Nxb3'], ['Bxb3', 'Ra8'], ['f6', 'Qa5'], ['fxe7+', 'Ke8'], ['Kc1', 'Qb4'], ['c3', 'Qb7'], ['Qe2', 'Ra5\n'], ['Rhg1', 'Qe4'], ['Bc2', 'Qa8'], ['Nb3', 'Ba6'], ['Qf2', '']]",1-0
Rovinj/Zagreb,Zagreb,1975.??.??,8,"Planinec, Albin","Ljubojevic, Ljubomir",,,B04,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Nb6'], ['Be2', 'g6'], ['a4', 'Bg7'], ['a5', 'N6d7'], ['exd6', 'cxd6\n'], ['d5', 'O-O'], ['O-O', 'Nf6'], ['c4', 'Na6'], ['Nc3', 'Nc5'], ['Be3', 'Bg4'], ['Bd4', 'Rc8'], ['b4', 'e5'], ['Be3', 'Na6\n'], ['Qb3', 'e4'], ['Nd4', 'Bxe2'], ['Ndxe2', 'Ng4'], ['Bxa7', 'Qh4'], ['h3', 'Ne5'], ['b5', 'Nf3+'], ['Kh1', 'Nd2\n'], ['Qa2', 'Nxf1'], ['bxa6', 'bxa6'], ['Rxf1', 'e3'], ['fxe3', 'Qxc4'], ['Qxc4', 'Rxc4'], ['Nd1', 'Ra4\n'], ['Nd4', 'Rxa5'], ['Nc3', 'Rd8'], ['Rb1', 'Ra3'], ['Nd1', 'Rd3'], ['Kg1', 'a5'], ['Nf2', 'Rxe3'], ['Ne6', 'Rxe6\n'], ['dxe6', 'fxe6'], ['Rb5', 'a4'], ['Ra5', 'Ra8'], ['Rxa4', 'Bc3'], ['Ne4', 'Be5'], ['Kf1', 'h6'], ['Ke2', 'Kf7\n'], ['Ra3', 'Ke8'], ['Bc5', 'Rxa3'], ['Bxa3', 'Kd7'], ['Ke3', 'Kc6'], ['Nf2', 'Kd5'], ['Ng4', 'Bg7'], ['Kd3', 'Kc6\n'], ['Bc1', 'h5'], ['Nh2', 'Bf6'], ['Nf3', 'Kd7'], ['Ng5', 'd5'], ['Nh7', 'Bg7'], ['Ba3', 'Ke8'], ['Ng5', 'Kd7\n'], ['Nh7', 'Ke8'], ['Bc1', 'Kd7'], ['Ba3', '']]",1/2-1/2
Rovinj/Zagreb,Zagreb,1975.??.??,9,"Ljubojevic, Ljubomir","Tringov, Georgi P",,,B93,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f4', 'Qb6'], ['Nf3', 'g6'], ['Bc4', 'Bg7\n'], ['Qe2', 'e6'], ['Bb3', 'O-O'], ['Be3', 'Qc7'], ['O-O-O', 'Nc6'], ['Qd2', 'Rd8'], ['f5', 'b5'], ['Ng5', 'Na5\n'], ['fxe6', 'Nxb3+'], ['axb3', 'Bxe6'], ['Bd4', 'b4'], ['Nd5', 'Bxd5'], ['exd5', 'Re8'], ['Rhf1', 'Ne4\n'], ['Nxe4', 'Rxe4'], ['Bxg7', 'Kxg7'], ['Rf4', 'Rxf4'], ['Qxf4', 'Rc8'], ['Qd2', 'a5'], ['Re1', 'Qd8']]",1/2-1/2
Rovinj/Zagreb,Zagreb,1975.??.??,10,"Kuzmin, Gennadi P","Ljubojevic, Ljubomir",,,B51,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Nd7'], ['O-O', 'Nf6'], ['Re1', 'e6'], ['c3', 'Be7'], ['d4', 'O-O'], ['e5', 'Nd5\n'], ['Nbd2', 'cxd4'], ['exd6', 'Bxd6'], ['Ne4', 'Be7'], ['Nxd4', 'N7b6'], ['Qf3', 'Bd7'], ['Bd3', 'Rc8'], ['Qh5', 'g6\n'], ['Qh6', 'Nf6'], ['Bg5', 'Nxe4'], ['Bxe7', 'Qxe7'], ['Bxe4', 'Nc4'], ['Nf3', 'Rc5'], ['b4', 'Rc7'], ['Bd5', 'f6\n'], ['Qh4', 'Nb6'], ['Bb3', 'Rxc3'], ['Nd4', 'Qxb4'], ['a3', 'Qe7'], ['Bxe6+', 'Bxe6'], ['Nxe6', 'Re8'], ['f4', 'f5\n'], ['Ng5', 'Re3'], ['Rxe3', 'Qxe3+'], ['Kh1', 'Re7'], ['h3', 'Nd5'], ['Rf1', 'h5'], ['Kh2', 'Kg7'], ['Rf3', 'Qd4\n'], ['Qg3', 'Ne3'], ['Qf2', 'b5'], ['Qa2', 'Nc4'], ['h4', 'Nd2'], ['Kg3', '']]",0-1
Rovinj/Zagreb,Zagreb,1975.??.??,11,"Ljubojevic, Ljubomir","Matulovic, Milan",,,B44,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Nb5', 'd6'], ['c4', 'Nf6'], ['N5c3', 'Be7'], ['Be2', 'O-O\n'], ['O-O', 'a6'], ['Bf4', 'b6'], ['Nd2', 'Bb7'], ['Re1', 'Rc8'], ['Rc1', 'Ne5'], ['Bg3', 'Qc7'], ['a3', 'Rfd8\n'], ['Bf1', 'Qb8'], ['Qe2', 'Ng6'], ['b4', 'Nd7'], ['Qe3', 'Bh4'], ['Bxh4', 'Nxh4'], ['Nb3', 'Ng6'], ['Red1', 'Qc7\n'], ['Rd4', 'Nf6'], ['Rcd1', 'Rd7'], ['a4', 'Ne5'], ['a5', 'b5'], ['c5', 'd5'], ['f4', 'Nc6'], ['e5', 'Nxd4'], ['Qxd4', 'Ng4\n'], ['Re1', 'Nh6'], ['Bd3', 'Rf8'], ['Nd2', 'f5'], ['exf6', 'Rxf6'], ['g3', 'Nf7'], ['Nf3', 'Nd8'], ['Ne5', 'Re7\n'], ['Nd1', 'Nc6'], ['Nxc6', 'Bxc6'], ['Re5', 'Be8'], ['Ne3', 'Bg6'], ['Be2', 'Be4'], ['Kf2', 'Qc6'], ['h4', 'Qe8\n'], ['Ke1', 'Bf5'], ['Kd2', 'Kf8'], ['Ke1', 'Be4'], ['Bh5', 'Qc8'], ['Kf2', 'Kg8'], ['Bf3', 'Bxf3'], ['Kxf3', 'Qe8\n'], ['Ng4', 'Rf8'], ['Rg5', 'Kh8'], ['Kg2', 'h6'], ['Re5', 'Qg6'], ['Nh2', 'Qc2+'], ['Kg1', 'Rf5'], ['Nf3', 'Qc4\n'], ['Re3', 'e5'], ['Qxc4', 'bxc4'], ['Nxe5', 'Rb7'], ['c6', 'Rc7'], ['Kf2', 'g5'], ['Kf3', 'gxf4'], ['gxf4', 'Rf6\n'], ['Rc3', 'Rcxc6'], ['Nxc6', 'Rxc6'], ['Ke3', 'Rd6'], ['Kd4', 'Kg7'], ['Rg3+', 'Kf6'], ['h5', 'Kf5'], ['Rg6', 'Rd8\n'], ['Rxa6', 'Kxf4'], ['b5', 'Rc8'], ['Rf6+', 'Kg5'], ['Rc6', 'Ra8'], ['a6', 'Kxh5'], ['Rc7', 'Kg4'], ['a7', 'h5\n'], ['b6', '']]",1-0
Rovinj/Zagreb,Zagreb,1975.??.??,12,"Tseshkovsky, Vitaly","Ljubojevic, Ljubomir",,,B92,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'Nbd7'], ['Be3', 'Nc5'], ['f3', 'e6\n'], ['Qd2', 'Bd7'], ['g4', 'h6'], ['h4', 'Qc7'], ['O-O-O', 'g6'], ['Rhe1', 'O-O-O'], ['Kb1', 'Bg7'], ['Bf1', 'Kb8\n'], ['Qf2', 'Rc8'], ['Nb3', 'Na4'], ['Nxa4', 'Bxa4'], ['Rd4', 'Bc6'], ['Rb4', 'Ka8'], ['Bb6', 'Qe7'], ['Na5', 'Nd7\n'], ['Bd4', 'Bxd4'], ['Qxd4', 'Rhd8'], ['Rc1', 'd5'], ['Nxc6', 'Rxc6'], ['exd5', 'exd5'], ['a3', 'Nc5'], ['Qf4', 'g5\n'], ['hxg5', 'hxg5'], ['Qf5', 'Re6'], ['Bd3', 'Re5'], ['Qh7', 'Qf6'], ['Qh2', 'Ne6'], ['Qg1', 'Qe7'], ['Re1', 'Rxe1+\n'], ['Qxe1', 'Qc7'], ['Qd2', 'Qc5'], ['Bf5', 'Nf4'], ['Rb3', 'Re8'], ['Ka2', '']]",1/2-1/2
Rovinj/Zagreb,Zagreb,1975.??.??,13,"Ljubojevic, Ljubomir","Keene, Raymond D",,,B07,"[['e4', 'g6'], ['d4', 'd6'], ['Nf3', 'Nf6'], ['Nbd2', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'Nc6'], ['c3', 'Re8'], ['Nc4', 'Nd7\n'], ['b4', 'a6'], ['a4', 'e5'], ['Bg5', 'Bf6'], ['Bxf6', 'Qxf6'], ['d5', 'Ne7'], ['a5', 'Qg7'], ['Ne3', 'f5'], ['Qb3', 'f4\n'], ['Nd1', 'g5'], ['Qc4', 'g4'], ['Nd2', 'Qh6'], ['Qxc7', 'Rf8'], ['Nc4', 'Rf6'], ['Nde3', 'fxe3'], ['fxe3', 'g3\n'], ['hxg3', 'Ng6'], ['Rxf6', 'Nxf6'], ['Rf1', 'Bf5'], ['Rxf5', 'Ng4'], ['Qxd6', 'Qh2+'], ['Kf1', 'Qh1+\n'], ['Ke2', 'Qxg2+'], ['Ke1', 'Kh8'], ['Be2', 'Qxe4'], ['Bxg4', 'Qxc4'], ['Rf7', 'Qxc3+'], ['Kf1', 'e4'], ['Qf6+', 'Qxf6+\n'], ['Rxf6', 'Ne5'], ['Bf5', 'Nf3'], ['Ke2', 'Re8'], ['Re6', 'Rd8'], ['Rxe4', '']]",1-0
Manila Interzonal,Manila,1976.??.??,1,"Ljubojevic, Ljubomir","Tseshkovsky, Vitaly",,,C87,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['O-O', 'Nf6'], ['Re1', 'Be7'], ['c3', 'O-O'], ['d4', 'Bd7\n'], ['Nbd2', 'exd4'], ['cxd4', 'Nb4'], ['Bxd7', 'Nxd7'], ['Qb3', 'c5'], ['dxc5', 'dxc5'], ['a3', 'Nc6'], ['Qxb7', 'Nde5\n'], ['Rb1', 'Re8'], ['Nxe5', 'Nxe5'], ['Nf1', 'c4'], ['Be3', 'Nd3'], ['Red1', 'Qc8'], ['Qxc8', 'Raxc8'], ['Nd2', 'Red8\n'], ['Kf1', 'Bf6'], ['Nf3', 'h6'], ['Rd2', 'Rb8']]",1/2-1/2
Manila Interzonal,Manila,1976.??.??,2,"Ljubojevic, Ljubomir","Balashov, Yuri S",,,B44,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nb5', 'd6'], ['c4', 'Nf6'], ['N5c3', 'Be7'], ['Be2', 'O-O\n'], ['O-O', 'b6'], ['Bf4', 'Bb7'], ['Re1', 'Rc8'], ['Na3', 'Ne5'], ['Bf1', 'Ng6'], ['Bg3', 'a6'], ['Rc1', 'Qc7\n'], ['Rc2', 'Rfd8'], ['Rd2', 'Ne8'], ['Qb3', 'Ne5'], ['Na4', 'Nd7'], ['Qe3', 'Nc5'], ['Nc3', 'Nf6'], ['f3', 'Nh5\n'], ['Bf2', 'h6'], ['g3', 'Bg5'], ['f4', 'Bf6'], ['Nab1', 'Bxc3'], ['Nxc3', 'Nf6'], ['Bg2', 'Ng4'], ['Qe2', 'Nxf2\n'], ['Qxf2', 'Nd7'], ['Red1', 'Nf6'], ['h3', 'e5'], ['Rd3', 'exf4'], ['gxf4', 'Re8'], ['Rd4', 'Re7'], ['Bf3', 'Rce8\n'], ['Qg2', 'Kh8'], ['Kh1', 'Qc5'], ['a3', 'b5'], ['cxb5', 'axb5'], ['R1d3', 'Bc6'], ['Kh2', 'Qa7'], ['Rd1', 'Qc5\n'], ['R1d3', 'Qa7'], ['Rb4', 'Qc5'], ['Rdd4', 'g5'], ['Qd2', 'Rg8'], ['Rxd6', 'gxf4'], ['Qd4', 'Qxd4'], ['Rbxd4', 'Rd7\n'], ['Rd1', 'Rxd6'], ['Rxd6', 'Nd7'], ['Rxc6', 'Ne5'], ['Rxh6+', 'Kg7'], ['Rh5', 'Nxf3+'], ['Kg2', 'Kg6\n'], ['Rxb5', 'Nh4+'], ['Kf1', 'Kh6'], ['Ne2', 'f3'], ['Nf4', '']]",1-0
Manila Interzonal,Manila,1976.??.??,3,"Spassky, Boris V","Ljubojevic, Ljubomir",,,A65,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'c5'], ['d5', 'exd5'], ['cxd5', 'g6'], ['e4', 'd6'], ['Bd3', 'Bg7'], ['Nge2', 'O-O\n'], ['O-O', 'Re8'], ['h3', 'Bd7'], ['Bg5', 'Qc7'], ['Qd2', 'c4'], ['Bc2', 'b5'], ['a3', 'Na6'], ['Ng3', 'b4'], ['axb4', 'Nxb4\n'], ['Bb1', 'Reb8'], ['Kh2', 'Nd3'], ['Ra2', 'Nc5'], ['f4', 'Nb3'], ['Qd1', 'Ne8'], ['Kh1', 'Qc8'], ['Kh2', 'h6\n'], ['Bh4', 'a5'], ['Nge2', 'Rb7'], ['Bf2', 'Rab8'], ['Be3', 'Qd8'], ['Qe1', 'Nc7'], ['Qf2', 'Na6'], ['Qg3', 'Nb4']]",1/2-1/2
Manila Interzonal,Manila,1976.??.??,4,"Ljubojevic, Ljubomir","Ribli, Zoltan",,,A43,"[['g3', 'g6'], ['Bg2', 'Bg7'], ['d4', 'c5'], ['d5', 'd6'], ['Nf3', 'Nf6'], ['O-O', 'O-O'], ['Nc3', 'Na6'], ['h3', 'Nc7\n'], ['a4', 'Rb8'], ['e4', 'a6'], ['Re1', 'Nd7'], ['Bf4', 'b5'], ['Qc1', 'Re8'], ['e5', 'Nxe5'], ['Nxe5', 'dxe5\n'], ['Bxe5', 'Bxe5'], ['Rxe5', 'b4'], ['Ne4', 'f6'], ['Qh6', 'Rf8'], ['Re1', 'Rf7'], ['Rxe7', 'Rxe7'], ['d6', 'Rxe4\n'], ['Bxe4', 'Ne6'], ['Bxg6', 'hxg6'], ['Qxg6+', 'Ng7'], ['Re7', 'Qf8'], ['Qe4', 'Be6'], ['Rxe6', 'Nxe6\n'], ['Qxe6+', 'Qf7'], ['Qf5', 'Rd8'], ['Qxc5', 'Qe6'], ['Qxb4', 'Rxd6'], ['Kh2', 'Rd1'], ['a5', 'Qd5']]",0-1
