URS-ch U18,Alma-Ata,1991.??.??,?,"Kasimdzhanov, Rustam","Appolonov, Sergei",,,B40,"[['e4', 'e6'], ['d3', 'c5'], ['Nf3', 'Nc6'], ['Nbd2', 'd6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'Rb8'], ['c3', 'b5'], ['a4', 'a6\n'], ['Re1', 'Nge7'], ['Nf1', 'O-O'], ['Bg5', 'b4'], ['Qc2', 'h6'], ['Be3', 'Bd7'], ['e5', 'Qc7'], ['exd6', 'Qxd6\n'], ['N1d2', 'Nd5'], ['Nc4', 'Nxe3'], ['Rxe3', 'Qc7'], ['Rae1', 'Ne7'], ['Nfe5', 'b3'], ['Qe2', 'Bxa4'], ['Nxf7', 'Rxf7\n'], ['Rxe6', 'Rd8'], ['Rxe7', 'Qxe7'], ['Qxe7', 'Rxe7'], ['Rxe7', 'Rxd3'], ['Be4', 'Rd1+'], ['Kg2', 'Bb5\n'], ['Ne3', 'Rd6'], ['Bd5+', 'Rxd5'], ['Nxd5', 'Bc6'], ['c4', 'Bxb2'], ['Kf1', 'Bd4'], ['Re1', 'Bd7'], ['Ke2', 'a5\n'], ['Kd2', 'a4'], ['Nb6', 'a3'], ['Nxd7', 'a2'], ['Nxc5', 'Bxc5'], ['Kc3', 'Bb4+'], ['Kxb3', 'Bxe1'], ['Kxa2', 'Bxf2\n'], ['Kb3', 'Kf7'], ['Kc3', 'Ke6'], ['Kd3', 'Ke5'], ['Ke2', 'Bc5'], ['Kf3', 'Kf5'], ['h3', 'Bd6'], ['g4+', 'Ke5\n'], ['h4', 'Bc5'], ['h5', '']]",0-1
Bundesliga 1999-2000,Hamburg GER,1999.12.11,5,"Kasimdzhanov,R","Loeffler,S",,,E26,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Nf6'], ['Bd3', 'O-O'], ['cxd5', 'Qxd5\n'], ['Nf3', 'b6'], ['Qe2', 'cxd4'], ['cxd4', 'Ba6'], ['Bxa6', 'Qa5+'], ['Bd2', 'Qxa6'], ['Qxa6', 'Nxa6'], ['Ke2', 'Ne4\n'], ['Rhc1', 'Nxd2'], ['Nxd2', 'Rfc8'], ['Ne4', 'Kf8'], ['Nd6', 'Rd8'], ['Nb5', 'e5'], ['dxe5', 'Rd5'], ['Nd6', 'Rxe5\n'], ['Rc8+', 'Rxc8'], ['Nxc8', 'Rc5'], ['Nxa7', 'Rc2+'], ['Kf1', 'Nc5'], ['Rd1', 'Ne4'], ['f3', 'Nd2+'], ['Kg1', 'g5\n'], ['Nb5', 'Nc4'], ['Rd8+', 'Ke7'], ['Rd3', 'f5'], ['Nd4', 'Rc1+'], ['Kf2', 'Kf6'], ['Ke2', 'f4'], ['exf4', 'gxf4\n'], ['Rb3', 'Ra1'], ['Kd3', 'Nxa3'], ['Ke4', 'Nc4'], ['Rb4', 'Ne3'], ['Rxb6+', 'Kf7'], ['Rb7+', 'Kf6'], ['Rb6+', 'Kf7\n'], ['Rb2', 'Rg1'], ['g4', 'Ng2'], ['Kf5', 'h6'], ['Rb7+', 'Ke8'], ['Ne6', 'Ne3+'], ['Kxf4', 'Re1'], ['Ng7+', 'Kf8\n'], ['Nf5', 'Nxf5'], ['Kxf5', 'Re2'], ['h4', 'Rh2'], ['Kf6', 'Ke8'], ['h5', '']]",1-0
Bundesliga 1999-2000,Hamburg GER,1999.12.12,6,"Mortensen,E","Kasimdzhanov,R",,,B08,"[['e4', 'g6'], ['d4', 'd6'], ['Nc3', 'c6'], ['a4', 'Bg7'], ['Be3', 'Nf6'], ['h3', 'O-O'], ['Nf3', 'Nbd7'], ['Be2', 'e5\n'], ['dxe5', 'dxe5'], ['Nd2', 'Qe7'], ['Nc4', 'Ne8'], ['O-O', 'b6'], ['Qd2', 'Nc5'], ['b4', 'Ne6'], ['b5', 'Bb7\n'], ['bxc6', 'Bxc6'], ['Nd5', 'Bxd5'], ['exd5', 'Nd4'], ['Bxd4', 'exd4'], ['Rab1', 'Qd7'], ['d6', 'Nxd6\n'], ['Nxd6', 'Qxd6'], ['a5', 'bxa5'], ['Qxa5', 'Bf6'], ['Qa6', 'Qxa6'], ['Bxa6', 'Rab8'], ['Rfd1', 'Rfe8\n'], ['Kf1', 'h5'], ['Rxb8', 'Rxb8'], ['Ke2', 'Rb4'], ['Bd3', 'a5'], ['Ra1', 'a4'], ['Ra2', 'Bg5'], ['Ra1', 'h4\n'], ['Be4', 'd3+'], ['Bxd3', 'Bf6'], ['c3', 'Bxc3'], ['Rb1', 'Bb2'], ['Bc4', 'a3'], ['Ba2', 'Kg7'], ['Kf3', 'Rd4\n'], ['Ke2', 'Rd7'], ['Rd1', 'Re7+'], ['Kf3', 'Rc7'], ['Ke2', 'Bc1'], ['Kd3', 'Bf4'], ['Bc4', 'Be5'], ['Ba2', 'Kf6\n'], ['Rb1', 'Bb2'], ['Re1', 'Rd7+'], ['Kc2', 'Rd4'], ['Re2', 'Rf4'], ['Kd3', 'Rf5'], ['Rc2', 'Kg5'], ['Bb3', 'Rf4\n'], ['Ke2', 'Re4+'], ['Kd2', 'f5'], ['Rc6', 'Bd4'], ['Bf7', 'Bxf2'], ['Rxg6+', 'Kf4'], ['Ra6', 'Bc5'], ['Kc3', 'Re5\n'], ['Kb3', 'Kg3'], ['Re6', 'Re4'], ['Rg6+', 'Kf2'], ['Rc6', 'Re3+'], ['Ka2', 'Re2+'], ['Kb3', 'Rb2+'], ['Kc3', 'Bb4+\n'], ['Kd4', 'Rd2+']]",0-1
Young Masters,Groningen NED,1999.12.19,1,"Kolbus,D","Kasimdzhanov,R",,,E70,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Bd3', 'O-O'], ['Nge2', 'Nc6'], ['f3', 'e5'], ['d5', 'Nd4\n'], ['Be3', 'Nh5'], ['O-O', 'c5'], ['dxc6', 'bxc6'], ['b4', 'Be6'], ['Qd2', 'f5'], ['Kh1', 'f4'], ['Bf2', 'g5\n'], ['Na4', 'g4'], ['Nxd4', 'exd4'], ['fxg4', 'Bxg4'], ['c5', 'f3'], ['g3', 'd5'], ['Rfe1', 'Re8'], ['Rad1', 'Qd7\n'], ['exd5', 'Qxd5'], ['Nb2', 'Kh8'], ['Bc4', 'Qd7'], ['Kg1', 'Rad8'], ['Rxe8+', 'Qxe8'], ['Re1', 'Qf8'], ['Nd3', 'Qf5\n'], ['Re7', 'Bf6'], ['Rxa7', 'Re8'], ['Rf7', 'Qg6'], ['Rc7', 'Be6'], ['Qc2', 'Nf4'], ['Rxc6', 'Ne2+'], ['Kf1', 'Bh3+\n'], ['Ke1', 'Nc3+'], ['Kd2', 'Re2+'], ['Kc1', 'Bg5+'], ['Kb2', 'Qxc6'], ['Bxd4+', 'Bf6'], ['Bxc3', 'Bxc3+\n'], ['Kxc3', 'Qf6+']]",0-1
Young Masters,Groningen NED,1999.12.20,2,"Kasimdzhanov,R","Niklasch,O",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bf4', 'O-O'], ['e3', 'c5'], ['dxc5', 'Bxc5'], ['a3', 'Nc6\n'], ['b4', 'Be7'], ['cxd5', 'exd5'], ['Be2', 'Be6'], ['Nd4', 'Nxd4'], ['Qxd4', 'Rc8'], ['O-O', 'a6'], ['Rfd1', 'Qd7\n'], ['Be5', 'Rfd8'], ['h3', 'Qe8'], ['Rac1', 'Qf8'], ['Na4', 'Rxc1'], ['Rxc1', 'Rc8'], ['Rxc8', 'Qxc8'], ['Nc5', 'a5\n'], ['Nxe6', 'fxe6'], ['bxa5', 'Qc1+'], ['Kh2', 'Nd7'], ['Bg4', 'Kf7'], ['Qf4+', 'Nf6'], ['Bxf6', 'gxf6\n'], ['Qb8', 'Qd2'], ['Bh5+', 'Kg7'], ['Qxb7', '']]",1-0
Young Masters,Groningen NED,1999.12.21,3,"Van de Mortel,J","Kasimdzhanov,R",,,E99,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'O-O'], ['e4', 'd6'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['Ne1', 'Nd7'], ['Be3', 'f5'], ['f3', 'f4'], ['Bf2', 'g5'], ['b4', 'Rf6'], ['c5', 'Rh6'], ['h3', 'Nf6'], ['Kh2', 'Nh5\n'], ['Rh1', 'Ng3'], ['Kg1', 'Nxh1'], ['Kxh1', 'Bd7'], ['cxd6', 'cxd6'], ['Rc1', 'a6'], ['a4', 'Rf6'], ['a5', 'Rc8\n'], ['Nd3', 'h5'], ['Nb2', 'Ng6'], ['Nc4', 'Nf8'], ['Nb6', 'Rc7'], ['b5', 'axb5'], ['Nxb5', 'Bxb5'], ['Bxb5', 'Rff7\n'], ['Rc4', 'Nh7'], ['Qa4', 'Nf6'], ['a6', 'bxa6'], ['Qxa6', 'g4'], ['Rc6', 'Bf8'], ['Nc4', 'Qb8'], ['Qa4', 'Qc8\n'], ['Nb6', 'Qd8'], ['Nc4', 'Qc8'], ['Nb6', 'Qb8'], ['Ba6', 'Nd7'], ['Qb5', 'Kg7'], ['hxg4', 'hxg4'], ['fxg4', 'Nf6\n'], ['Qe2', 'Qe8'], ['Bb5', 'Qd8'], ['g5', 'Nh7'], ['g6', 'Kxg6'], ['Rxc7', 'Rxc7'], ['Bd7', 'Rxd7'], ['Qg4+', 'Qg5\n'], ['Qxd7', 'Nf6'], ['Qe6', 'Qh5+'], ['Kg1', 'Kg7'], ['Kf1', 'Qd1+'], ['Be1', 'Qb1'], ['Kf2', 'Qxb6+']]",0-1
Young Masters,Groningen NED,1999.12.22,4,"Kasimdzhanov,R","Epishin,V",,,E16,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb4+'], ['Bd2', 'Qe7'], ['Bg2', 'Bb7'], ['O-O', 'Bxd2'], ['Qxd2', 'd6\n'], ['Nc3', 'Ne4'], ['Nxe4', 'Bxe4'], ['d5', 'e5'], ['Bh3', 'Bxf3'], ['exf3', 'O-O'], ['Bf5', 'Qf6'], ['Be4', 'Nd7\n'], ['b4', 'a5'], ['a3', 'Ra7'], ['Rfe1', 'g6'], ['Kg2', 'Rfa8'], ['Rac1', 'axb4']]",1/2-1/2
Young Masters,Groningen NED,1999.12.23,5,"Levin,F","Kasimdzhanov,R",,,E73,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Bg5', 'Na6'], ['f3', 'Qe8'], ['Rc1', 'e5\n'], ['dxe5', 'dxe5'], ['Nd5', 'Nd7'], ['Be7', 'c6'], ['Bxf8', 'Nxf8'], ['Ne3', 'Qe7'], ['Rc3', 'Ne6'], ['Nh3', 'Nd4\n'], ['Nf2', 'Be6'], ['Qb1', 'Nc5'], ['Bd1', 'a5'], ['O-O', 'Rd8'], ['b4', 'axb4'], ['Qxb4', 'Bf8'], ['Qb2', 'Qg5\n'], ['Kh1', 'b5'], ['a3', 'h5'], ['Qc1', 'Qe7'], ['Nd3', 'Nxd3'], ['Rxd3', 'Qc5'], ['Rc3', 'bxc4'], ['Nxc4', 'Nb5\n'], ['Rc2', 'Nd4'], ['Rc3', 'Qb5'], ['Re1', 'Bxc4'], ['Rxc4', 'Bh6'], ['Rxd4', 'Rxd4'], ['Qxh6', 'Qb1'], ['Qe3', 'Rxd1\n'], ['Rxd1', 'Qxd1+'], ['Qg1', 'Qd2'], ['Qa1', 'c5'], ['h3', 'f6'], ['a4', 'c4'], ['a5', 'c3'], ['a6', 'Qb2'], ['Qg1', 'c2\n'], ['a7', 'Qa3'], ['h4', 'g5'], ['hxg5', 'fxg5'], ['Kh2', 'Kh7'], ['Qb6', 'c1=Q'], ['Qb7+', 'Kg6'], ['Qb6+', 'Kf7\n'], ['Qb7+', 'Kf6'], ['Qb6+', '']]",1/2-1/2
Young Masters,Groningen NED,1999.12.24,6,"Kasimdzhanov,R","Al Modiahki,M",,,A16,"[['c4', 'Nf6'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'd6'], ['Nc3', 'a6'], ['Rb1', 'c6'], ['d3', 'b5'], ['Nd4', 'd5\n'], ['cxd5', 'cxd5'], ['Bg5', 'Bb7'], ['Qd2', 'Ng4'], ['Qf4', 'h5'], ['Nb3', 'Bc6'], ['h3', 'Nf6'], ['Rbc1', 'Nbd7\n'], ['e4', 'dxe4'], ['dxe4', 'b4'], ['Nd5', 'Bb5'], ['Rfe1', 'Nxd5'], ['exd5', 'f6'], ['Bh6', 'g5'], ['Qf5', 'Ne5\n'], ['Be4', '']]",1-0
Young Masters,Groningen NED,1999.12.26,7,"Tiviakov,S","Kasimdzhanov,R",,,B07,"[['e4', 'g6'], ['d4', 'd6'], ['c3', 'Nf6'], ['Bd3', 'Bg7'], ['Nf3', 'O-O'], ['O-O', 'Nbd7'], ['Bg5', 'h6'], ['Bh4', 'e5\n'], ['Nbd2', 'b6'], ['a4', 'a6'], ['Re1', 'Bb7'], ['dxe5', 'dxe5'], ['Qc2', 'Qe7'], ['Bf1', 'a5'], ['Nc4', 'Nc5\n'], ['Nfd2', 'Rfd8'], ['f3', 'Bc6'], ['f4', 'Qe8'], ['fxe5', 'Rxd2'], ['Nxd2', 'Ng4'], ['h3', 'Nxe5'], ['b3', 'Rd8\n'], ['Bxd8', 'Qxd8'], ['Re3', 'h5'], ['Nc4', 'Bh6'], ['Qf2', 'Bxe3'], ['Qxe3', 'Qe7'], ['Nd2', 'f5'], ['Qh6', 'fxe4\n'], ['Nc4', 'Bd5'], ['Nxe5', 'Qxe5'], ['Qxg6+', 'Kh8'], ['Be2', 'Bxb3'], ['Rf1', 'Nd7'], ['Rf5', '']]",1-0
Open,Groningen NED,1999.12.27,8,"Kasimdzhanov,R","Gyimesi,Z",,,C54,"[['e4', 'e5'], ['Bc4', 'Nf6'], ['d3', 'Nc6'], ['Nf3', 'Bc5'], ['c3', 'd6'], ['Bb3', 'a6'], ['Nbd2', 'Ba7'], ['h3', 'Ne7\n'], ['Nf1', 'Ng6'], ['Ng3', 'O-O'], ['O-O', 'b5'], ['Nh2', 'Kh8'], ['Qf3', 'Ng8'], ['Be3', 'N8e7'], ['d4', 'Bb7\n'], ['Qg4', 'd5'], ['Rad1', 'Qe8'], ['dxe5', 'Bxe3'], ['fxe3', 'Nxe5'], ['Qh5', 'Nc4'], ['Bxc4', 'dxc4'], ['Nf3', 'f6\n'], ['Qc5', 'Ng6'], ['Qxc7', '']]",1/2-1/2
Open,Groningen NED,1999.12.28,9,"Atalik,S","Kasimdzhanov,R",,,E99,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['Ne1', 'Nd7'], ['Be3', 'f5'], ['f3', 'f4'], ['Bf2', 'g5'], ['Rc1', 'Rf6'], ['b4', 'Rh6'], ['Nd3', 'a6'], ['c5', 'Qe8\n'], ['Kh1', 'b5'], ['cxb6', 'cxb6'], ['g4', 'fxg3'], ['Bxg3', 'b5'], ['Nf2', 'Nf6'], ['Ng4', 'Rg6'], ['a4', 'Bd7\n'], ['axb5', 'axb5'], ['Qd3', 'Rb8'], ['Nxf6+', 'Rxf6'], ['Qd2', 'Ng6'], ['Qxg5', 'Qf8'], ['Qe3', 'Bh6'], ['Qa7', 'Bh3\n'], ['Ra1', 'Bxf1'], ['Rxf1', 'Bf4'], ['Kg2', 'Rc8'], ['Nxb5', 'Qh6'], ['Qa2', 'Nh4+']]",0-1
Open,Groningen NED,1999.12.29,10,"Kasimdzhanov,R","Van der Weide,K",,,A58,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['bxa6', 'g6'], ['Nc3', 'Bxa6'], ['Nf3', 'd6'], ['g3', 'Bg7\n'], ['Bg2', 'Nbd7'], ['Rb1', 'Nb6'], ['b3', 'Bc8'], ['Nh4', 'h6'], ['Qc2', 'Qd7'], ['Bb2', 'g5'], ['Nf3', 'Qf5\n'], ['e4', 'Qg6'], ['O-O', 'O-O'], ['Qd2', 'Qh5'], ['e5', 'Ng4'], ['exd6', 'exd6'], ['Rfe1', 'Nd7'], ['Na4', 'Bxb2\n'], ['Qxb2', 'f6'], ['Qc2', 'Nge5'], ['Nxe5', 'Nxe5'], ['Nb6', 'g4'], ['Nxa8', 'Bf5'], ['Rxe5', 'fxe5'], ['Be4', 'Bxe4\n'], ['Qxe4', 'Rxa8'], ['b4', 'cxb4'], ['Qxb4', 'Qg6'], ['Rc1', 'h5'], ['a4', 'Qh6'], ['Ra1', 'Rc8'], ['Qb1', 'Kh8\n'], ['a5', 'Rf8'], ['a6', 'Qd2'], ['Qa2', 'Qd4'], ['a7', 'Ra8'], ['Qb1', 'Qxd5'], ['Ra6', 'Rf8'], ['Qa1', 'Ra8\n'], ['Qc1', 'Qd3'], ['Qc6', 'Qd1+'], ['Kg2', 'Rf8'], ['a8=Q', '']]",1-0
Open,Groningen NED,1999.12.30,11,"Nenashev,A","Kasimdzhanov,R",,,E63,"[['d4', 'Nf6'], ['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['Nf3', 'd6'], ['O-O', 'Nc6'], ['Nc3', 'a6'], ['e4', 'Bg4\n'], ['Be3', 'Re8'], ['Qc2', 'Bxf3'], ['Bxf3', 'e5'], ['d5', 'Nd4'], ['Bxd4', 'exd4'], ['Ne2', 'Qe7'], ['Rfe1', '']]",1/2-1/2
Dordrecht FPO,Dordrecht,1999.??.??,8,"Timman, Jan H","Kasimdzhanov, Rustam",,,B07,"[['e4', 'g6'], ['d4', 'Bg7'], ['c3', 'd6'], ['f4', 'Nf6'], ['Bd3', 'O-O'], ['Nf3', 'c5'], ['e5', 'Nd5'], ['Be4', 'Nb6'], ['dxc5', 'dxc5\n'], ['Qe2', 'Nc6'], ['Be3', 'Qc7'], ['Na3', 'a6'], ['h4', 'Bf5'], ['Bxf5', 'gxf5'], ['Rg1', 'Qc8'], ['O-O-O', 'Na4\n'], ['Qc2', 'b5'], ['b3', 'Nxc3'], ['Qxc3', 'b4'], ['Qxc5', 'bxa3'], ['Kb1', 'a5'], ['Rc1', 'Nb4'], ['Qxc8', 'Rfxc8\n'], ['g4', 'Rxc1+'], ['Bxc1', 'fxg4'], ['Rxg4', 'Nd5'], ['f5', 'Kf8'], ['Rc4', 'a4'], ['b4', 'Rb8'], ['Bxa3', 'Ne3\n'], ['Rc7', 'Nxf5'], ['Kc2', 'Bh6'], ['Kd3', 'Rd8+'], ['Ke4', 'Ng3+']]",0-1
Dordrecht FPO,Dordrecht,1999.??.??,9,"Movsesian, Sergei","Kasimdzhanov, Rustam",,,E97,"[['e4', 'g6'], ['d4', 'Bg7'], ['c4', 'd6'], ['Nc3', 'Nf6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['Be3', 'Ng4\n'], ['Bg5', 'f6'], ['Bc1', 'f5'], ['Bg5', 'Bf6'], ['Bxf6', 'Nxf6'], ['exf5', 'Bxf5'], ['d5', 'Ne7'], ['Ng5', 'Qc8\n'], ['Bd3', 'Bxd3'], ['Qxd3', 'Qf5'], ['Qd2', 'c6'], ['f4', 'e4'], ['dxc6', 'Nxc6'], ['Qxd6', 'Rfd8'], ['Qe6+', 'Qxe6\n'], ['Nxe6', 'Rd2'], ['Rae1', 'Rxb2'], ['f5', 'gxf5'], ['Rxf5', 'Kf7'], ['Nc7', 'Rf8'], ['Ref1', 'Kg6'], ['Ne6', 'Rf7\n'], ['Nxe4', 'Nxe4'], ['Rxf7', 'Ne5'], ['Nf8+', 'Kh6'], ['Rxh7+', 'Kg5'], ['h4+', 'Kg4'], ['Rg7+', '']]",1-0
Dordrecht FPO,Dordrecht,1999.??.??,9,"Kasimdzhanov, Rustam","Movsesian, Sergei",,,E94,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['d4', 'O-O'], ['Be2', 'e5'], ['Be3', 'Na6'], ['O-O', 'Ng4\n'], ['Bg5', 'Qe8'], ['dxe5', 'dxe5'], ['h3', 'h6'], ['Bd2', 'Nf6'], ['Be3', 'Qe7'], ['Qc2', 'c6'], ['a3', 'Nh5\n'], ['Rfe1', 'Nf4'], ['Bf1', 'Nc5'], ['b4', 'Nce6'], ['Rad1', 'f5'], ['g3', 'Nh5'], ['exf5', 'gxf5'], ['Nh4', 'Qf7\n'], ['Qxf5', 'Qxf5'], ['Nxf5', 'Rxf5'], ['g4', 'Nd4'], ['Bxd4', 'exd4'], ['Ne4', 'Rf3'], ['gxh5', 'Rxa3\n'], ['Nd6', 'Bxh3'], ['Nxb7', 'Rf8'], ['Bxh3', 'Rxh3'], ['Nc5', 'Rf5'], ['Re8+', 'Kf7'], ['Ra8', 'Rfxh5\n'], ['Rxa7+', 'Kg6'], ['Kg2', 'Rh2+'], ['Kf3', 'Rf5+'], ['Ke4', 'Rhxf2'], ['Rg1+', 'Rg5'], ['Rxg7+', 'Kxg7\n'], ['Ne6+', 'Kf6'], ['Nxg5', 'hxg5'], ['Kxd4', 'Rf4+']]",1/2-1/2
Bundesliga 1999-2000,Solingen GER,2000.01.08,7,"Franke,J","Kasimdzhanov,R",,,B06,"[['e4', 'g6'], ['Nc3', 'c6'], ['d4', 'd6'], ['f4', 'd5'], ['e5', 'h5'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'e6'], ['Be3', 'h4\n'], ['Bf2', 'Nh6'], ['Bd3', 'Nf5'], ['O-O-O', 'Nd7'], ['Ne2', 'b5'], ['g4', 'hxg3'], ['Nxg3', 'Nh4'], ['Qg4', 'Rb8\n'], ['Kb1', 'c5'], ['dxc5', 'Bxc5'], ['Be1', 'b4'], ['Qe2', 'a5'], ['Bb5', 'Kf8'], ['Ne4', 'Be7'], ['Bxd7', 'Qxd7\n'], ['Bxh4', 'Rxh4'], ['Nf2', 'Kg7'], ['Qf3', 'Rbh8'], ['Nd3', 'Bd8'], ['Rdg1', 'Bb6'], ['Rg3', 'Kf8'], ['Rd1', 'Qb5\n'], ['b3', 'Bd4'], ['Ne1', 'Bc3'], ['Ng2', 'R4h5'], ['Ne3', 'a4'], ['Ng4', 'Ke7'], ['Nf6', 'Rf5'], ['Qf2', 'Ra8\n'], ['Rxc3', 'bxc3'], ['Qh4', 'g5'], ['fxg5', 'axb3']]",0-1
Bundesliga 1999-2000,Solingen GER,2000.01.29,8,"Kasimdzhanov,R","Andersson,U",,,E11,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Nbxd2', 'd6'], ['e4', 'O-O'], ['Bd3', 'Nc6'], ['O-O', 'e5\n'], ['d5', 'Ne7'], ['Re1', 'Ng6'], ['b4', 'h6'], ['Bf1', 'Nh7'], ['c5', 'f5'], ['Rc1', '']]",1/2-1/2
Bundesliga 1999-2000,Solingen GER,2000.01.30,9,"Miralles,G","Kasimdzhanov,R",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Bc5'], ['Nb3', 'Ba7'], ['O-O', 'Ne7'], ['Bf4', 'd5\n'], ['N1d2', 'Nbc6'], ['Qh5', 'Nb4'], ['Nf3', 'O-O'], ['Rad1', 'f6'], ['Bg3', 'Nxd3'], ['Rxd3', 'e5'], ['Re1', 'Be6\n'], ['exd5', 'Nxd5'], ['Qh4', 'Qe8'], ['Qe4', 'Qg6'], ['Nbd4', 'Qxe4'], ['Rxe4', 'Bd7'], ['c4', 'Nb6'], ['c5', 'Na4\n'], ['c6', 'bxc6'], ['Ne6', 'Bxe6'], ['Rxa4', 'Rfd8'], ['Rxd8+', 'Rxd8'], ['Kf1', 'Bf5'], ['Ne1', 'Bc8'], ['f4', 'exf4\n'], ['Rxf4', 'a5'], ['Nf3', 'Rd1+'], ['Ke2', 'Rb1'], ['b3', 'Rb2+'], ['Kd3', 'Rxg2'], ['Nd4', 'Bd7'], ['a4', 'Bb8\n'], ['Rf3', 'Bxg3'], ['hxg3', 'Kf7'], ['Kc4', 'Rd2'], ['Kc5', 'h5'], ['b4', 'axb4'], ['a5', 'Ra2'], ['Nb3', 'Bg4\n'], ['Re3', 'Be2'], ['Kxb4', 'Bb5'], ['Nc5', 'g5'], ['Nb7', 'Kg6'], ['Re8', 'h4'], ['gxh4', 'gxh4'], ['Rg8+', 'Kh7']]",0-1
Belgian Interteams 1999-2000,Antwerp BEL,2000.02.06,9,"Claesen,P","Kasimdzhanov,R",,,B08,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Bf4', 'O-O'], ['Qd2', 'Bg4'], ['Be2', 'Nbd7'], ['O-O-O', 'c5\n'], ['dxc5', 'Nxc5'], ['e5', 'dxe5'], ['Qxd8', 'Rfxd8'], ['Bxe5', 'Bh6+'], ['Kb1', 'Nfe4'], ['h3', 'Bxf3\n'], ['Bxf3', 'Nd2+'], ['Ka1', 'Nxf3'], ['gxf3', 'Ne6'], ['Nd5', 'f6'], ['Bc3', 'Kf7'], ['a4', 'Ng5'], ['Rd3', 'Nxf3\n'], ['Rhd1', 'Nh4'], ['Ne3', 'Rxd3'], ['Rxd3', 'Ke6'], ['Rd4', 'Bxe3'], ['fxe3', 'Nf5'], ['Rb4', 'Nd6'], ['Bd4', 'Kd5\n'], ['c4+', 'Kc6'], ['c5', 'Ne4'], ['Rc4', 'e5'], ['Bc3', 'Kd5'], ['Rb4', 'Nxc3'], ['bxc3', 'Kc6']]",0-1
Bundesliga 2007-8,Godesberg GER,2000.02.08,7,"Ivanchuk,V","Kasimdzhanov,R",,,C49,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bb4'], ['O-O', 'O-O'], ['d3', 'd6'], ['Bg5', 'Bxc3'], ['bxc3', 'Qe7\n'], ['Bxc6', 'bxc6'], ['Nd2', 'h6'], ['Bh4', 'Qe6'], ['c4', 'Nd7'], ['Rb1', 'c5'], ['Bg3', 'Rb8'], ['Rb3', 'Rb6\n'], ['Ra3', 'a6'], ['Rb3', 'f5'], ['exf5', 'Rxf5'], ['Qe2', 'Qf7'], ['Ne4', 'Rxb3'], ['axb3', 'Bb7'], ['f3', 'Nf8\n'], ['Bf2', 'Ne6'], ['Be3', 'Qg6'], ['Kh1', 'Rf8']]",1/2-1/2
