Staffordshire op,Staffordshire,1975.??.??,5,"Short, Nigel D","Evans, JS.",,,B02,"[['e4', 'd5'], ['exd5', 'Nf6'], ['Nc3', 'Nxd5'], ['Nxd5', 'Qxd5'], ['d4', 'Nc6'], ['Be3', 'e5'], ['dxe5', 'Qxe5'], ['c3', 'Bd6\n'], ['Nf3', 'Bg4'], ['Nxe5', 'Bxd1'], ['Nxc6', 'Ba4'], ['Nd4', 'Bd7'], ['Nb5', 'Be5'], ['f4', 'a6'], ['Nd4', 'Bd6\n'], ['O-O-O', 'O-O'], ['Bd3', 'Rae8'], ['Rhe1', 'Bg4'], ['Be2', 'Rxe3'], ['Bxg4', 'Rxe1'], ['Rxe1', 'Bxf4+\n'], ['Kc2', 'Bxh2'], ['Bf3', 'c5'], ['Nf5', 'b6'], ['Ne7+', 'Kh8'], ['Nd5', 'b5'], ['Re7', 'f5'], ['Ra7', 'g5\n'], ['Rxa6', 'g4'], ['Be2', 'Rd8'], ['Rh6', 'Bg1'], ['Rh1', 'Bf2'], ['Rd1', 'c4'], ['b3', 'Ra8'], ['Kb2', 'Re8\n'], ['Bf1', 'Re4'], ['bxc4', 'bxc4'], ['Nf6', 'Re6'], ['Nh5', 'Rb6+'], ['Kc2', 'h6'], ['Bxc4', 'Kh7'], ['Nf4', 'Kg7\n'], ['Rd7+', 'Kh8'], ['a4', 'Rc6'], ['Bd5', 'Rf6'], ['Kb3', 'Be3'], ['Rd8+', 'Kh7'], ['Bg8+', 'Kh8'], ['Nh5', 'Bb6\n'], ['Rc8', 'Rd6'], ['Be6+', 'Bd8'], ['Bxf5', 'Kg8'], ['Nf6+', 'Kf7'], ['Nxg4', 'Bb6'], ['Kb4', 'h5'], ['Nh2', 'Rd2\n'], ['Be4', 'Rb2+'], ['Kc4', 'Ke7'], ['Rh8', 'Ra2'], ['Kb3', 'Re2'], ['Bf3', 'Re3'], ['Nf1', 'Re1'], ['Nd2', 'Bc7\n'], ['Rxh5', 'Bf4'], ['Ne4', 'Rb1+'], ['Ka2', 'Rb8'], ['a5', 'Bc1'], ['g4', 'Rb2+'], ['Ka1', 'Rb3'], ['Bd1', 'Ra3+\n'], ['Kb1', 'Be3'], ['Kb2', '']]",1-0
BCF-ch,Ayr,1978.08.16,9,"Rumens, David E","Short, Nigel D",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['Nf3', 'cxd4'], ['Qxd4', 'Nc6'], ['Qf4', 'Qc7'], ['Nc3', 'a6'], ['Bd3', 'f6\n'], ['exf6', 'Qxf4'], ['Bxf4', 'gxf6'], ['O-O', 'Nge7'], ['Na4', 'e5'], ['Nb6', 'Rb8'], ['Bg3', 'Be6'], ['c4', 'd4\n'], ['Rfe1', 'Bg7'], ['a3', 'Kf7'], ['b4', 'Nc8'], ['Nd5', 'Nd6'], ['Kf1', 'b5'], ['cxb5', 'axb5'], ['Nc7', 'Bc4\n'], ['Bxc4+', 'bxc4'], ['b5', 'Nxb5'], ['Na6', 'Ra8'], ['a4', 'Nc3'], ['Nc7', 'Rxa4'], ['Rxa4', 'Nxa4'], ['Ra1', 'Nc5\n'], ['Nd2', 'c3'], ['Nc4', 'd3'], ['f4', 'Rd8'], ['fxe5', 'fxe5'], ['Nb5', 'Nb3'], ['Ra6', 'c2'], ['Ncd6+', 'Ke6\n'], ['Rxc6', 'c1=Q+'], ['Rxc1', 'Nxc1'], ['Ke1', 'Rxd6']]",0-1
BCF-ch,Ayr,1978.08.17,10,"Short, Nigel D","Haygarth, Michael J",,,C15,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['Ne2', 'dxe4'], ['a3', 'Be7'], ['Nxe4', 'Nc6'], ['Bf4', 'Nf6'], ['Qd3', 'O-O\n'], ['O-O-O', 'Nxe4'], ['Qxe4', 'Bd6'], ['h4', 'Qe7'], ['h5', 'e5'], ['dxe5', 'Bxe5'], ['Bxe5', 'Qxe5'], ['Nc3', 'Qxe4\n'], ['Nxe4', 'h6'], ['f3', 'b6'], ['Bc4', '']]",1/2-1/2
BCF-ch,Ayr,1978.08.18,11,"Eley, Brian","Short, Nigel D",,,C19,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Qc7'], ['Nf3', 'Ne7'], ['Bd3', 'b6\n'], ['O-O', 'Ba6'], ['a4', 'Bxd3'], ['Qxd3', 'Nd7'], ['Ba3', 'Rc8'], ['c4', 'dxc4'], ['Qxc4', 'O-O'], ['a5', 'bxa5\n'], ['Ng5', 'Nf5'], ['c3', 'Qc6'], ['Rfd1', 'h6'], ['Nf3', 'Rfe8'], ['h3', 'Nb6'], ['Qa6', 'cxd4'], ['cxd4', 'Nd5\n'], ['Qxc6', 'Rxc6'], ['Bc5', 'Ra6'], ['Rd3', 'Nfe7'], ['Nd2', 'Nc6'], ['Rda3', 'Rb8'], ['Ne4', 'g5'], ['g3', 'Kg7\n'], ['Kg2', 'Rb5'], ['Nd6', 'Rb2'], ['Nc4', 'Rc2'], ['Nxa5', 'Nxe5'], ['dxe5', 'Rxc5'], ['Nb7', 'Rxa3'], ['Rxa3', 'Rc7\n'], ['Nd6', 'Kg6'], ['Nb5', 'Rc5'], ['Nd6', 'a5'], ['Ne4', 'Rc7'], ['Rxa5', 'Kf5'], ['Nf6', 'Nxf6'], ['exf6+', 'Kxf6\n'], ['Rb5', 'Kg6'], ['Rb6', 'Kf5'], ['Rb5+', 'e5'], ['Rb6', 'f6'], ['g4+', 'Kg6'], ['Ra6', 'h5'], ['Ra8', 'Rc4\n'], ['Kg3', 'h4+'], ['Kg2', 'e4'], ['Ra7', 'Rc2'], ['Re7', 'Rc4'], ['Kh2', 'Ra4']]",1/2-1/2
Lloyds Bank op,London,1978.??.??,?,"Short, Nigel D","Westerinen, Heikki MJ",,,C73,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['Bxc6+', 'bxc6'], ['d4', 'f6'], ['Be3', 'g6'], ['Nc3', 'Nh6\n'], ['dxe5', 'fxe5'], ['Qd2', 'Nf7'], ['h4', 'h6'], ['O-O-O', 'Bg7'], ['h5', 'g5'], ['Ng1', 'Be6'], ['Nge2', 'Qb8\n'], ['g3', 'g4'], ['f4', 'gxf3'], ['Ng1', 'Qb4'], ['a3', 'Qb7'], ['Kb1', 'Rb8'], ['Qc1', 'O-O'], ['Nxf3', 'd5\n'], ['Na4', 'Bg4'], ['Nc5', 'Qb5'], ['c4', 'Qa5'], ['Qd2', 'Qxa3']]",0-1
Aaronson,London,1978.??.??,1,"Short, Nigel D","Blow, R.",,,B51,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'd6'], ['O-O', 'Bd7'], ['Re1', 'g6'], ['c3', 'Bg7'], ['h3', 'Nf6'], ['d4', 'O-O\n'], ['Bf1', 'Qc7'], ['d5', 'Ne5'], ['Nxe5', 'dxe5'], ['c4', 'Ne8'], ['Bg5', 'f6'], ['Be3', 'Nd6'], ['Nc3', 'a6\n'], ['a4', 'f5'], ['exf5', 'gxf5'], ['f4', 'e4'], ['Qc2', 'b6'], ['Qf2', 'Rfc8'], ['Be2', 'Rab8'], ['Rec1', 'Qd8\n'], ['Kh1', 'Qf8'], ['Rc2', 'Bf6'], ['Rb1', 'Qg7'], ['Rg1', 'Qh6'], ['Kh2', 'Kf7'], ['g3', 'Rg8'], ['a5', 'Bxc3\n'], ['Rxc3', 'bxa5'], ['Bxc5', 'Rxb2'], ['Bh5+', 'Qxh5'], ['Qxb2', 'Qg6'], ['Qb6', 'Rc8'], ['Qa7', 'Ke8\n'], ['Rb1', 'Qh5'], ['Rb2', 'Qd1'], ['Bxd6', 'exd6'], ['Qxa6', 'Qd4'], ['Rcc2', 'Qc5'], ['Qb6', 'a4'], ['Qxc5', 'Rxc5\n'], ['Ra2', 'Kd8'], ['Kg2', 'Kc7'], ['Kf2', 'Kb6'], ['Ke3', 'Ka5'], ['Kd4', 'Bc8'], ['Rc3', 'Kb4'], ['Rb2+', 'Ka5\n'], ['Rb8', 'Ba6'], ['g4', 'fxg4'], ['hxg4', 'e3'], ['Kxe3', 'Bxc4'], ['Kd4', 'Ba6'], ['Rxc5+', 'dxc5+'], ['Kxc5', 'a3\n'], ['d6', '']]",1-0
Aaronson,London,1978.??.??,2,"Ripley, John M","Short, Nigel D",,,E30,"[['d4', 'e6'], ['c4', 'Nf6'], ['Nc3', 'Bb4'], ['Bg5', 'c5'], ['d5', 'd6'], ['e3', 'Bxc3+'], ['bxc3', 'Qe7'], ['Bd3', 'exd5\n'], ['cxd5', 'Qe5'], ['Bb5+', 'Nbd7'], ['Bxf6', 'Qxf6'], ['Ne2', 'O-O'], ['Bxd7', 'Bxd7'], ['O-O', 'Rfe8\n'], ['Qd2', 'b5'], ['Ng3', 'a5'], ['e4', 'b4'], ['c4', 'a4'], ['Rab1', 'Rab8'], ['Qe3', 'Qc3'], ['Qxc3', 'bxc3\n'], ['Rbc1', 'Rb2'], ['Rxc3', 'Rxa2'], ['Rb1', 'a3'], ['Rb7', 'Ra1+'], ['Nf1', 'Ra8'], ['Rcb3', 'g6'], ['Rb8+', 'Rxb8\n'], ['Rxb8+', 'Kg7'], ['Ra8', 'Kf6'], ['f4', 'g5'], ['fxg5+', 'Ke5'], ['Kf2', 'Kxe4'], ['Ra7', 'a2'], ['Ra3', 'Bg4\n'], ['Ne3', 'Bh5'], ['Nc2', 'Rd1'], ['Rxa2', 'Rd2+'], ['Kg3', 'Bd1'], ['Nb4', 'Rxa2'], ['Nxa2', 'Kd3']]",0-1
Aaronson,London,1978.??.??,3,"Hartston, William R","Short, Nigel D",,,C00,"[['e4', 'e6'], ['d3', 'd5'], ['Nd2', 'Nf6'], ['Ngf3', 'Nc6'], ['c3', 'a5'], ['Be2', 'dxe4'], ['dxe4', 'e5'], ['O-O', 'Bc5\n'], ['Bb5', 'Qe7'], ['Nc4', 'Bd7'], ['Qe2', 'O-O'], ['Bg5', 'Bd6'], ['Nxd6', 'cxd6'], ['Nd2', 'Rfd8'], ['a4', 'h6\n'], ['Bh4', 'Be6'], ['Nc4', 'Rac8'], ['Nb6', 'Rc7'], ['f3', 'Nb8'], ['Rad1', 'g5'], ['Bf2', 'Nh5'], ['g3', 'Nf6\n'], ['Rd2', 'Kg7'], ['Be3', 'Kh8'], ['g4', 'Qf8'], ['Kg2', 'Nbd7'], ['h4', 'Nh7'], ['Bxd7', 'Bxd7'], ['hxg5', 'hxg5\n'], ['Rh1', 'f6'], ['Nd5', 'Rc6'], ['Bb6', 'Ra8'], ['Kg3', 'Be6'], ['Qh2', 'Bg8'], ['Qg1', 'Qf7'], ['Rdh2', 'Qg7\n'], ['Rh6', 'Rf8'], ['Qh2', 'Rcc8'], ['Qh5', 'Rf7'], ['Bxa5', 'Rcf8']]",1-0
Aaronson,London,1978.??.??,4,"Short, Nigel D","Bachmann, Karlheinz",,,A04,"[['e4', 'c5'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Nc6'], ['O-O', 'Nf6'], ['d3', 'O-O'], ['Re1', 'd6'], ['c3', 'e5'], ['Nbd2', 'b5\n'], ['a4', 'b4'], ['Qc2', 'Rb8'], ['Nc4', 'Ba6'], ['Ne3', 'Qb6'], ['Nd2', 'Na5'], ['Kh1', 'Qc7'], ['f4', 'exf4\n'], ['gxf4', 'Rfd8'], ['c4', 'Nc6'], ['Nf3', 'Bc8'], ['Rb1', 'Bg4'], ['Nxg4', 'Nxg4'], ['h3', 'b3'], ['Qe2', 'Nh6\n'], ['Be3', 'Re8'], ['f5', 'gxf5'], ['Qd2', 'Ng4'], ['hxg4', 'fxg4'], ['Nh4', 'Re6'], ['Nf5', 'Rbe8'], ['Rf1', 'Ne7\n'], ['Rbe1', 'h5'], ['Nxg7', 'Kxg7'], ['Qc3+', 'Kg6'], ['Rf4', 'Nc6'], ['Rf5', 'f6'], ['Ref1', 'Qe7'], ['e5', 'Nxe5\n'], ['Be4', 'Kg7'], ['Rxh5', 'Rh8'], ['Rxh8', 'Kxh8'], ['Kg2', 'Nxd3'], ['Rh1+', 'Kg8'], ['Bd5', '']]",1-0
Aaronson,London,1978.??.??,5,"Short, Nigel D","Littlewood, Paul E",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['O-O', 'Bg7'], ['Re1', 'e5'], ['c3', 'Nge7'], ['d4', 'cxd4'], ['cxd4', 'exd4\n'], ['Bf4', 'a6'], ['Bc4', 'd6'], ['Nbd2', 'O-O'], ['Rc1', 'h6'], ['h3', 'd5'], ['Bb3', 'Be6'], ['e5', 'Qb6'], ['Nf1', 'a5\n'], ['Re2', 'g5'], ['Bh2', 'Bf5'], ['Bc2', 'Bxc2'], ['Qxc2', 'Nb4'], ['Qb1', 'Rac8'], ['Rd1', 'Rc4'], ['b3', 'd3\n'], ['Red2', 'Rc3'], ['a3', 'Nc2'], ['Rxd3', 'Nxa3'], ['Qb2', 'Rc2'], ['Qd4', 'Qxd4'], ['Nxd4', 'Rc5'], ['Ra1', 'Nc2\n'], ['Nxc2', 'Rxc2'], ['Rxa5', 'Rd8'], ['Rb5', 'Rd7'], ['g4', 'd4'], ['Ng3', 'Rc3'], ['Rd1', 'Nc6'], ['Ne4', 'Rc2\n'], ['Nd6', 'Bxe5'], ['Rxe5', 'Nxe5'], ['Bxe5', 'f6'], ['Ne4', 'fxe5'], ['Nf6+', 'Kf7'], ['Nxd7', 'Ke6'], ['Nb6', 'Rc3\n'], ['Rb1', 'Rxh3'], ['Kg2', 'Rc3'], ['Kf1', 'e4'], ['Nc4', 'Kd5'], ['Ke2', 'b5'], ['Nd2', 'Ke5'], ['f3', 'exf3+\n'], ['Nxf3+', 'Ke4'], ['Nd2+', 'Kf4'], ['Rh1', 'd3+'], ['Kd1', 'Rc6'], ['Rg1', 'Ra6'], ['Kc1', 'Ra1+'], ['Nb1', 'Ra2\n'], ['Rh1', 'Rc2+'], ['Kd1', 'Rg2'], ['Nc3', 'Rb2'], ['Rxh6', 'Rxb3'], ['Kd2', 'Kxg4'], ['Rb6', 'b4'], ['Nd5', 'Kf3\n'], ['Rxb4', '']]",1/2-1/2
Aaronson,London,1978.??.??,6,"Soos, Bela","Short, Nigel D",,,A46,"[['d4', 'e6'], ['Nf3', 'Nf6'], ['Bf4', 'c5'], ['e3', 'Qb6'], ['Qc1', 'Nc6'], ['c3', 'd5'], ['h3', 'cxd4'], ['exd4', 'Be7\n'], ['Nbd2', 'O-O'], ['Bd3', 'Bd7'], ['O-O', 'Rac8'], ['Qb1', 'Na5'], ['Re1', 'Qd8'], ['Ne5', 'b5'], ['a3', 'h6\n'], ['g4', 'Nc4'], ['Re2', 'a5'], ['Bh2', 'Ne8'], ['f4', 'Nxd2'], ['Rxd2', 'Nd6'], ['Re2', 'Be8'], ['f5', 'exf5\n'], ['gxf5', 'b4'], ['axb4', 'axb4'], ['Qe1', 'Bg5'], ['Nf3', 'Bf6'], ['Ra6', 'Nb5'], ['Be5', 'Bxe5'], ['dxe5', 'bxc3\n'], ['f6', 'cxb2'], ['Rxb2', 'g5'], ['Rg2', 'Kh8'], ['Nxg5', 'Rc4'], ['Bxc4', 'dxc4'], ['Rd2', 'Nd4'], ['Qh4', 'Nf5\n'], ['Qxh6+', 'Nxh6'], ['Rxd8', 'Rg8'], ['h4', 'c3'], ['Ra3', 'c2'], ['Rc3', 'Nf5'], ['Rxc2', 'Nxh4'], ['Kh2', 'Rxg5\n'], ['Rxe8+', 'Kh7'], ['Rc3', 'Kg6'], ['Rh3', 'Rh5'], ['Kg1', 'Kf5'], ['Kf2', 'Kg4'], ['Rg3+', 'Kf5'], ['Rh3', 'Kg4\n'], ['Rh1', 'Kf5'], ['Kg3', 'Kg5'], ['Rxh4', '']]",1-0
Aaronson,London,1978.??.??,7,"Short, Nigel D","Povah, Nigel E",,,A01,"[['b3', 'e5'], ['Bb2', 'd6'], ['e3', 'Nc6'], ['d4', 'exd4'], ['exd4', 'd5'], ['Bb5', 'Qg5'], ['Qe2+', 'Be7'], ['Nf3', 'Qxg2\n'], ['Rg1', 'Qh3'], ['Nbd2', 'g6'], ['O-O-O', 'Qe6'], ['Qf1', 'Bd7'], ['Re1', 'Qd6'], ['c4', 'O-O-O'], ['Ne5', 'Nxe5\n'], ['dxe5', 'Qe6'], ['cxd5', 'Qxd5'], ['Bc4', 'Qa5'], ['e6', 'Bc6'], ['Bxh8', 'Qxd2+'], ['Kb1', 'f6'], ['Re2', 'Qd4\n'], ['Rg3', 'Nh6'], ['Rd3', 'Be4'], ['Rxe4', 'Qxe4'], ['f3', 'Qf5'], ['Bg7', 'Ng4'], ['Ka1', 'Rxd3'], ['Qxd3', 'Qxd3\n'], ['Bxd3', 'Nxh2'], ['Be2', 'c6'], ['Kb2', 'Kc7'], ['Kc3', 'Kd6'], ['Kd4', 'Kxe6'], ['Bc4+', 'Kf5'], ['Ke3', 'Bc5+\n'], ['Ke2', 'Kf4'], ['Bxf6', 'Nxf3'], ['Bg8', 'h5'], ['Bf7', 'Kf5'], ['Kxf3', 'Kxf6'], ['Be8', 'Ba3']]",0-1
Aaronson,London,1978.??.??,8,"Stirling, Bill","Short, Nigel D",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['c3', 'c5'], ['Bd3', 'b6'], ['Qe2', 'Nc6'], ['Qe3', 'cxd4\n'], ['cxd4', 'Nb4'], ['Bb1', 'Ba6'], ['Ne2', 'Rc8'], ['Nc3', 'f6'], ['f4', 'fxe5'], ['fxe5', 'Qh4+'], ['g3', 'Qg4\n'], ['h3', 'Qh5'], ['Kf2', 'Be7'], ['Kg2', 'O-O'], ['Nf3', 'h6'], ['Bd2', 'Nc6'], ['Re1', 'Nxd4'], ['Nxd5', 'exd5\n'], ['g4', 'Rxf3'], ['gxh5', 'Rxe3'], ['Bxe3', 'Nc2'], ['Bxc2', 'Rxc2+'], ['Kg3', '']]",0-1
Aaronson,London,1978.??.??,9,"Short, Nigel D","Goodman, David SC",,,B00,"[['e4', 'b6'], ['d3', 'Bb7'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['Re1', 'd6'], ['c3', 'Nf6'], ['d4', 'cxd4\n'], ['cxd4', 'e5'], ['d5', 'Ne7'], ['Nc3', 'O-O'], ['b3', 'Qd7'], ['Bb2', 'Nh5'], ['Nd2', 'Ba6'], ['Bf3', 'Bh6\n'], ['Nf1', 'Ng7'], ['Be2', 'Bb7'], ['a4', 'f5'], ['f3', 'a6'], ['Qd3', 'Ne8'], ['Nd2', 'f4'], ['g4', 'Bg5'], ['Nc4', 'Nc8\n'], ['Kg2', 'Bh4'], ['Rh1', 'h5'], ['h3', 'Qe7'], ['Na2', 'Bg3'], ['Bd1', 'Qh4'], ['Qe2', 'Ra7'], ['Nb4', 'Ba8\n'], ['Bc2', 'Qg5'], ['a5', 'Rh7'], ['axb6', 'Nf6'], ['Qd3', 'Bb7'], ['Rag1', 'Qh4'], ['Qe2', 'Kf7'], ['Na5', 'Rfh8\n'], ['Nxb7', 'hxg4'], ['Bd1', 'gxh3+'], ['Kf1', 'Nxb6'], ['Nxd6+', 'Kg7'], ['Bxe5', 'Nd7'], ['Bd4', 'Kg8\n'], ['Qxa6', 'Be1'], ['Qc8+', 'Nf8'], ['Rxg6+', '']]",1-0
Aaronson,London,1978.??.??,10,"Nunn, John DM","Short, Nigel D",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['Ngf3', 'c5'], ['c3', 'Nc6'], ['Bd3', 'cxd4'], ['cxd4', 'Qb6\n'], ['O-O', 'Be7'], ['Re1', 'O-O'], ['Nf1', 'f6'], ['exf6', 'Nxf6'], ['Ng3', 'Bd7'], ['a3', 'a5'], ['b3', 'Rae8\n'], ['Bb2', 'Bd6'], ['Bc2', 'Bc8'], ['Rc1', 'Bf4'], ['Rb1', 'Qd8'], ['Qd3', 'g6'], ['Rbd1', 'Ng4'], ['Re2', 'b6\n'], ['h3', 'Nf6'], ['Ne5', 'Nxe5'], ['dxe5', 'Nd7'], ['b4', 'Qg5'], ['Rde1', 'Bb7'], ['Ba4', 'Re7'], ['Bd4', 'axb4\n'], ['axb4', 'Bc8'], ['Nf1', 'Ref7'], ['g3', 'Rf5'], ['Bxd7', 'Bxd7'], ['Kh2', 'Bc1'], ['f4', 'Bxf4'], ['gxf4', 'Qxf4+\n'], ['Ng3', 'Rg5'], ['Rg2', 'Bb5'], ['Qe3', 'Qh4'], ['Bxb6', 'Rf4'], ['Bd8', 'h6'], ['Bxg5', 'hxg5'], ['Rf2', 'd4\n'], ['Qd2', 'Rg4'], ['Ne4', 'Rxe4'], ['Rxe4', 'Qxe4'], ['Qxg5', 'Be8'], ['Qf6', 'Kh7'], ['Qe7+', 'Kh6'], ['Qf8+', 'Kh7\n'], ['Qf4', 'Qd5'], ['b5', 'd3'], ['b6', 'Bc6'], ['Kg3', 'Be8'], ['Qg5', 'Qe4'], ['Qh4+', '']]",1-0
BCF-ch,Chester,1979.??.??,1,"Short, Nigel D","Ludgate, Alan",,,B07,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nc3', 'd6'], ['Bc4', 'Nf6'], ['Qe2', 'c6'], ['e5', 'dxe5'], ['dxe5', 'Nd5'], ['Bd2', 'Nd7\n'], ['f4', 'N7b6'], ['Bb3', 'Nxc3'], ['Bxc3', 'Nd5'], ['Bd2', 'Be6'], ['Nf3', 'Bg4'], ['c4', 'Nc7'], ['h3', 'Bxf3\n'], ['Qxf3', 'Ne6'], ['Qe3', 'Qd4'], ['Qxd4', 'Nxd4'], ['Be3', 'O-O-O'], ['O-O-O', 'c5'], ['Rhe1', 'b6'], ['Bxd4', 'Rxd4\n'], ['Rxd4', 'cxd4'], ['Kc2', 'f6'], ['exf6', 'Bxf6'], ['Kd3', 'Rd8'], ['Bd1', 'g5'], ['f5', 'Kc7'], ['Bf3', 'a5\n'], ['a3', 'Rd7'], ['g4', 'h6'], ['b3', 'Bg7'], ['Re6', '']]",1-0
BCF-ch,Chester,1979.??.??,2,"Fuller, Maxwell L","Short, Nigel D",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['c3', 'Nc6'], ['Ndf3', 'Qa5'], ['Be3', 'b5\n'], ['a3', 'c4'], ['Ne2', 'Qc7'], ['g3', 'Nb6'], ['h4', 'a5'], ['Bg2', 'h5'], ['O-O', 'Bd7'], ['f5', 'exf5'], ['Ng5', 'Be6\n'], ['Nf4', 'Qd7'], ['Bf3', 'Nd8'], ['Bxh5', 'g6'], ['Nxg6', 'fxg6'], ['Bxg6+', 'Nf7'], ['Nxe6', 'Qxe6'], ['Bxf5', 'Qc6\n'], ['Qg4', 'Nh6'], ['Bg6+', 'Kd8'], ['Rxf8+', 'Kc7'], ['Bxh6', 'Raxf8'], ['Bxf8', 'Rxf8'], ['Rf1', 'Rxf1+\n'], ['Kxf1', 'Na4'], ['e6', 'Nxb2'], ['e7', 'Nd1'], ['Qf4+', '']]",1-0
BCF-ch,Chester,1979.??.??,3,"Short, Nigel D","Quigley, S.",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['O-O', 'Bg7'], ['Re1', 'e5'], ['c3', 'Nge7'], ['d3', 'a6'], ['Bc4', 'b5\n'], ['Bb3', 'O-O'], ['Be3', 'd6'], ['a3', 'h6'], ['h3', 'Kh7'], ['d4', 'c4'], ['Bc2', 'Bb7'], ['dxe5', 'dxe5'], ['Nbd2', 'Qc7\n'], ['a4', 'Nd8'], ['axb5', 'axb5'], ['Rxa8', 'Bxa8'], ['Qa1', 'Ne6'], ['b4', 'cxb3'], ['Bxb3', 'Nc5'], ['Bc2', 'f5\n'], ['Qa3', 'Ne6'], ['exf5', 'gxf5'], ['Rd1', 'Kh8'], ['Nh4', 'Kg8'], ['Nxf5', 'Nxf5'], ['Bxf5', 'Bd5'], ['Be4', 'Bxe4\n'], ['Nxe4', 'Qc6'], ['Qd6', 'Rc8'], ['Rd5', 'Qxd6'], ['Rxd6', 'Nf4'], ['Bd2', 'Rc4'], ['f3', 'Ra4'], ['Rb6', 'Ra5\n'], ['Rb7', '']]",1-0
BCF-ch,Chester,1979.??.??,4,"Littlewood, John Eric","Short, Nigel D",,,C15,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['Ne2', 'dxe4'], ['a3', 'Bxc3+'], ['Nxc3', 'Nc6'], ['Bb5', 'f5'], ['d5', 'exd5\n'], ['Qxd5', 'Ne7'], ['Qxd8+', 'Kxd8'], ['Bg5', 'Be6'], ['O-O-O+', 'Kc8'], ['Rhe1', 'a6'], ['Bf1', 'Ng6'], ['f3', 'Rf8\n'], ['Bd2', 'b6'], ['fxe4', 'f4'], ['Nd5', 'Kb7'], ['Bc3', 'Nge5'], ['h4', 'Rf7'], ['Be2', 'Raf8'], ['Nb4', 'b5\n'], ['Nxc6', 'Nxc6'], ['e5', 'Kb6'], ['Bf3', 'a5'], ['Re4', 'Rd8'], ['a4', 'Rxd1+'], ['Kxd1', 'Bd5'], ['e6', 'Re7\n'], ['Re1', 'Bxf3+'], ['gxf3', 'bxa4'], ['Re4', 'g6'], ['Bf6', 'Re8'], ['Bg5', 'Kb7'], ['Bxf4', 'Nd8'], ['e7', 'Nc6\n'], ['Bg5', 'Kc8'], ['Rxa4', 'Nxe7'], ['Rxa5', 'Nc6'], ['Ra8+', 'Nb8'], ['Kd2', 'Kb7'], ['Ra3', 'Nc6'], ['Rb3+', 'Kc8\n'], ['Re3', 'Rf8'], ['c4', 'Nd4'], ['f4', 'Nf5'], ['Re6', 'h6'], ['Bf6', 'Kd7'], ['Ra6', 'Nd6'], ['Bg7', 'Rxf4\n'], ['c5', 'Nf5'], ['Be5', 'Rc4'], ['b4', 'Nxh4'], ['Kd3', 'Rxb4'], ['c6+', 'Ke6'], ['Bxc7', 'Nf5'], ['Bh2', 'Rd4+\n'], ['Kc3', 'Rd1'], ['c7+', 'Kd7'], ['Rxg6', 'Rc1+'], ['Kd3', 'Rxc7'], ['Bxc7', 'Kxc7'], ['Ke4', 'Ne7'], ['Rxh6', 'Kd7\n'], ['Ke5', 'Nc6+'], ['Kd5', 'Ne7+'], ['Kc5', 'Nf5'], ['Rg6', 'Ne7'], ['Rf6', 'Ng8'], ['Kd5', 'Nxf6+']]",1/2-1/2
