Bankia op,Bankia,1989.??.??,2,"Golod, Vitali","Shulman, Yuri",,,A41,"[['d4', 'd6'], ['Nf3', 'Bg4'], ['e4', 'Nf6'], ['Nc3', 'e6'], ['Be2', 'd5'], ['Bg5', 'Be7'], ['exd5', 'exd5'], ['Ne5', 'Be6\n'], ['O-O', 'O-O'], ['Bd3', 'Nc6'], ['Nxc6', 'bxc6'], ['Na4', 'h6'], ['Bh4', 'Nd7'], ['Bxe7', 'Qxe7'], ['Re1', 'c5\n'], ['Bb5', 'cxd4'], ['Bxd7', 'Qxd7'], ['Qxd4', 'Rfe8'], ['Nc5', 'Qc6'], ['Re5', 'f6'], ['Re2', 'Bf7'], ['Rae1', 'Rxe2\n'], ['Rxe2', 'Re8'], ['Re3', 'Rxe3'], ['Qxe3', 'Qd6'], ['c3', 'Bg6'], ['b4', 'Kf7'], ['f3', 'Qe7']]",1-0
EU-ch U20,Holon,1995.??.??,9,"Liss, Eran","Shulman, Yuri",,,C08,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Bb5+', 'Nc6'], ['Qe2+', 'Be7'], ['dxc5', 'Nf6'], ['Nb3', 'O-O\n'], ['Nf3', 'Re8'], ['Be3', 'a6'], ['Bxc6', 'bxc6'], ['O-O', 'a5'], ['Qd1', 'Qc7'], ['Nc1', 'Ne4'], ['Nd3', 'Ba6\n'], ['Qc1', 'Bf6'], ['Re1', 'Rac8'], ['Bd4', 'Bxd4'], ['Nxd4', 'Qa7'], ['Qe3', 'Kf8'], ['Nf5', 'Qd7'], ['Qh3', 'h6\n'], ['Qg4', 'g6'], ['Nxh6', 'Qxg4'], ['Nxg4', 'Bxd3'], ['cxd3', 'Nxc5'], ['Ne5', 'Kg7'], ['d4', 'Ne6'], ['Nf3', 'Rb8\n'], ['b3', 'Rb4'], ['Red1', 'a4'], ['Rac1', 'axb3'], ['axb3', 'Rxb3'], ['Rxc6', 'Nf4'], ['h4', 'Re2'], ['Ng5', 'Rbb2\n'], ['Rf1', 'Re7'], ['Rd6', 'Ne2+'], ['Kh2', 'Nxd4'], ['Rxd5', 'Nf5'], ['Nf3', 'Ree2'], ['Kg1', 'Re4'], ['h5', 'Nh4\n'], ['Nxh4', 'Rxh4'], ['hxg6', 'Kxg6'], ['Rd3', 'Rf4'], ['g3', 'Rfb4'], ['Rdd1', 'Rc4'], ['Kg2', 'Rc5'], ['Rd4', 'Rcb5\n'], ['Rd8', 'Kg7'], ['Kh3', 'Rb1'], ['Rxb1', 'Rxb1'], ['f4', '']]",1/2-1/2
Katowice op,Katowice,1995.??.??,1,"Leskiewicz, Maksymilian","Shulman, Yuri",,,E81,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nge2', 'O-O'], ['f3', 'c5'], ['d5', 'e6'], ['Bf4', 'exd5\n'], ['cxd5', 'Nh5'], ['Be3', 'f5'], ['Qd2', 'b5'], ['Bg5', 'Qb6'], ['exf5', 'gxf5'], ['Bh6', 'b4'], ['Nd1', 'Bxh6\n'], ['Qxh6', 'Ng7'], ['Ne3', 'Ba6'], ['g4', 'fxg4'], ['Rg1', 'Qd8'], ['Nxg4', 'Kh8'], ['Nf4', 'Qe8+'], ['Kf2', 'Qf7\n'], ['Ne5', 'Qf6'], ['Neg6+', 'Kg8'], ['Bh3', 'Qxb2+'], ['Kg3', 'hxg6'], ['Nxg6', 'Nd7'], ['Be6+', 'Nxe6\n'], ['Ne7+', 'Kf7'], ['Qxe6+', 'Kg7'], ['Kh4+', 'Kh7'], ['Qg6+', '']]",1-0
Katowice op,Katowice,1995.??.??,3,"Gromada, Andrzej","Shulman, Yuri",,,E94,"[['Nf3', 'g6'], ['d4', 'Nf6'], ['c4', 'Bg7'], ['Nc3', 'O-O'], ['e4', 'd6'], ['Be2', 'Nbd7'], ['O-O', 'e5'], ['Be3', 'Re8\n'], ['d5', 'Ng4'], ['Bg5', 'f6'], ['Bd2', 'Nf8'], ['Ne1', 'h5'], ['f3', 'Nh6'], ['Qc1', 'Kh7'], ['b4', 'a5'], ['a3', 'f5\n'], ['Bg5', 'Qd7'], ['Nd3', 'f4'], ['Qd2', 'Nf7'], ['Bh4', 'g5'], ['Bf2', 'g4'], ['c5', 'Bh6'], ['Qc2', 'Ng6\n'], ['cxd6', 'Nxd6'], ['Nc5', 'Qe7'], ['Rfd1', 'g3'], ['Be1', 'gxh2+'], ['Kxh2', 'Rg8'], ['Bf1', 'Bg5'], ['Rac1', 'Bh4\n'], ['Ne6', 'Bg3+'], ['Kg1', 'Qh4'], ['Bxg3', 'fxg3'], ['Ng5+', 'Qxg5'], ['Ne2', 'Rg7'], ['f4', 'Qh4'], ['Nxg3', 'Qxg3\n'], ['Rd3', 'Qxf4'], ['Rf3', 'Qg5']]",0-1
Katowice op,Katowice,1995.??.??,4,"Shulman, Yuri","Kula, Robert",,,C36,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Be2', 'Be7'], ['Bxf4', 'c6'], ['O-O', 'O-O\n'], ['c4', 'Qd8'], ['Nc3', 'Bg4'], ['d5', 'cxd5'], ['cxd5', 'Bd6'], ['Bg5', 'Nbd7'], ['Kh1', 'Qb6'], ['Na4', 'Qa5\n'], ['a3', 'Rac8'], ['Nc3', 'a6'], ['Qd2', 'Rfe8'], ['Bd3', 'h6'], ['Bh4', 'Qc5'], ['h3', 'Bh5'], ['Bf5', 'Bg6\n'], ['Nd4', 'Bxf5'], ['Nxf5', 'Be5'], ['Rac1', 'Rcd8'], ['Qd3', 'Qf8'], ['Qf3', 'Bxc3'], ['Rxc3', 'Ne5'], ['Nxh6+', 'Kh8\n'], ['Qf5', 'Ne4'], ['Qxe4', 'Ng6'], ['Nxf7+', 'Kg8'], ['Qxg6', 'Rd6'], ['Nh6+', 'Kh8'], ['Rxf8+', 'Rxf8\n'], ['Qxd6', '']]",1-0
Katowice op,Katowice,1995.??.??,5,"Kachur, Alexander","Shulman, Yuri",,,E71,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['h3', 'O-O'], ['Bg5', 'h6'], ['Be3', 'e5'], ['d5', 'Na6'], ['Bd3', 'Nh5\n'], ['Qd2', 'Nf4'], ['Bf1', 'Kh7'], ['g3', 'Nh5'], ['Be2', 'Nf6'], ['Bd3', 'c6'], ['Nge2', 'Bd7'], ['g4', 'cxd5\n'], ['cxd5', 'Nc5'], ['Bc2', 'a5'], ['a4', 'Qb6'], ['O-O', 'Rfc8'], ['Rfb1', 'Qb4'], ['f3', 'Nb3'], ['Bxb3', 'Qxb3\n'], ['Ra3', 'Qb4'], ['Qd1', 'Qc4'], ['Rb3', 'Qc7'], ['Rb6', 'Ne8'], ['b4', 'Rd8'], ['bxa5', 'Bc8'], ['R6b5', 'Qe7\n'], ['Bb6', 'Rd7'], ['Ng3', 'h5'], ['Kg2', 'Bh6'], ['Nce2', 'Ng7'], ['Qd3', 'Qg5'], ['R5b3', 'f6'], ['Rc3', 'Rf7\n'], ['Rh1', 'h4'], ['Nf1', 'f5'], ['Be3', 'Qf6'], ['Bxh6', 'Kxh6'], ['Ne3', 'Kh7'], ['Rb1', 'fxg4'], ['Nxg4', 'Bxg4\n'], ['hxg4', 'Rxa5'], ['Qc2', 'Ra8'], ['Ng1', 'g5'], ['Nh3', 'Kg6'], ['Rb4', 'Ne8'], ['Qd2', 'Ra5'], ['Rcb3', 'Qd8']]",1/2-1/2
Katowice op,Katowice,1995.??.??,6,"Shulman, Yuri","Czerwonski, Aleksander",,,A41,"[['d4', 'd6'], ['Nf3', 'Bg4'], ['g3', 'Bxf3'], ['exf3', 'Nf6'], ['f4', 'e6'], ['Bg2', 'd5'], ['O-O', 'Be7'], ['Nd2', 'O-O\n'], ['Nf3', 'c5'], ['f5', 'exf5'], ['dxc5', 'Ne4'], ['Nd4', 'g6'], ['Bh6', 'Re8'], ['b4', 'a5'], ['a3', 'Bf6'], ['Qd3', 'Nc6\n'], ['Nxc6', 'bxc6'], ['Rab1', 'axb4'], ['axb4', 'Qc7'], ['Be3', 'Qe5'], ['c4', 'Rad8'], ['cxd5', 'Rxd5\n'], ['Qa6', 'Qe6'], ['Rfd1', 'Kg7'], ['Rxd5', 'Qxd5'], ['Qf1', 'Qa2'], ['Bxe4', 'Rxe4'], ['b5', 'cxb5'], ['Qxb5', 'Rc4\n'], ['Rd1', 'Qe2'], ['Qb1', 'f4'], ['Bxf4', '']]",1/2-1/2
Katowice op,Katowice,1995.??.??,7,"Labuckas, Aidas","Shulman, Yuri",,,C08,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Bb5+', 'Nc6'], ['Qe2+', 'Be7'], ['dxc5', 'Nf6'], ['Nb3', 'O-O\n'], ['Be3', 'Ng4'], ['O-O-O', 'Nxe3'], ['Qxe3', 'a5'], ['a4', 'Na7'], ['Be2', 'Bf6'], ['Qd2', 'Qe8'], ['Nf3', 'Qxa4\n'], ['Qxa5', 'Qf4+'], ['Kb1', 'Bf5'], ['Nbd4', 'Nc6'], ['Qd2', 'Qb8'], ['Bd3', 'Bxd4'], ['Bxf5', 'Qa7'], ['c3', 'Qa1+\n'], ['Kc2', 'Nb4+'], ['cxb4', 'Qxb2+'], ['Kd3', 'Qb3+'], ['Ke2', 'Ra2'], ['Nxd4', 'Re8+'], ['Kf1', 'Rxd2\n'], ['Rxd2', 'Qc3'], ['Rd1', 'g6'], ['Bc2', 'Qc4+'], ['Bd3', 'Qxd4'], ['b5', 'Ra8'], ['g3', 'Ra2']]",0-1
Katowice op,Katowice,1995.??.??,8,"Shulman, Yuri","Dubiel, Jacek",,,D53,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Bg5', 'Be7'], ['e3', 'h6'], ['Bh4', 'O-O'], ['cxd5', 'Nxd5'], ['Bg3', 'c5\n'], ['Bd3', 'Nc6'], ['Nge2', 'cxd4'], ['exd4', 'Qb6'], ['O-O', 'Rd8'], ['a3', 'a6'], ['Bc2', 'Bf6'], ['Qd3', 'g6\n'], ['Rfd1', 'Nxc3'], ['bxc3', 'Qa5'], ['Nf4', 'Ne7'], ['Qf3', 'Bg7'], ['Ne2', 'Ra7'], ['Bh4', 'b5'], ['a4', 'Qc7\n'], ['Bg3', 'Qd7'], ['Qd3', 'Rb7'], ['axb5', 'axb5'], ['Ra8', 'Qe8'], ['Qf3', 'Nd5'], ['Be4', 'Rbd7'], ['Rb1', 'Bb7\n'], ['Rxd8', 'Qxd8'], ['Rxb5', 'f5'], ['Bxd5', 'Bxd5'], ['Qe3', 'Kh7'], ['h4', 'Qa8'], ['Nf4', 'Bc6'], ['Rb6', 'Re7\n'], ['f3', 'e5'], ['Nxg6', 'Kxg6'], ['d5', 'Kf7'], ['Rxc6', 'f4'], ['Qe4', 'fxg3'], ['Qf5+', 'Kg8'], ['Rc8+', 'Re8\n'], ['Rxa8', 'Rxa8'], ['Kf1', 'Ra1+'], ['Ke2', 'Ra2+'], ['Ke3', 'Rxg2'], ['Qh3', 'Rg1'], ['Ke4', 'g2'], ['Kf5', 'Kh7\n'], ['Ke6', 'e4'], ['Kf7', '']]",1-0
Katowice op,Katowice,1995.??.??,9,"Wojtkiewicz, Aleksander","Shulman, Yuri",,,E69,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['d4', 'd6'], ['O-O', 'Nbd7'], ['Nc3', 'e5'], ['e4', 'c6\n'], ['Rb1', 'a5'], ['h3', 'Re8'], ['Re1', 'exd4'], ['Nxd4', 'Nc5'], ['b3', 'Qe7'], ['Re2', 'Bd7'], ['Bf4', 'Nh5\n'], ['Be3', 'Rad8'], ['Qd2', 'Qf8'], ['Rd1', 'Bc8'], ['Qc2', 'h6'], ['Kh2', 'Nf6'], ['Kg1', 'Nh5'], ['Ree1', 'Kh7\n'], ['a3', 'Qh8'], ['b4', 'axb4'], ['axb4', 'Na6'], ['b5', 'Nb4'], ['Qb3', 'c5'], ['Nde2', 'f5'], ['Rd2', 'Nf6\n'], ['Red1', 'Qf8'], ['exf5', 'Bxf5'], ['g4', 'Be4'], ['Nf4', 'Bxg2'], ['Kxg2', 'g5'], ['Nfe2', 'Qe7'], ['Ng3', 'Qe5\n'], ['Nf5', 'Bf8'], ['f3', 'b6'], ['Bg1', 'Qe6'], ['Bh2', 'Kg8'], ['Bxd6', 'Nh5'], ['Ne4', 'Bxd6'], ['Rxd6', 'Nf4+\n'], ['Kf1', 'Rxd6'], ['Rxd6', 'Qe5'], ['Qd1', 'Ne6'], ['Rd7', 'Kh8'], ['Nxh6', 'Qh2'], ['Nf7+', 'Kg7'], ['Nfxg5+', 'Kg6\n'], ['Nxe6', 'Qxh3+'], ['Kg1', 'Rxe6'], ['Qb1', 'Qh6'], ['Nd6+', '']]",1-0
Minsk,Minsk,1995.??.??,1,"Shulman, Yuri","Mochalov, Evgeny V",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'Na6'], ['O-O', 'Ng4\n'], ['Bg5', 'Qe8'], ['dxe5', 'dxe5'], ['Nd2', 'h6'], ['Bh4', 'Nf6'], ['Nd5', 'Qe6'], ['Bxf6', 'Bxf6'], ['c5', 'Bd8\n'], ['Bc4', 'Qe8'], ['Bxa6', 'bxa6'], ['Qc2', 'c6'], ['Ne3', 'Qe7'], ['Qc3', 'Bc7'], ['b4', 'Rd8'], ['Nb3', 'Be6\n'], ['Nc4', 'f6'], ['Rfd1', 'Rxd1+'], ['Rxd1', 'Rd8'], ['Rd3', 'Kf8'], ['Kf1', 'Rxd3'], ['Qxd3', 'Qd7'], ['Ke2', 'Qxd3+\n'], ['Kxd3', 'Ke7'], ['Nbd2', 'Kd7'], ['Nf1', 'Bd8'], ['a3', 'h5'], ['g3', 'Bc7'], ['Nfe3', 'Ke7'], ['h4', 'Kd7\n'], ['f3', 'f5'], ['Ng2', 'Ke7'], ['exf5', 'gxf5'], ['f4', 'exf4'], ['Nxf4', 'Bxc4+'], ['Kxc4', 'Bxf4'], ['gxf4', 'Ke6\n'], ['Kd4', 'a5'], ['Kc4', 'axb4']]",1/2-1/2
Minsk,Minsk,1995.??.??,2,"Ivanov, Sergey","Shulman, Yuri",,,A69,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f4', 'O-O'], ['Nf3', 'c5'], ['d5', 'e6'], ['Be2', 'exd5'], ['cxd5', 'Re8\n'], ['e5', 'dxe5'], ['fxe5', 'Ng4'], ['O-O', 'Nxe5'], ['Bf4', 'Nbd7'], ['d6', 'Qb6'], ['Nxe5', 'Nxe5'], ['Bxe5', 'Rxe5\n'], ['d7', 'Bxd7'], ['Qxd7', 'Qxb2'], ['Rac1', 'Rf5'], ['Bf3', 'Bxc3'], ['Rb1', 'Qxa2'], ['Rxb7', 'a5'], ['Rd1', 'Bd4+\n'], ['Kh1', 'a4'], ['h3', 'a3'], ['Be4', 'Qe2'], ['Rxd4', 'a2'], ['Bxf5', 'a1=Q+'], ['Kh2', 'Qe5+'], ['g3', 'Qe2+']]",0-1
Minsk,Minsk,1995.??.??,3,"Shulman, Yuri","Kovalev, Andrei",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'O-O'], ['Nf3', 'd6'], ['Be2', 'e5'], ['Be3', 'Nc6'], ['d5', 'Ne7\n'], ['Nd2', 'Ne8'], ['c5', 'f5'], ['f3', 'fxe4'], ['fxe4', 'dxc5'], ['Bxc5', 'Nd6'], ['Nf3', 'h6'], ['h4', 'Bg4\n'], ['Nd2', 'Bd7'], ['h5', 'b6'], ['Be3', 'g5'], ['Qb3', 'Kh8'], ['O-O-O', 'Ng8'], ['Nc4', 'Qe7'], ['g4', 'Rf4\n'], ['Bxf4', 'exf4'], ['Bf3', 'Nxc4'], ['Qxc4', 'Qe5'], ['Rd2', 'Nf6'], ['Rg1', 'Ne8'], ['Nb5', 'c5'], ['dxc6', 'Be6\n'], ['Qf1', 'Bxa2'], ['Nd4', 'Qc5+'], ['Nc2', 'Rc8'], ['Qf2', 'Qxc6'], ['e5', 'Qb5'], ['Qe2', 'Bc4'], ['Qe4', 'Bxe5\n'], ['b4', 'Bc3'], ['Rd4', 'Bxd4'], ['Qxd4+', 'Ng7'], ['Kb2', 'Qa4'], ['Be4', 'Be6'], ['Re1', 'Qb3+'], ['Kc1', 'Bxg4\n'], ['Bg6', 'Be6'], ['Qf6', 'Qh3'], ['Be4', 'Kg8'], ['Qxh6', 'Qa3+'], ['Kd2', 'Rd8+'], ['Ke2', 'Bc4+'], ['Kf2', 'Qg3+']]",0-1
Minsk,Minsk,1995.??.??,4,"Zitin, Yuri","Shulman, Yuri",,,E73,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Bg5', 'h6'], ['Be3', 'e5'], ['d5', 'Na6'], ['h4', 'Nc5\n'], ['Bf3', 'a5'], ['g4', 'Qd7'], ['g5', 'hxg5'], ['hxg5', 'Ng4'], ['Bxc5', 'dxc5'], ['Rh4', 'f5'], ['Qd2', 'a4\n'], ['Be2', 'Qe7'], ['f3', 'Nh6'], ['Rxh6', 'Bxh6'], ['gxh6', 'Qh4+'], ['Kd1', 'a3'], ['b3', 'Bd7'], ['Kc2', 'Kh7\n'], ['Bd3', 'f4'], ['Qg2', 'Kxh6'], ['Nge2', 'Kg7'], ['Rg1', 'Ra6'], ['Nb5', 'Bxb5'], ['cxb5', 'Rd6'], ['Rh1', 'Qd8\n'], ['Rh5', 'Qe7'], ['Ng1', 'Rh8'], ['Rxh8', 'Kxh8'], ['Nh3', 'Qh4'], ['Ng5', 'Kg7'], ['Ne6+', 'Kf6'], ['Nxc7', 'Rd7\n'], ['Ne6', 'Rh7'], ['Nf8', 'Rh6'], ['Nd7+', 'Kg7'], ['Qd2', 'Qh1'], ['Nxc5', 'Qa1'], ['b4', 'Qb2+']]",0-1
Minsk,Minsk,1995.??.??,5,"Shulman, Yuri","Dydyshko, Viacheslav",,,E42,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Ne2', 'b6'], ['a3', 'Ba5'], ['Rb1', 'Qe7'], ['d5', 'exd5\n'], ['cxd5', 'O-O'], ['Nf4', 'Ne4'], ['Bd2', 'Bxc3'], ['bxc3', 'Qh4'], ['g3', 'Qf6'], ['Qc2', 'Nxd2'], ['Qxd2', 'd6\n'], ['Bd3', 'Nd7'], ['Qc2', 'g6'], ['O-O', 'Ne5'], ['f3', 'Bd7'], ['Kh1', 'c4'], ['Be2', 'Rac8'], ['e4', 'Qe7\n'], ['Qd2', 'f5'], ['exf5', 'Rxf5'], ['Ng2', 'Rf7'], ['Rbc1', '']]",1/2-1/2
Minsk,Minsk,1995.??.??,6,"Tunik, Gennady","Shulman, Yuri",,,E70,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Bd3', 'O-O'], ['Nge2', 'Nc6'], ['O-O', 'Nh5'], ['Be3', 'e5\n'], ['d5', 'Ne7'], ['Qd2', 'f5'], ['exf5', 'gxf5'], ['f4', 'Ng6'], ['fxe5', 'dxe5'], ['Bg5', 'Qd6'], ['Nb5', 'Qd7\n'], ['Ng3', 'Nxg3'], ['hxg3', 'a6'], ['Nc3', 'Qd6'], ['Be2', 'Bd7'], ['Kh2', 'e4'], ['Rac1', 'b6'], ['Nd1', 'Rae8\n'], ['Qe3', 'Be5'], ['Bf4', 'Nxf4'], ['gxf4', 'Qh6+'], ['Kg1', 'Bf6'], ['b4', 'Kh8'], ['Nf2', 'Rg8'], ['Nh3', 'Rg6\n'], ['Kh2', 'Reg8'], ['Rg1', 'Qg7'], ['g3', 'Bd4'], ['Qb3', 'Bxg1+'], ['Rxg1', 'Qd4'], ['Rd1', 'Qf6'], ['Rg1', 'a5\n'], ['bxa5', 'bxa5'], ['Rg2', 'Qd4'], ['Qa3', 'a4'], ['Qe7', 'Qg7'], ['Qa3', 'Rh6'], ['Rg1', 'Rb8'], ['Qc5', 'Rb2\n'], ['Re1', 'Be8'], ['Kg2', 'Bh5'], ['Ng1', 'Rg6'], ['Kf1', 'Rxg3'], ['Bxh5', 'e3']]",0-1
Minsk,Minsk,1995.??.??,7,"Shulman, Yuri","Drogoon, A.",,,B80,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['Be3', 'Be7'], ['f3', 'Nc6'], ['Qd2', 'O-O\n'], ['O-O-O', 'd5'], ['exd5', 'Nxd5'], ['Nxd5', 'Qxd5'], ['c4', 'Qa5'], ['Nxc6', 'Qxd2+'], ['Rxd2', 'bxc6\n'], ['c5', 'e5'], ['Bc4', 'Rb8'], ['b3', 'Rd8'], ['Rxd8+', 'Bxd8'], ['Rd1', 'Bc7'], ['Bg5', 'e4'], ['fxe4', 'Bg4\n'], ['Rf1', 'Bh5'], ['Be7', 'Bxh2'], ['Bd6', 'Bxd6'], ['cxd6', 'Kf8'], ['e5', 'Rd8'], ['Kc2', 'f6'], ['Kc3', 'c5\n'], ['Re1', 'a6'], ['Bd5', '']]",1-0
Minsk,Minsk,1995.??.??,8,"Korneev, Oleg","Shulman, Yuri",,,C09,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Ngf3', 'Nc6'], ['Bb5', 'Be6'], ['dxc5', 'Bxc5'], ['O-O', 'Ne7\n'], ['Nb3', 'Bd6'], ['h3', 'O-O'], ['Bd3', 'h6'], ['Re1', 'Nf5'], ['c3', 'Bc7'], ['Be3', 'Nxe3'], ['Rxe3', 'Bb6\n'], ['Nbd4', 'Qf6'], ['Bc2', 'Bd7'], ['Qd3', 'g6'], ['Bb3', 'Rad8'], ['Rae1', 'Bc8'], ['a3', 'a6'], ['Ba2', 'Kh7\n'], ['Bb1', 'Kg7'], ['b4', 'Bd7'], ['R3e2', 'Rfe8'], ['Rxe8', 'Rxe8'], ['Rxe8', 'Bxe8'], ['Nxc6', 'Bxc6\n'], ['Nd4', 'Bb5'], ['Qe3', 'Bc4'], ['Bc2', 'Bc7'], ['g3', 'Qe5'], ['Qxe5+', 'Bxe5'], ['Kg2', 'Bxd4'], ['cxd4', 'f5\n'], ['Kf3', 'Kf6'], ['h4', 'b6'], ['Ke3', 'g5'], ['Ba4', 'f4+'], ['Kf3', 'fxg3'], ['fxg3', 'Kf5'], ['Bd7+', 'Kf6\n'], ['hxg5+', 'Kxg5'], ['g4', '']]",1/2-1/2
Minsk,Minsk,1995.??.??,9,"Shulman, Yuri","Fedorov, Alexei",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'Ng4'], ['Bg5', 'f6\n'], ['Bh4', 'Nd7'], ['O-O', 'Nh6'], ['Qd2', 'c6'], ['Rad1', 'Nf7'], ['b4', 'a5'], ['a3', 'axb4'], ['axb4', 'Qb6\n'], ['Rb1', 'g5'], ['dxe5', 'Ndxe5'], ['Nxe5', 'dxe5'], ['Bg3', 'Be6'], ['Qc2', 'Qa7'], ['c5', 'g4'], ['f3', 'gxf3\n'], ['Rxf3', 'Ng5'], ['Rd3', 'Rfd8'], ['Bf2', 'Rxd3'], ['Bxd3', 'Qa3'], ['Be3', 'Rd8'], ['Bc1', 'Qa7'], ['Na4', 'Bh6\n'], ['Bxg5', 'Bxg5'], ['Bc4', 'Bxc4'], ['Qxc4+', 'Kh8'], ['b5', 'Qa5'], ['Nc3', 'Rg8'], ['Kh1', 'Qa3'], ['bxc6', 'bxc6\n'], ['Kg1', '']]",1/2-1/2
Minsk,Minsk,1995.??.??,10,"Kochetkov, German","Shulman, Yuri",,,A08,"[['e4', 'c5'], ['Nf3', 'e6'], ['d3', 'd5'], ['Nbd2', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Ne7'], ['O-O', 'Nbc6'], ['Re1', 'b6\n'], ['c3', 'Ba6'], ['d4', 'dxe4'], ['Nxe4', 'cxd4'], ['Nxd4', 'Nxd4'], ['cxd4', 'O-O'], ['Bg5', 'Bb7'], ['Qg4', 'Qd7\n'], ['Rad1', 'f5'], ['Qh4', 'fxe4'], ['Bxe7', 'Rxf2'], ['Kxf2', 'Bxd4+'], ['Kf1', 'Ba6+'], ['Re2', 'Bxe2+\n'], ['Kxe2', 'Qb5+'], ['Ke1', 'Qxb2'], ['Rxd4', 'Qxd4'], ['Qxe4', 'Qa1+'], ['Kf2', 'Qxa2+'], ['Ke3', 'Rc8\n'], ['Bf6', 'Qb3+'], ['Kf4', 'Rf8'], ['Qe5', 'Qb4+'], ['Kg5', 'Qc5'], ['Qxc5', 'bxc5'], ['h4', 'Kf7'], ['Be5', 'c4\n'], ['Kh6', 'Rc8'], ['Bc3', 'Rc5'], ['g4', 'Kg8'], ['Bd4', 'Ra5'], ['h5', 'Kf7'], ['hxg6+', 'hxg6'], ['Be4', 'g5\n'], ['Bc3', 'Rb5'], ['Bd2', 'a5'], ['Bxg5', 'a4'], ['Bf4', 'a3'], ['g5', 'a2'], ['g6+', 'Kg8']]",0-1
Minsk,Minsk,1995.??.??,11,"Shulman, Yuri","Fominyh, Alexander",,,A59,"[['c4', 'Nf6'], ['d4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['bxa6', 'g6'], ['Nc3', 'Bxa6'], ['e4', 'Bxf1'], ['Kxf1', 'd6\n'], ['Nge2', 'Bg7'], ['h3', 'O-O'], ['Kg1', 'Qb6'], ['Rb1', 'Nbd7'], ['Kh2', 'Rfb8'], ['Qc2', 'Ne8'], ['Bg5', 'Nc7\n'], ['Rhd1', 'Na6'], ['Qd2', 'Nb4'], ['b3', 'Ra3'], ['Na4', 'Qa6'], ['Nec3', 'Bxc3'], ['Nxc3', 'f6'], ['Bh6', 'Nxa2\n'], ['Ra1', 'Nxc3'], ['Qxc3', 'Rxa1'], ['Rxa1', 'Qb6'], ['f4', 'Kf7'], ['Qf3', 'Qxb3'], ['Qg4', 'Nf8'], ['Qh4', 'Nd7\n'], ['Qg4', 'Nf8'], ['Qh4', 'Nd7']]",1/2-1/2
Minsk,Minsk,1995.??.??,12,"Taimanov, Mark E","Shulman, Yuri",,,B06,"[['Nf3', 'g6'], ['d4', 'Bg7'], ['e4', 'd6'], ['c3', 'Nd7'], ['Bc4', 'e6'], ['O-O', 'Ne7'], ['Re1', 'O-O'], ['Nbd2', 'a6\n'], ['a4', 'b6'], ['Nf1', 'Bb7'], ['Ng3', 'c5'], ['dxc5', 'Nxc5'], ['Bf4', 'd5'], ['exd5', 'Nxd5'], ['Be5', 'f6\n'], ['Bd4', 'Qc7'], ['Bxc5', 'Qxc5'], ['Qd4', 'Rac8'], ['Qxc5', 'Rxc5'], ['Bb3', 'Nf4'], ['Nd4', 'Bd5'], ['Bxd5', 'exd5\n'], ['Nge2', 'Nxe2+'], ['Rxe2', 'f5'], ['Ne6', 'Re8'], ['Kf1', 'Rc4'], ['Nxg7', 'Rxe2'], ['Kxe2', 'Kxg7\n'], ['Kd3', 'Kf6'], ['b3', 'Rh4'], ['h3', 'Ke5'], ['Re1+', 'Re4'], ['Rb1', 'Kd6'], ['f3', 'Re7']]",1/2-1/2
