Tashkent,Tashkent,1985.??.??,?,"Serper, Grigory","Egin, Vladimir",,,C62,"[['e4', 'e5'], ['Nf3', 'd6'], ['Nc3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'g6'], ['Bb5', 'Bd7'], ['O-O', 'Bg7'], ['Bxc6', 'bxc6\n'], ['f4', 'c5'], ['Nde2', 'f5'], ['exf5', 'gxf5'], ['Ng3', 'Ne7'], ['Re1', 'O-O'], ['Nh5', 'Bh8'], ['Be3', 'Bc6\n'], ['Bf2', 'Qe8'], ['Bh4', 'Qg6'], ['Ng3', 'Bd4+'], ['Kh1', 'Nc8'], ['Qd3', 'Qg4'], ['Bg5', 'h6'], ['Re6', 'hxg5\n'], ['Rg6+', 'Kh7'], ['Rxg5', 'Qxf4'], ['Nxf5', 'Bxg2+'], ['Rxg2', 'Qxf5'], ['Ne4', 'Ne7'], ['c3', 'Ng6\n'], ['Ng5+', 'Kh6']]",0-1
URS-ch U26,Tbilisi,1989.??.??,?,"Ulibin, Mikhail","Serper, Grigory",,,B34,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Nc3', 'Bg7'], ['Be3', 'Nf6'], ['Nxc6', 'bxc6'], ['e5', 'Ng8\n'], ['Bd4', 'f6'], ['f4', 'Qa5'], ['Qe2', 'fxe5'], ['Bxe5', 'Nf6'], ['Qc4', 'Qb6'], ['O-O-O', 'd5'], ['Qa4', 'O-O\n'], ['Bd4', 'Qc7'], ['Be5', 'Qb6'], ['Bd4', 'Qc7'], ['g3', 'Bg4'], ['Rd2', 'Bf3'], ['Bg2', 'Bxg2'], ['Rxg2', 'e6\n'], ['Qa3', 'Rac8'], ['Re1', 'c5'], ['Be5', 'Qb6'], ['Rge2', 'Rc6'], ['Nb1', '']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Shabalov, Alexander","Serper, Grigory",,,B77,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Nc3', 'Bg7'], ['Be3', 'Nf6'], ['Bc4', 'O-O'], ['Bb3', 'd6\n'], ['f3', 'Bd7'], ['Qd2', 'Nxd4'], ['Bxd4', 'b5'], ['O-O', 'a5'], ['a3', 'a4'], ['Ba2', 'Qa5'], ['Qf2', 'Rab8\n'], ['e5', 'dxe5'], ['Bc5', 'Rfe8'], ['Ne4', 'Bc6'], ['Rad1', 'Bxe4'], ['fxe4', 'Qc7'], ['c3', 'Ng4'], ['Qxf7+', 'Kh8\n'], ['Rd5', 'Nf6'], ['Bd6', 'Qb6+'], ['Bc5', 'Qc6'], ['Rxe5', 'Ng4'], ['Rg5', 'Rf8'], ['Qe6', 'Rxf1+'], ['Kxf1', 'Nxh2+\n'], ['Kg1', 'Qc7'], ['Qxe7', 'Qf4'], ['Bd6', 'Nf3+'], ['gxf3', 'Qe3+'], ['Kh2', 'Qd2+'], ['Rg2', 'Qh6+'], ['Kg3', 'g5\n'], ['Rh2', '']]",1-0
URS-ch U26,Tbilisi,1989.??.??,?,"Serper, Grigory","Timoshenko, Georgy",,,D78,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['g3', 'c6'], ['Bg2', 'd5'], ['O-O', 'Bg4'], ['d4', 'Nbd7\n'], ['Nbd2', 'h6'], ['h3', 'Be6'], ['Re1', 'Rc8'], ['e4', 'dxe4'], ['Nxe4', 'b5'], ['Nxf6+', 'Bxf6'], ['Qd2', 'bxc4\n'], ['Qxh6', 'Bd5'], ['bxc4', 'Bxf3'], ['Bxf3', 'Nb6'], ['Rac1', 'c5'], ['Re4', 'e6'], ['Rg4', 'cxd4'], ['Bxd4', 'Bxd4\n'], ['Rh4', 'Re8'], ['Rd1', 'Bxf2+'], ['Kxf2', 'Qf6'], ['Rdd4', 'Qg7'], ['Qxg7+', 'Kxg7'], ['Be2', 'Rc5\n'], ['Rhe4', 'Rec8'], ['Re3', 'R8c7'], ['g4', 'g5'], ['Kg3', 'Kf8'], ['h4', 'gxh4+'], ['Kxh4', 'Nxc4'], ['Bxc4', 'Rxc4\n'], ['Rxc4', 'Rxc4'], ['Ra3', 'f5'], ['Kg5', 'Rxg4+'], ['Kf6', 'Re4'], ['Rxa7', 'Ke8'], ['Re7+', 'Kd8'], ['Rf7', 'f4\n'], ['a4', 'e5'], ['Ke6', 'Re3'], ['a5', 'Kc8'], ['a6', 'Kb8'], ['a7+', 'Ka8'], ['Kd5', 'f3'], ['Kc6', 'Rb3'], ['Kd5', 'Re3\n'], ['Kc6', 'Rd3'], ['Kb6', 'Rd6+'], ['Kc5', 'Rd3'], ['Kb6', '']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Giorgadze, Giorgi","Serper, Grigory",,,A22,"[['c4', 'Nf6'], ['Nc3', 'c6'], ['e4', 'e5'], ['f4', 'd5'], ['fxe5', 'Nxe4'], ['Nf3', 'Be7'], ['Be2', 'O-O'], ['O-O', 'Be6\n'], ['cxd5', 'cxd5'], ['d4', 'Nc6'], ['Bd3', 'f5'], ['Ne2', 'g5'], ['Kh1', 'h6'], ['a3', 'Qd7'], ['b4', 'Rf7'], ['Nd2', 'Raf8\n'], ['Bb2', 'Bd8'], ['Nc1', 'Ne7'], ['Ncb3', 'b6'], ['Rc1', 'Ng6'], ['Ba6', 'g4'], ['Bc8', 'Qe8'], ['Bxe6', 'Qxe6\n'], ['b5', 'Ne7'], ['Rf4', 'h5'], ['a4', 'Qh6'], ['Qf1', 'Ng6'], ['Rc6', 'Bg5'], ['Nxe4', 'fxe4'], ['Rxf7', 'Rxf7\n'], ['Qd1', 'Qf8'], ['Rxg6+', 'Kh7'], ['Rf6', 'Bxf6'], ['exf6', 'Rxf6'], ['Kg1', 'Qb4'], ['h3', 'Qxa4'], ['hxg4', 'Qxb5\n'], ['g5', 'Rg6'], ['Bc1', 'Kg7'], ['Bf4', 'Qd3'], ['Qxh5', 'e3'], ['Be5+', 'Kf8'], ['Qh8+', 'Ke7'], ['Qh7+', 'Ke8\n'], ['Bf6', 'Qb1+'], ['Nc1', 'Qxc1+'], ['Kh2', 'Rxf6'], ['gxf6', 'Qa3'], ['f7+', 'Ke7'], ['Qg7', '']]",1-0
URS-ch U26,Tbilisi,1989.??.??,?,"Epishin, Vladimir","Serper, Grigory",,,A55,"[['d4', 'Nf6'], ['c4', 'c6'], ['Nf3', 'd6'], ['Nc3', 'Nbd7'], ['e4', 'e5'], ['Be2', 'Be7'], ['O-O', 'a6'], ['Qc2', 'O-O\n'], ['Rd1', 'Qc7'], ['Bg5', 'Re8'], ['Rd2', 'h6'], ['Bh4', 'Nf8'], ['c5', 'exd4'], ['cxd6', 'Bxd6'], ['Rxd4', 'Ng4\n'], ['Bg3', 'Bxg3'], ['hxg3', 'Qe7'], ['Rad1', 'Qc5'], ['b4', 'Qh5'], ['Na4', 'Ne6'], ['Rd6', 'Ng5'], ['Rd8', 'Bf5\n'], ['Rxa8', 'Rxa8'], ['Nh4', 'Nxe4'], ['Bxg4', 'Bxg4'], ['Re1', 'Nf6'], ['Nc5', 'b6'], ['Ne4', 'Qd5'], ['Nxf6+', 'gxf6\n'], ['Re4', 'Qd1+'], ['Qxd1', 'Bxd1'], ['Rd4', 'Bc2'], ['Rc4', 'Ba4'], ['Nf5', 'h5'], ['Ne7+', 'Kf8'], ['Nxc6', 'Bb5\n'], ['Rc2', 'Rc8'], ['Nd4', 'Rxc2'], ['Nxc2', 'Ke7'], ['f4', 'Kd6'], ['Ne3', 'Bd7'], ['a3', 'Kc6'], ['Kf2', 'Kb5\n'], ['Nd5', 'Bc6'], ['Nc7+', 'Ka4'], ['Nxa6', 'Kxa3'], ['Ke3', 'f5'], ['Kd4', 'Bb5'], ['Nc7', 'Kxb4'], ['Nd5+', 'Ka5\n'], ['Kc3', 'Bc6'], ['Nf6', 'Ka4'], ['Kb2', 'Bxg2'], ['Nxh5', 'Bd5'], ['Nf6', 'Be6'], ['Ne8', 'Kb4'], ['Nc7', 'Kc4\n'], ['Ka3', 'b5'], ['Na6', 'Bd7'], ['Nb4', 'Kd4'], ['Kb2', 'Ke4'], ['Kc3', 'Kf3'], ['Kd4', 'Kxg3'], ['Ke3', 'Kg2\n'], ['Ke2', 'Be6'], ['Nc6', 'Bc4+'], ['Ke3', 'Kg1'], ['Nb4', 'Kf1'], ['Nc2', 'Be6'], ['Kf3', 'Bd5+'], ['Ke3', 'Be4\n'], ['Nb4', 'Ke1'], ['Na2', 'Bd5'], ['Nb4', 'Bc4'], ['Nc2+', 'Kd1'], ['Nb4', 'Kc1'], ['Nc6', 'Kc2'], ['Kd4', 'Be6\n'], ['Kc5', 'Kd3'], ['Na7', 'Bc4'], ['Nc6', 'Ke4'], ['Ne5', 'Kxf4'], ['Kd4', 'Kg3'], ['Nd7', 'Be6'], ['Nc5', 'b4\n'], ['Nd3', 'b3'], ['Ke3', 'Bc4'], ['Nb2', 'f4+']]",0-1
URS-ch U26,Tbilisi,1989.??.??,?,"Serper, Grigory","Savchenko, Stanislav",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['Ngf3', 'Nc6'], ['c3', 'a5'], ['a4', 'Be7'], ['Be2', 'f6\n'], ['O-O', 'O-O'], ['Nb3', 'cxd4'], ['Nbxd4', 'Bc5'], ['Kh1', 'Qe7'], ['exf6', 'Nxf6'], ['Bd3', 'Bxd4'], ['cxd4', 'Nb4\n'], ['Bb1', 'b6'], ['Ra3', 'Ne4'], ['Ng5', 'Ba6'], ['Rff3', 'h6'], ['Nxe4', 'dxe4'], ['Bxe4', 'Rad8'], ['Be3', 'Nd5\n'], ['Bf2', 'Nxf4'], ['Qe1', 'Bb7'], ['h3', 'Kh8']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Serper, Grigory","Shirov, Alexei",,,B58,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Be2', 'e5'], ['Nf3', 'h6'], ['O-O', 'Be7\n'], ['b3', 'O-O'], ['Bb2', 'Be6'], ['h3', 'Qd7'], ['Re1', 'Bd8'], ['Bf1', 'Ba5'], ['a3', 'Ne7'], ['b4', 'Bb6'], ['Nb5', 'Rfd8\n'], ['c4', 'Qc6'], ['Nd2', 'Ng6'], ['Nc3', 'Bd4'], ['Qf3', 'a5'], ['Rab1', '']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Ruban, Vadim","Serper, Grigory",,,A55,"[['d4', 'Nf6'], ['c4', 'd6'], ['Nc3', 'Nbd7'], ['Nf3', 'c6'], ['e4', 'e5'], ['Be2', 'Be7'], ['O-O', 'a6'], ['Re1', 'O-O\n'], ['Bf1', 'Re8'], ['a3', 'b5'], ['b4', 'exd4'], ['Nxd4', 'Ne5'], ['Bf4', 'Bb7'], ['Nb3', 'Rc8'], ['Na5', 'Ba8\n'], ['Bxe5', 'dxe5'], ['c5', 'Qc7'], ['Nb3', 'Bb7'], ['a4', 'Rcd8'], ['Qc2', 'Bc8'], ['Nb1', 'Nh5'], ['g3', 'Bg5\n'], ['N1d2', 'Bxd2'], ['Nxd2', 'Rd4'], ['Rab1', 'g6'], ['Nf3', 'Rdd8'], ['h3', 'Ng7'], ['Qb2', 'f6'], ['Ra1', 'Ne6\n'], ['axb5', 'cxb5'], ['Qb3', 'Kg7'], ['Rad1', 'Bb7'], ['Rxd8', 'Nxd8'], ['h4', 'Nc6'], ['Bh3', 'Rd8'], ['Be6', 'Ne7\n'], ['Qe3', 'a5'], ['bxa5', 'Qxa5'], ['h5', 'gxh5'], ['Rc1', 'b4'], ['Nd2', '']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Dautov, Rustem","Serper, Grigory",,,A54,"[['d4', 'Nf6'], ['c4', 'c6'], ['Nc3', 'd6'], ['Bg5', 'Nbd7'], ['e3', 'e5'], ['Nf3', 'Be7'], ['Qc2', 'h6'], ['Bh4', 'Nh5\n'], ['Bxe7', 'Qxe7'], ['O-O-O', 'Nhf6'], ['g4', 'Nb6'], ['dxe5', 'dxe5'], ['h3', 'O-O'], ['Rg1', 'Be6'], ['Nxe5', 'Qc5\n'], ['Nd3', 'Qxc4'], ['Nf4', 'Qc5'], ['Nxe6', 'fxe6'], ['h4', 'Nfd5'], ['Ne4', 'Qxc2+'], ['Kxc2', 'Nd7'], ['Be2', 'b6\n'], ['Rg2', 'N7f6'], ['Nd2', 'Rad8'], ['a3', 'g5'], ['Rh1', 'Rd7'], ['Rgh2', 'Rfd8'], ['Nc4', 'Ne7'], ['hxg5', 'hxg5\n'], ['f4', 'Ng6'], ['Rh6', 'Kg7'], ['fxg5', 'Ne4'], ['Rh7+', 'Kg8'], ['Rxd7', 'Rxd7'], ['Rh6', 'Nf8'], ['Bf3', 'Nxg5\n'], ['Bxc6', 'Rc7'], ['Bb5', 'Nf7'], ['Rh5', 'Nh7'], ['Kb3', 'Nf6'], ['Rh1', 'Rc5'], ['Ka4', 'Kf8'], ['b4', 'Rg5\n'], ['Nd2', 'Rxg4'], ['Rc1', 'Rg3'], ['Rc8+', 'Kg7'], ['Nc4', 'Nd5'], ['Ba6', 'Nxe3'], ['Nxe3', 'Rxe3'], ['Rc7', 'Kf6\n'], ['Rxa7', 'Nd6'], ['Ra8', '']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Serper, Grigory","Dreev, Alexey",,,A12,"[['c4', 'c6'], ['Nf3', 'd5'], ['b3', 'Bg4'], ['Ne5', 'Bf5'], ['cxd5', 'cxd5'], ['e3', 'Nf6'], ['Nc3', 'Nbd7'], ['Nxd7', 'Bxd7\n'], ['Be2', 'e6'], ['O-O', 'a6'], ['Bb2', 'Bd6'], ['Rc1', 'b5'], ['a3', 'O-O'], ['b4', 'Qb8'], ['h3', 'e5'], ['d3', 'Be6\n'], ['Nb1', 'Nd7'], ['Nd2', 'a5'], ['bxa5', 'Rxa5'], ['Nb1', 'Nb6'], ['Qd2', 'Ra7'], ['Bc3', 'Ra4'], ['d4', 'Nc4\n'], ['Bxc4', 'bxc4'], ['dxe5', 'Bxe5'], ['Bxe5', 'Qxe5'], ['Rfd1', 'Rd8'], ['Qd4', 'Qxd4'], ['Rxd4', 'f5\n'], ['Rc2', 'Rb8'], ['Nc3', 'Ra5'], ['a4', 'Kf7'], ['g4', 'fxg4'], ['hxg4', 'Rb3'], ['Kg2', 'Kf6'], ['Kg3', 'Ke5\n'], ['f4+', 'Kd6'], ['f5', 'Bf7'], ['Kf4', 'Kc5'], ['Ke5', 'Kb4'], ['Nxd5+', 'Bxd5'], ['Rxd5', 'Rxe3+'], ['Kf4', 'Rxd5\n'], ['Kxe3', 'c3']]",0-1
URS-ch U26,Tbilisi,1989.??.??,?,"Serper, Grigory","Neverov, Valeriy",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['O-O', 'Nf6'], ['Re1', 'Nc6'], ['c3', 'e6'], ['d4', 'cxd4\n'], ['cxd4', 'd5'], ['e5', 'Ne4'], ['Nbd2', 'Nxd2'], ['Bxd2', 'Be7'], ['Bg5', 'Bb4'], ['Bd2', 'Be7'], ['Bg5', 'Bb4\n'], ['Bd2', '']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Serper, Grigory","Oll, Lembit",,,B85,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['a4', 'Nc6'], ['Be2', 'e6'], ['O-O', 'Bd7\n'], ['Be3', 'Nxd4'], ['Bxd4', 'Bc6'], ['Bf3', 'Be7'], ['a5', 'O-O'], ['Qe2', 'Nd7'], ['Rfd1', 'Qc7'], ['Qe3', 'Rac8\n'], ['Be2', 'Bf6'], ['Bxf6', 'Nxf6'], ['Bf3', 'Rfd8'], ['h3', 'Be8'], ['Qd4', 'e5'], ['Qb4', 'Qc5'], ['Qxc5', 'Rxc5\n'], ['Kf1', 'Kf8'], ['Ke2', 'Ke7'], ['Ke3', 'Bd7'], ['Be2', 'Be6'], ['Bd3', 'g6'], ['Na4', 'Rc6'], ['Nb6', 'd5\n'], ['exd5', 'Bxd5'], ['f3', 'Be6'], ['c4', 'Nd7'], ['Nxd7', 'Rxd7'], ['b3', 'Rcd6']]",1/2-1/2
URS-ch U26,Tbilisi,1989.??.??,?,"Serper, Grigory","Rozentalis, Eduardas",,,C08,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Ngf3', 'Nf6'], ['Bb5+', 'Bd7'], ['Be2', 'Nc6'], ['O-O', 'c4\n'], ['Re1', 'Be7'], ['b3', 'cxb3'], ['axb3', 'O-O'], ['Ba3', 'Bxa3'], ['Rxa3', 'Re8'], ['Nf1', 'Ne4'], ['Qa1', 'Nb4\n'], ['Qb2', 'Rc8'], ['c4', 'a5'], ['Ne3', 'b6'], ['Raa1', 'Qf6'], ['Bf1', 'Be6'], ['Ne5', 'Red8']]",1/2-1/2
Wch U20,Tunja,1989.??.??,2,"Serper, Grigory","Brandner, Stefan",,,D32,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c5'], ['cxd5', 'cxd4'], ['Qa4+', 'Bd7'], ['Qxd4', 'exd5'], ['Qxd5', 'Nc6'], ['Nf3', 'Nf6\n'], ['Qd1', 'Bc5'], ['e3', 'Qe7'], ['Be2', 'O-O-O'], ['O-O', 'g5'], ['Bd2', 'g4'], ['Nd4', 'h5'], ['b4', 'Bxb4\n'], ['Rb1', 'Nxd4'], ['exd4', 'Bxc3'], ['Bxc3', 'Nd5'], ['Ba5', 'b6'], ['Bd2', 'Qe4'], ['Re1', 'Qxd4'], ['Bc3', 'Qxd1\n'], ['Ba6+', 'Kb8'], ['Be5+', 'Nc7'], ['Rbxd1', 'Rhe8'], ['Rxd7', '']]",1-0
Wch U20,Tunja,1989.??.??,3,"Wessman, Richard","Serper, Grigory",,,E48,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Bd3', 'Nc6'], ['Ne2', 'cxd4'], ['exd4', 'd5'], ['cxd5', 'Nxd5\n'], ['O-O', 'O-O'], ['a3', 'Bd6'], ['Nxd5', 'exd5'], ['Bf4', 'Be7'], ['Qc2', 'g6'], ['Rad1', 'Bf6'], ['Bb5', 'Bf5\n'], ['Qd2', 'Rc8'], ['Bxc6', 'Rxc6'], ['Nc3', 'Re8'], ['Rfe1', '']]",1/2-1/2
Wch U20,Tunja,1989.??.??,4,"Serper, Grigory","Kontic, Vladimir",,,A25,"[['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'g6'], ['Nc3', 'Bg7'], ['d3', 'Nc6'], ['e3', 'O-O'], ['Nge2', 'e5'], ['O-O', 'd6\n'], ['Rb1', 'a5'], ['b3', 'g5'], ['f4', 'h6'], ['Bb2', 'Qe8'], ['Qd2', 'Bd7'], ['Rbc1', 'exf4'], ['exf4', 'Ng4\n'], ['Nd5', 'Bxb2'], ['Qxb2', 'Nb4'], ['Qd2', 'c6'], ['Nc7', 'Qe3+'], ['Qxe3', 'Nxe3'], ['Nxa8', 'Rxa8'], ['Rf3', 'Re8\n'], ['a3', 'Nxd3'], ['Rc3', 'Nxg2'], ['Rfxd3', 'Rxe2'], ['Kf1', 'Rb2'], ['Rxd6', 'Be8'], ['Re6', 'Bh5'], ['Rxh6', 'Bg4']]",1/2-1/2
Wch U20,Tunja,1989.??.??,5,"Dreev, Alexey","Serper, Grigory",,,A55,"[['d4', 'Nf6'], ['c4', 'd6'], ['Nf3', 'Nbd7'], ['Nc3', 'c6'], ['e4', 'e5'], ['Be2', 'Be7'], ['O-O', 'a6'], ['Nh4', 'g6\n'], ['Bh6', 'Bf8'], ['Bxf8', 'Kxf8'], ['Qd2', 'Kg7'], ['f4', 'exd4'], ['Qxd4', 'Qb6'], ['Qxb6', 'Nxb6'], ['Bd3', 'a5\n'], ['Nf3', 'Nfd7'], ['b3', 'Nc5'], ['Bc2', 'Be6'], ['f5', 'gxf5'], ['exf5', 'Bd7'], ['Rad1', 'f6'], ['Rxd6', 'Rhe8\n'], ['Kf2', 'Re7'], ['Re1', 'Rxe1'], ['Nxe1', 'Be8'], ['Nd3', 'Nbd7'], ['Nxc5', 'Nxc5'], ['Ke3', 'Kf7'], ['Rd4', 'Rc8\n'], ['Bd1', 'Kf8'], ['Bf3', 'Rc7'], ['Ne4', 'Nxe4'], ['Bxe4', 'b6'], ['Rd6', 'Ke7'], ['Re6+', 'Kf7'], ['Bf3', 'Re7\n'], ['Bh5+', 'Kf8'], ['Bxe8', 'Kxe8'], ['Kf4', 'Kf7'], ['Rxe7+', 'Kxe7'], ['g4', 'h6'], ['h4', 'Kf7'], ['g5', 'Kg7\n'], ['Kg4', '']]",1-0
Wch U20,Tunja,1989.??.??,6,"Serper, Grigory","Hokkanen, Petri",,,A18,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['e4', 'd5'], ['e5', 'd4'], ['exf6', 'dxc3'], ['bxc3', 'Qxf6'], ['d4', 'c5'], ['Nf3', 'h6\n'], ['Bd3', 'Nc6'], ['Be4', 'Bd6'], ['O-O', 'O-O'], ['Be3', 'Rd8'], ['Qe2', 'cxd4'], ['cxd4', 'Ne7'], ['Bc1', 'Ng6\n'], ['Bb2', 'Nf4'], ['Qe3', 'Bd7'], ['Rab1', 'Nh5'], ['Bxb7', 'Rab8'], ['Be4', 'Rdc8'], ['c5', 'Bf4'], ['Qa3', 'Bb5\n'], ['d5', 'Qd8'], ['Rfd1', 'Be2'], ['Re1', 'exd5'], ['Bf5', 'Bc4'], ['Bxc8', 'Rxc8'], ['Qxa7', 'Ra8'], ['Qe7', 'Qc8\n'], ['a3', 'Bd3'], ['Rbd1', 'Be4'], ['Rxe4', 'dxe4'], ['Qxe4', 'Rb8'], ['Ba1', 'f5'], ['Qd5+', 'Kh7'], ['Qf7', '']]",1-0
Wch U20,Tunja,1989.??.??,7,"Van Wely, Loek","Serper, Grigory",,,E20,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['g3', 'c5'], ['Nf3', 'cxd4'], ['Nxd4', 'Ne4'], ['Qd3', 'Bxc3+'], ['bxc3', 'Nc5\n'], ['Qd2', 'b6'], ['Nb5', 'O-O'], ['Nd6', 'Bb7'], ['Nxb7', 'Nxb7'], ['Ba3', 'Re8'], ['Bg2', 'Nc6'], ['Rd1', 'Qf6\n'], ['O-O', 'Red8'], ['Qc2', 'Rac8'], ['Qa4', 'Nba5'], ['Bb4', 'Nxc4'], ['Bxc6', 'dxc6'], ['Qa6', 'c5'], ['Qxc4', 'cxb4\n'], ['Qxb4', 'g6'], ['Qa4', 'Qe7'], ['Rxd8+', 'Rxd8'], ['Rd1', 'Rxd1+'], ['Qxd1', 'Qc5'], ['Qa4', 'a5'], ['c4', 'Kf8\n'], ['Qb3', 'Ke7'], ['Qd3', 'Qe5'], ['Kg2', 'Qb2'], ['a3', 'Qe5'], ['h4', 'h5'], ['f4', 'Qd6'], ['Kf3', 'Kd7\n'], ['Ke3', 'Kc6'], ['Kd2', 'Qxd3+'], ['exd3', 'b5'], ['Kc3', 'Kc5'], ['d4+', 'Kb6'], ['cxb5', 'Kxb5'], ['Kb3', 'Kb6\n'], ['Kc4', 'Kc6'], ['a4', 'f6'], ['Kc3', 'Kd5'], ['Kd3', 'f5'], ['Kc3', 'Ke4']]",1/2-1/2
Wch U20,Tunja,1989.??.??,8,"Serper, Grigory","Sorensen, Jan",,,B38,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['O-O', 'Nc6\n'], ['Be3', 'Bd7'], ['Re1', 'Nxd4'], ['Bxd4', 'Bc6'], ['f3', 'a5'], ['Qd2', 'Nd7'], ['Be3', 'Nc5'], ['b3', 'Qb6\n'], ['Nb5', 'Rfc8'], ['Rec1', 'Qd8'], ['Nd4', 'Bd7'], ['Rab1', 'Qf8'], ['Rd1', 'h5'], ['Bd3', 'Kh7'], ['Ne2', 'Bh6\n'], ['Nf4', 'Bc6'], ['Nd5', 'Bxd5'], ['exd5', 'Bxe3+'], ['Qxe3', 'Re8'], ['Bc2', 'e6'], ['dxe6', 'Rxe6'], ['Qd2', 'b6\n'], ['Re1', 'Rae8'], ['a3', 'Rxe1+'], ['Rxe1', 'Rxe1+'], ['Qxe1', 'Qg7'], ['h4', 'Qb2'], ['Qd1', 'Qxa3'], ['f4', 'Ne6\n'], ['Qxh5+', 'Kg7'], ['Qd1', 'Qc5+'], ['Kf1', 'Nxf4'], ['Qf3', 'Qe5'], ['g3', 'Ne6'], ['Bd1', 'Nd4'], ['Qd3', 'Nf5\n'], ['Kf2', 'Qc5+']]",0-1
Wch U20,Tunja,1989.??.??,9,"Imocha, Laisram","Serper, Grigory",,,D11,"[['d4', 'Nf6'], ['Nf3', 'c6'], ['g3', 'd5'], ['Bg2', 'Bf5'], ['O-O', 'e6'], ['c4', 'Nbd7'], ['Nc3', 'Be7'], ['Qb3', 'Qb6\n'], ['Qxb6', 'axb6'], ['cxd5', 'exd5'], ['Nh4', 'Be6'], ['f4', 'Nb8'], ['f5', 'Bc8'], ['b3', 'O-O'], ['Na4', 'Nbd7\n'], ['Nf3', 'Re8'], ['e3', 'Bb4'], ['a3', 'Bd6'], ['Nc3', 'b5'], ['Nd1', 'h5'], ['Nh4', 'Ne4'], ['Nf2', 'Nxf2\n'], ['Rxf2', 'Nf6'], ['Bf3', 'Bd7'], ['Kg2', 'Ra5'], ['Rfa2', 'Rea8'], ['h3', 'Ne4'], ['Bxe4', 'dxe4'], ['g4', 'hxg4\n'], ['hxg4', 'b4'], ['a4', 'b5'], ['Kf2', 'c5'], ['dxc5', 'Bxc5'], ['Ng2', 'bxa4'], ['Nf4', 'a3'], ['Bd2', 'Be7\n'], ['Rd1', 'Bc6'], ['Kg3', 'Rb5'], ['Be1', 'Rd8'], ['Rxd8+', 'Bxd8'], ['Rc2', 'Rb7'], ['Ne2', 'Bf6'], ['Nd4', 'Bxd4\n'], ['exd4', 'Bd5'], ['Kf4', 'Bxb3']]",0-1
Wch U20,Tunja,1989.??.??,10,"Serper, Grigory","Stangl, Markus",,,A30,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'e6'], ['O-O', 'a6'], ['b3', 'd6'], ['Bb2', 'Be7'], ['e3', 'Nbd7\n'], ['Qe2', 'O-O'], ['Rfd1', 'Qc7'], ['d4', 'cxd4'], ['Rxd4', 'Rfd8'], ['Rad1', 'Nc5'], ['R4d2', 'Rac8'], ['Nd4', 'Qb8\n'], ['e4', 'Re8'], ['Qe1', 'Bf8'], ['Re2', 'Ba8'], ['h3', 'g6'], ['f4', 'e5'], ['fxe5', 'dxe5'], ['Nf3', 'Bg7\n'], ['Nd5', 'b5'], ['cxb5', 'axb5'], ['Kh2', 'Bxd5'], ['exd5', 'e4'], ['Ne5', 'Rxe5'], ['Bxe5', 'Qxe5'], ['Rc2', 'Qb8\n'], ['Rdc1', 'Bf8'], ['b4', 'Nd3'], ['Rxc8', 'Qxc8'], ['Rxc8', 'Nxe1'], ['d6', 'Nd7']]",1/2-1/2
