Wch U12,Menorca,1996.??.??,1,"Sakinis, Robertas","Inarkiev, Ernesto",,,B26,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['Nge2', 'e6'], ['O-O', 'Nge7'], ['d3', 'O-O'], ['Be3', 'd6\n'], ['Qd2', 'Nd4'], ['Nd1', 'd5'], ['Nxd4', 'cxd4'], ['Bh6', 'e5'], ['Bxg7', 'Kxg7'], ['f4', 'dxe4'], ['dxe4', 'f6\n'], ['c3', 'Nc6'], ['Nf2', 'Be6'], ['a3', 'Na5'], ['Qc2', 'Bb3'], ['Qb1', 'Bc4'], ['Rd1', 'Nb3'], ['Ra2', 'Be2\n'], ['Re1', 'd3'], ['a4', 'a5'], ['Ra3', 'Qb6'], ['Bh1', 'Rad8'], ['Kg2', 'Bf3+'], ['Kg1', 'Bxh1'], ['Kxh1', 'Nd2\n'], ['Qc1', 'Qxf2'], ['Rg1', 'Nf3'], ['Rg2', 'd2']]",0-1
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,4.14,"Inarkiev,E","Vavulin,M",,,A61,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['d5', 'exd5'], ['cxd5', 'g6'], ['Nc3', 'd6'], ['Bf4', 'a6'], ['a4', 'Bg7\n'], ['e4', 'O-O'], ['Be2', 'Qe7'], ['Nd2', 'Nbd7'], ['O-O', 'Rb8'], ['Re1', 'Ne5'], ['Be3', 'Ne8'], ['f4', 'Nd7\n'], ['Bf1', 'Nc7'], ['a5', 'Nf6'], ['h3', 'Rd8'], ['Qf3', 'Nfe8'], ['Nc4', 'Nb5'], ['e5', 'Qc7'], ['Rad1', 'Bf5\n'], ['Qf2', 'Nd4'], ['Bxd4', 'cxd4'], ['Rxd4', 'h5'], ['Na4', 'Bd7'], ['Nab6', 'Bb5'], ['Rdd1', 'Bh8'], ['Rc1', 'Qe7\n'], ['Bd3', 'Qf8'], ['Qg3', 'Bg7'], ['e6', 'Qe7'], ['exf7+', 'Qxf7'], ['Bxg6', 'Qf6'], ['Bxh5', 'Qd4+'], ['Kh1', 'Nf6\n'], ['Bg6', 'Bxc4'], ['Nxc4', 'Rbc8'], ['b3', 'Qxd5'], ['Rcd1', 'Qc5'], ['Qe3', 'Qxe3'], ['Rxe3', 'd5'], ['Ne5', 'Rc5\n'], ['b4', 'Rb5'], ['Rb3', 'd4'], ['Bd3', 'Rbd5'], ['Bc4', 'Kh7'], ['Bxd5', 'Rxd5'], ['g4', 'Ne4'], ['Kg2', 'Nd6\n'], ['Kf3', 'Nb5'], ['Nd3', 'Rd8'], ['Re1', 'Rd7'], ['Rbb1', 'Nc3'], ['Rbc1', 'Rf7'], ['g5', 'Kg6'], ['Kg4', 'Rc7\n'], ['h4', 'Kf7'], ['h5', '']]",1-0
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,5.10,"Bukavshin,I","Inarkiev,E",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['Nf3', 'Nbd7'], ['Bg5', 'h6'], ['Bh4', 'Be7'], ['cxd5', 'Nxd5'], ['Bxe7', 'Qxe7\n'], ['Rc1', 'Nxc3'], ['Rxc3', 'c6'], ['e4', 'e5'], ['d5', 'Qb4'], ['Qc2', 'cxd5'], ['exd5', 'O-O'], ['Bc4', 'e4\n'], ['Nd2', 'Nf6'], ['a3', 'Qd6'], ['Nxe4', 'Re8'], ['f3', 'Bf5'], ['O-O', 'Bxe4'], ['fxe4', 'Nxe4'], ['Rcf3', 'Rac8\n'], ['Kh1', 'b5'], ['Rxf7', 'Rxc4'], ['Qd1', 'Qg6'], ['Rxa7', 'Kh7'], ['Raf7', 'Rd8'], ['R7f5', 'Nf6'], ['Qf3', 'Rc5\n'], ['d6', 'Rxf5'], ['Qxf5', 'Qxf5'], ['Rxf5', 'Rxd6'], ['h3', 'Rd5'], ['Rf4', 'Nd7'], ['a4', 'bxa4'], ['Rxa4', 'Rb5\n'], ['Rd4', 'Ne5'], ['Re4', 'Nd3'], ['Rd4', 'Nxb2'], ['Kh2', 'Rb3'], ['Rd7', 'Nc4'], ['Rd4', 'Ne5'], ['Re4', 'Nd7\n'], ['Rd4', 'Nf6'], ['Rd2', 'Kg6'], ['Ra2', 'h5'], ['Ra4', 'Rb5'], ['Rc4', 'Kf5'], ['Rc7', 'g5'], ['Ra7', 'h4\n'], ['Rf7', 'Kg6'], ['Ra7', 'Ne4'], ['Ra6+', 'Kf5'], ['Ra1', 'Ng3'], ['Rb1', 'Re5'], ['Re1', 'Nh5'], ['Rg1', 'Re2\n'], ['Kh1', 'Ke4'], ['Ra1', 'Nf4'], ['Rg1', 'Ke3'], ['g3', 'Nxh3'], ['Ra1', 'Nf2+'], ['Kg2', 'Ne4+'], ['Kh3', 'hxg3\n'], ['Ra3+', 'Kd4'], ['Ra4+', 'Kd5'], ['Ra5+', 'Kc4'], ['Ra1', 'Rh2+'], ['Kg4', 'Rf2'], ['Kh3', 'Rf4'], ['Rd1', 'Nf2+']]",0-1
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,6.2,"Jobava,Ba","Inarkiev,E",,,A01,"[['b3', 'd5'], ['Bb2', 'c5'], ['e3', 'a6'], ['Nc3', 'Nc6'], ['d4', 'Bf5'], ['Bd3', 'Bg6'], ['Nge2', 'e6'], ['dxc5', 'Nf6\n'], ['Na4', 'Bxc5'], ['Nxc5', 'Qa5+'], ['Qd2', 'Qxc5'], ['O-O', 'Ne4'], ['Qc1', 'Nb4'], ['a3', 'Nxd3'], ['cxd3', 'Qxc1\n'], ['Rfxc1', 'Nf6'], ['Nf4', 'Kd7'], ['h4', 'Bf5'], ['f3', 'h5'], ['e4', 'Bg6'], ['Kf2', 'Rac8'], ['Ke3', 'Rxc1\n'], ['Rxc1', 'dxe4'], ['dxe4', 'Ne8'], ['Nd3', 'Nd6'], ['Bxg7', 'Rc8'], ['Ne5+', 'Ke7'], ['Rxc8', 'Nxc8\n'], ['Nxg6+', 'fxg6'], ['Be5', 'Na7'], ['Kf4', 'Nb5'], ['a4', 'Na7'], ['Kg5', 'Kf7'], ['g4', 'hxg4'], ['fxg4', 'Nc6\n'], ['Bc3', 'b5'], ['axb5', 'axb5'], ['h5', 'gxh5'], ['gxh5', 'b4'], ['Bf6', '']]",1-0
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,7.30,"Inarkiev,E","Tereshechkina,M",,,E10,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['d5', 'exd5'], ['cxd5', 'Bd6'], ['Nc3', 'O-O'], ['Bg5', 'h6'], ['Bh4', 'Re8\n'], ['e3', 'Qb6'], ['Bxf6', 'gxf6'], ['Qc2', 'Be5'], ['Be2', 'd6'], ['O-O', 'Na6'], ['a3', 'Nc7'], ['Rad1', 'Kh8\n'], ['Nd2', 'Bxc3'], ['Nc4', 'Qa6'], ['Qxc3', 'Kg7'], ['a4', 'Rb8'], ['Rfe1', 'b5'], ['axb5', 'Nxb5'], ['Qd3', 'Bd7\n'], ['h3', 'Qb7'], ['Bg4', 'Bxg4'], ['hxg4', 'Qd7'], ['f3', 'Nc7'], ['e4', 'Re7'], ['Ne3', 'Re5'], ['f4', 'Ree8\n'], ['Nf5+', 'Kg6'], ['Qh3', 'Rh8'], ['Qh5+', '']]",1-0
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,8.14,"Vastrukhin,O","Inarkiev,E",,,A07,"[['Nf3', 'd5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d4', 'Nf6'], ['O-O', 'c6'], ['c4', 'dxc4'], ['Na3', 'b5'], ['Ne5', 'Nd5\n'], ['e4', 'Nb6'], ['Be3', 'O-O'], ['Qe2', 'Bb7'], ['h4', 'N8d7'], ['Nxd7', 'Nxd7'], ['h5', 'e5'], ['h6', 'Bf6\n'], ['d5', 'Qe7'], ['Rad1', 'a6'], ['d6', 'Qe6'], ['Kh2', 'Rfd8'], ['Bh3', 'Qe8'], ['Nc2', 'c5'], ['f3', 'Rac8\n'], ['Bc1', 'Rc6'], ['Ne3', 'Nb6'], ['Ng4', 'Bh8'], ['d7', 'Rxd7'], ['Rxd7', 'Nxd7'], ['Rd1', 'Nf8'], ['Bg5', 'f6\n'], ['Bc1', 'Ne6'], ['Ne3', 'Nd4'], ['Qf2', 'Rd6'], ['Bg2', 'f5'], ['exf5', 'gxf5'], ['Kg1', 'Rxh6'], ['Nxc4', 'Rg6\n'], ['Ne3', 'f4'], ['gxf4', 'Bxf3']]",0-1
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,9.14,"Inarkiev,E","Bocharov,D",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['b3', 'd5'], ['cxd5', 'exd5'], ['Bg2', 'Bb4+'], ['Bd2', 'Bd6\n'], ['O-O', 'O-O'], ['Bg5', 'Nbd7'], ['Nc3', 'h6'], ['Bxf6', 'Nxf6'], ['Ne5', 'Bb7'], ['Nb5', 'Be7'], ['Rc1', 'a6\n'], ['Nc3', 'Re8'], ['e3', 'Bd6'], ['Nd3', 'Qe7'], ['Rc2', 'Rad8'], ['Qc1', 'Ne4'], ['Qb2', 'h5'], ['Nf4', 'Ba3\n'], ['Qa1', 'h4'], ['Nxe4', 'dxe4'], ['gxh4', 'Bd6'], ['h5', 'Qh4'], ['Qc1', 'Rd7'], ['h3', 'Ree7'], ['Re1', 'Bxf4\n'], ['exf4', 'Qxh5'], ['Qe3', 'Qd5'], ['Rec1', 'Qd6'], ['Rc4', 'Bd5'], ['R4c2', 'a5'], ['f5', 'Qf6'], ['Qf4', 'c6\n'], ['Rd2', 'Rd8'], ['Qg4', 'e3'], ['fxe3', 'Rxe3'], ['Rf1', 'Rde8'], ['Bxd5', 'cxd5'], ['Rg2', 'R3e4'], ['Qd1', 'Rxd4\n'], ['Qc1', 'Rde4'], ['Qg5', 'Qxg5'], ['Rxg5', 'Re3'], ['f6', 'g6'], ['Rxd5', 'Rxh3'], ['Kg2', 'Rh4'], ['Rd6', 'b5\n'], ['Rf2', 'Rhe4'], ['Ra6', 'a4'], ['Rb6', 'axb3'], ['axb3', 'R4e5'], ['Rf4', 'Rd8'], ['Rb4', 'g5'], ['R4xb5', 'Rdd5\n'], ['Rxd5', 'Rxd5'], ['Kf3', 'Kh7'], ['Ke4', 'Rd1'], ['Kf5', 'Kh6'], ['Rb8', 'Rf1+'], ['Ke5', 'Re1+'], ['Kf5', 'Rf1+\n'], ['Ke5', 'g4'], ['Rg8', 'Kh5'], ['Rg7', 'Re1+'], ['Kf5', 'Rf1+'], ['Ke5', 'Re1+'], ['Kf5', 'Rf1+'], ['Ke5', 'Re1+\n'], ['Kf5', 'Rf1+'], ['Ke5', '']]",1/2-1/2
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,10.6,"Inarkiev,E","Artemiev,V",,,D12,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'Bf5'], ['Nc3', 'e6'], ['Nh4', 'Bg6'], ['Nxg6', 'hxg6'], ['Bd2', 'Nbd7\n'], ['Qb3', 'Rb8'], ['g3', 'Be7'], ['Bg2', 'Nb6'], ['cxd5', 'exd5'], ['O-O', 'Nc4'], ['Be1', 'Qb6'], ['e4', 'Rd8\n'], ['exd5', 'cxd5'], ['Nxd5', 'Nxd5'], ['Qxc4', 'Nf6'], ['Qa4+', 'Rd7'], ['Ba5', 'Qa6'], ['Rfe1', 'O-O\n'], ['Bf1', 'Qd6'], ['Bb5', 'Rdd8'], ['Bxd8', 'Bxd8'], ['Qxa7', 'Bb6'], ['Qxb7', 'Bxd4'], ['Re2', 'Ng4'], ['Qc6', 'Qb4\n'], ['Rd1', 'Bxf2+'], ['Rxf2', 'Nxf2'], ['Kxf2', 'Qxb2+'], ['Kg1', 'Qxa2'], ['Rf1', 'Qa7+'], ['Kg2', 'Kh7\n'], ['Bc4', 'Qe7'], ['Qf3', 'f5'], ['Qf4', 'g5'], ['Qd4', 'g4'], ['Qd3', 'g6'], ['Rd1', 'Qe5'], ['Qe2', 'Qxe2+\n'], ['Bxe2', 'Rf7'], ['Rd6', 'Kg7'], ['Bc4', 'Rc7'], ['Bd3', 'Ra7'], ['Rc6', 'Ra2+'], ['Rc2', 'Ra7'], ['Kf2', 'Kf6\n'], ['Ke3', 'Re7+'], ['Kf4', 'g5+']]",0-1
TCh-RUS Blitz 2015,Sochi RUS,2015.05.10,11.14,"Riazantsev,A","Inarkiev,E",,,D35,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Nbd7'], ['cxd5', 'exd5'], ['Bf4', 'c6'], ['h3', 'Nb6'], ['e3', 'Bf5\n'], ['Be2', 'Bd6'], ['Bg5', 'h6'], ['Bh4', 'g5'], ['Bg3', 'Bxg3'], ['fxg3', 'Qd6'], ['Ne5', 'Nfd7'], ['O-O', 'Nxe5\n'], ['Rxf5', 'Ng6'], ['g4', 'Nh4'], ['Rf2', 'O-O-O'], ['Bd3', 'Rde8'], ['Qd2', 'h5'], ['gxh5', 'Rxh5'], ['Rxf7', 'Qg3\n'], ['Qf2', 'Qxe3'], ['Qxe3', 'Rxe3'], ['Be2', 'Rh8'], ['Raf1', 'Rhe8'], ['Rg7', 'R8e7'], ['Rxg5', 'Rxe2\n'], ['Nxe2', 'Rxe2'], ['Rg7', 'Re8'], ['Rf4', 'Rh8'], ['g3', 'Nc4'], ['gxh4', 'Nd6'], ['h5', 'Ne8'], ['Rg5', 'Kc7\n'], ['Rf7+', 'Kb6'], ['Kf2', 'Nd6'], ['Re7', 'Ne4+'], ['Rxe4', 'dxe4'], ['Ke3', 'Ka6'], ['Kxe4', 'b5'], ['Kf5', 'Ka5\n'], ['Kg6', 'Rg8+'], ['Kf6', 'Rd8'], ['h6', 'Rxd4'], ['h7', 'Rh4'], ['Kg6', 'Rxh3'], ['Rh5', '']]",1-0
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.13,1.10,"Inarkiev,E","Sychev,K",,,D11,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'a6'], ['b3', 'b5'], ['Ne5', 'Nfd7'], ['Nd3', 'e6'], ['Nd2', 'Bd6'], ['Bb2', 'O-O\n'], ['g3', 'a5'], ['Bg2', 'bxc4'], ['bxc4', 'Ba6'], ['Qc2', 'Nf6'], ['O-O', 'Nbd7'], ['e4', 'dxe4'], ['Nxe4', 'Nxe4\n'], ['Bxe4', 'Qc7'], ['Rfe1', 'Rab8'], ['Bxh7+', 'Kh8'], ['Be4', 'c5'], ['Rac1', 'cxd4'], ['Bxd4', 'Nc5\n'], ['Qd2', 'e5'], ['Nxc5', 'Bxc5'], ['Qg5', 'Be7']]",1-0
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.13,2.8,"Goganov,A","Inarkiev,E",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['Nf3', 'Nbd7'], ['Bg5', 'h6'], ['Bh4', 'Be7'], ['e3', 'O-O'], ['Rc1', 'c6\n'], ['Bd3', 'b6'], ['cxd5', 'cxd5'], ['O-O', 'Bb7'], ['Qb3', 'Rc8'], ['Rc2', 'Ne4'], ['Bxe7', 'Qxe7'], ['Bxe4', 'dxe4\n'], ['Nd2', 'Ba6'], ['Re1', 'Bd3'], ['Rcc1', 'f5'], ['Nb5', 'Nf6'], ['Nc4', 'Bxc4'], ['Rxc4', 'a6'], ['Nc3', 'b5\n'], ['Rb4', 'Rb8'], ['Ra1', 'Rfc8'], ['a4', 'bxa4'], ['Rxb8', 'axb3'], ['Rxc8+', 'Kh7'], ['Rxa6', 'e5'], ['d5', 'Qd7\n'], ['Rc5', 'f4'], ['Rxf6', 'gxf6'], ['Nxe4', 'Qa7'], ['h4', 'fxe3'], ['fxe3', 'Kg6'], ['d6', 'f5'], ['h5+', 'Kxh5\n'], ['Nf6+', 'Kg6'], ['Ne4', 'Kh5'], ['d7', '']]",0-1
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.13,3.1,"Inarkiev,E","Matlakov,M",,,D12,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'Bf5'], ['Nc3', 'e6'], ['Nh4', 'Be4'], ['f3', 'Bg6'], ['Nxg6', 'hxg6\n'], ['g3', 'Nbd7'], ['Kf2', 'Bd6'], ['Kg2', '']]",1/2-1/2
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.13,4.5,"Inarkiev,E","Paravyan,D",,,A24,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'O-O'], ['O-O', 'Re8\n'], ['e3', 'Nxd4'], ['exd4', 'd6'], ['Bf4', 'Bd7'], ['Qd2', 'Bc6'], ['d5', 'Bd7'], ['Bg5', 'Qe7'], ['Rfe1', 'Qf8\n'], ['Nb5', 'Bxb5'], ['cxb5', 'h6'], ['Bf4', 'Ng4'], ['h3', 'Ne5'], ['Rac1', 'Re7'], ['Rc2', 'f5'], ['Rec1', 'Qf7\n'], ['Bxh6', 'Bxh6'], ['Qxh6', 'Rae8'], ['Qd2', 'Qg7'], ['f4', 'Nd7'], ['Rxc7', 'Nc5'], ['Rxe7', 'Rxe7'], ['Rc4', 'Qf7\n'], ['b4', 'Nd7'], ['Rc8+', 'Kh7'], ['g4', 'Nb6'], ['Rd8', 'Qf6'], ['g5', 'Qa1+'], ['Kh2', 'Nc4'], ['Qf2', 'Qe1\n'], ['Qd4', 'Ne5'], ['fxe5', 'dxe5'], ['Qc5', 'Rf7'], ['Qc8', '']]",1-0
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.13,5.2,"Artemiev,V","Inarkiev,E",,,A07,"[['Nf3', 'd5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d4', 'Nf6'], ['O-O', 'O-O'], ['Nbd2', 'c6'], ['c4', 'b6'], ['Qc2', 'Bf5\n'], ['Qa4', 'a6'], ['Ne5', 'Qc7'], ['Ndf3', 'Qb7'], ['Bf4', 'b5'], ['Qb3', 'dxc4'], ['Nxc4', 'Be6'], ['Na5', 'Qb6\n'], ['Qa3', 'Nd5'], ['Be5', 'Bxe5'], ['Nxe5', 'f6'], ['Nd3', 'Qxd4'], ['Rac1', 'Bf7'], ['Nc5', 'b4'], ['Qd3', 'Qe5\n'], ['Ncb3', 'Ra7'], ['Rxc6', 'Rd7'], ['Rc5', 'Rfd8'], ['Nc4', 'Qe6'], ['Qf3', 'Nb6'], ['Ne3', 'Na4'], ['Rc2', 'Qe5\n'], ['Ng4', 'Qe6'], ['Bh3', 'Kg7'], ['Bg2', 'Rd1'], ['Ne3', 'Rxf1+'], ['Bxf1', 'Nd7'], ['Qf4', 'Qb6'], ['h4', 'e5\n'], ['Qg4', 'Be6'], ['Qf3', 'Ndc5'], ['h5', 'e4'], ['Qh1', 'Nxb3'], ['axb3', 'Nc5'], ['Qh4', 'g5'], ['h6+', 'Kg6\n'], ['Qh2', 'f5'], ['g4', 'f4'], ['Nf5', 'Kf6'], ['Ng7', 'Rd1'], ['Ne8+', 'Ke7'], ['Qh5', 'Rd5'], ['Ng7', 'Bf7\n'], ['Qh2', 'Rd1'], ['Nf5+', 'Kf6'], ['e3', 'Nd3'], ['Nd4', 'Be8'], ['Rc8', 'Bd7'], ['Rf8+', 'Ke7'], ['Rg8', 'Qf6\n'], ['Rg7+', 'Kd8'], ['Rxh7', 'Ne5'], ['Qg2', 'fxe3'], ['fxe3', 'Bb5'], ['Nxb5', 'Nf3+'], ['Kh1', 'axb5\n'], ['Qf2', 'Qe5'], ['Ra7', 'Rxf1+']]",0-1
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.14,6.1,"Inarkiev,E","Ponkratov,P",,,A46,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'Be7'], ['a4', 'b4'], ['c4', 'bxc3'], ['bxc3', 'd5\n'], ['Bf4', 'O-O'], ['Nbd2', 'c5'], ['c4', 'Nc6'], ['dxc5', 'Bxc5'], ['Qc2', 'Nb4'], ['Qb2', 'dxc4'], ['Nxc4', 'Nfd5\n'], ['Rfd1', 'Qe7'], ['Be5', 'f6'], ['Bd4', 'Ba6'], ['Rac1', 'Rab8'], ['Qd2', 'Rfc8'], ['Na5', 'Bb6'], ['Bxb6', 'axb6\n'], ['Nb3', 'Rxc1'], ['Rxc1', 'Rc8'], ['Rxc8+', 'Bxc8'], ['Nfd4', 'Bd7'], ['Nb5', 'f5'], ['e4', 'fxe4'], ['Bxe4', 'Nf6\n'], ['Bg2', 'Nbd5'], ['h3', 'Qe8'], ['Qd3', 'Qe7'], ['Qc4', 'Qf8'], ['N3d4', 'Qc5'], ['Bf1', 'Qxc4'], ['Bxc4', 'Kf8\n'], ['Bd3', 'e5'], ['Nb3', 'Bxh3'], ['Nd2', 'Bd7'], ['f3', 'Bxb5'], ['axb5', 'Ke7'], ['Nc4', 'Ke6'], ['Kf2', 'h5\n'], ['Bg6', 'Ne7'], ['Bd3', 'Nd7'], ['Bf1', 'Kd5'], ['Nb2', 'Kd4'], ['Nc4', 'Nf5'], ['g4', 'hxg4'], ['fxg4', 'Nh6\n'], ['g5', 'Nf7'], ['g6', 'Ng5'], ['Kg3', 'Ne4+'], ['Kh4', 'Kc5'], ['Ne3', 'Nd6'], ['Kg5', 'Nf6'], ['Bg2', 'e4\n'], ['Nf5', 'Nxf5'], ['Kxf5', 'e3'], ['Bf3', 'Kd6'], ['Be2', 'Kd5'], ['Bf3+', 'Kd4'], ['Ke6', 'Ne4'], ['Bg4', 'Nc3\n'], ['Kf7', 'e2'], ['Bxe2', 'Nxe2'], ['Kxg7', 'Nf4'], ['Kf6', 'Nxg6'], ['Kxg6', 'Ke5']]",0-1
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.14,7.2,"Zvjaginsev,V","Inarkiev,E",,,C44,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['g3', 'Nf6'], ['d3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['c3', 'd5'], ['Nbd2', 'b6\n'], ['Re1', 'Bb7'], ['b4', 'a6'], ['Bb2', '']]",1/2-1/2
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.14,8.3,"Savchenko,B","Inarkiev,E",,,C37,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'g5'], ['Bc4', 'Nc6'], ['d4', 'Bg7'], ['g3', 'g4'], ['Nh4', 'Nxd4'], ['c3', 'd5\n'], ['Bxd5', 'c6'], ['Bc4', 'fxg3'], ['hxg3', 'Nf3+'], ['Nxf3', 'Qxd1+'], ['Kxd1', 'gxf3'], ['Bf4', 'Nf6\n'], ['Nd2', 'Bg4'], ['Kc2', 'O-O-O'], ['Rhf1', 'Rhe8'], ['Rae1', 'Rd7'], ['e5', 'Bf5+'], ['Kb3', 'Ng4'], ['Nxf3', 'b5\n'], ['Be2', 'Nxe5'], ['Nxe5', 'Bxe5'], ['Bxe5', 'Rxe5'], ['Rxf5', 'Rxf5'], ['Bg4', 'Rg5'], ['Re8+', 'Kc7\n'], ['Bxd7', 'Kxd7'], ['Ra8', 'Rxg3'], ['Rxa7+', 'Ke8'], ['Rc7', 'Rg6'], ['c4', 'h5'], ['cxb5', 'cxb5'], ['Rc8+', 'Kd7\n'], ['Rh8', 'Rg5'], ['Kb4', 'Ke6'], ['Rh6+', 'f6'], ['Rh7', 'Kf5'], ['Rh8', 'Kg4'], ['b3', 'h4'], ['a4', 'bxa4\n'], ['bxa4', 'h3'], ['a5', 'Rh5'], ['Rg8+', 'Kf3'], ['a6', 'Rh7'], ['Rf8', 'h2'], ['Rxf6+', 'Ke2'], ['Re6+', 'Kf2\n'], ['Rf6+', 'Kg2'], ['Rg6+', 'Kh3'], ['a7', 'h1=Q']]",0-1
ch-RUS Rapid 2015,St Petersburg RUS,2015.05.14,9.1,"Inarkiev,E","Amonatov,F",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'Ng4'], ['Bg5', 'f6\n'], ['Bh4', 'Nd7'], ['d5', 'Nh6'], ['Nd2', 'g5'], ['Bg3', 'f5'], ['f3', 'Nf6'], ['Bf2', 'g4'], ['Qc2', 'gxf3'], ['gxf3', 'fxe4\n'], ['Ndxe4', 'Nf5'], ['Rg1', 'Nd4'], ['Qd3', 'Nxe2'], ['Qxe2', 'Nh5'], ['O-O-O', 'Nf4'], ['Qe1', 'Kh8'], ['Bh4', 'Qe8\n'], ['c5', 'dxc5'], ['d6', 'cxd6'], ['Rxd6', 'Bf5'], ['Rxg7', 'Kxg7'], ['Nf6', 'Rxf6'], ['Bxf6+', 'Kg8'], ['Ne4', 'Qf8\n'], ['Qg3+', 'Bg6'], ['Qg5', 'Qf7'], ['b3', 'c4'], ['Bxe5', 'Nd3+'], ['Kd2', 'Nxe5'], ['Qxe5', 'Bxe4'], ['Qxe4', 'cxb3\n'], ['axb3', 'Rf8'], ['Qg4+', 'Qg7'], ['Qxg7+', 'Kxg7'], ['Ke3', 'Rf6'], ['Rd7+', 'Rf7'], ['Rd5', 'Kf6'], ['f4', 'Rc7\n'], ['Kd3', 'b6'], ['b4', 'Ke6'], ['Rh5', 'Kf6'], ['b5', 'Rd7+'], ['Ke4', 'Re7+'], ['Re5', 'Rc7'], ['Rf5+', 'Ke6\n'], ['Rh5', 'Rc4+'], ['Kf3', 'Rc7'], ['Kg4', 'Rg7+'], ['Rg5', 'Rf7'], ['Re5+', 'Kd6'], ['h4', 'a6'], ['bxa6', 'Ra7\n'], ['Rh5', 'Kc6'], ['f5', 'b5'], ['f6', 'Rxa6'], ['f7', 'Ra8'], ['Rf5', 'Rf8'], ['Kg5', 'b4'], ['Kf6', 'b3'], ['Kg7', 'b2\n'], ['Rf1', '']]",1-0
